MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.68,9.52,0.16,1.68,339973336,9.58,9.75,9.56
,SUZLON,SUZLON,SUZLON,56.87,53.91,2.96,5.49,215958603,54.26,57.48,54.26
,JPPOWER,JPPOWER,JPPOWER,19.75,19.29,0.46,2.38,109318938,19.72,20.05,19.45
,RPOWER,RPOWER,RPOWER,29.42,28.4,1.02,3.59,77208573,28.74,30.09,28.54
,OLAELEC,OLAELEC,OLAELEC,36.8,35.79,1.01,2.82,76591268,36.39,37.58,35.55
,IRMENERGY,IRMENERGY,IRMENERGY,333.0,283.71,49.29,17.37,69282468,296.46,340.45,282.0
,ADANIPOWER,ADANIPOWER,ADANIPOWER,218.89,212.9,5.99,2.81,57532309,214.6,222.16,214.6
,FILATFASH,FILATFASH,FILATFASH,0.29,0.3,-0.01,-3.33,0,0.31,0.31,0.29
,YESBANK,YESBANK,YESBANK,19.94,19.84,0.1,0.5,55466486,19.85,20.11,19.85
,HFCL,HFCL,HFCL,107.2,100.22,6.98,6.96,54279670,101.75,107.9,101.75
,TATAGOLD,TATAGOLD,TATAGOLD,14.59,14.54,0.05,0.34,51025077,14.63,14.73,14.57
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,70.45,67.23,3.22,4.79,49051353,67.86,70.49,67.85
,SAIL,SAIL,SAIL,184.33,178.46,5.87,3.29,46111040,179.96,185.32,179.5
,TATSILV,TATSILV,TATSILV,23.47,23.15,0.32,1.38,43370570,23.42,23.75,23.41
,WIPRO,WIPRO,WIPRO,204.98,199.36,5.62,2.82,42632215,199.36,205.25,199.36
,HCC,HCC,HCC,20.7,20.05,0.65,3.24,42098973,20.44,21.05,20.0
,RTNPOWER,RTNPOWER,RTNPOWER,10.13,9.48,0.65,6.86,41636302,9.66,10.24,9.57
,GTLINFRA,GTLINFRA,GTLINFRA,1.24,1.2,0.04,3.33,41469783,1.21,1.26,1.2
,JAYNECOIND,JAYNECOIND,JAYNECOIND,103.61,95.78,7.83,8.17,38059284,108.75,108.75,101.0
,NMDC,NMDC,NMDC,90.39,89.29,1.1,1.23,37668047,90.25,91.2,89.81
