MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
AHE,AHE,Apollo Hospital,8109.5,8317.5,8109.5,8290.5,8089.5,201.00,2.48,724687
TEL,TM03,TMPV,392.05,399.8,384.85,398.15,390.2,7.95,2.04,8638483
MHI,MHI,Max Healthcare,941.2,967.75,935.85,965.55,948.7,16.85,1.78,2609191
SBI,SBI,SBI,953.75,974.0,937.2,970.45,956.65,13.80,1.44,27947005
ICI02,ICI02,ICICI Bank,1219.9,1248.3,1213.7,1242.0,1226.6,15.40,1.26,13934754
L,T04,Trent,4220.0,4284.8,4165.0,4257.6,4210.4,47.20,1.12,544842
IA05,IA04,Interglobe Avi,4440.1,4565.0,4390.0,4512.1,4466.1,46.00,1.03,808155
PGC,PGC,Power Grid Corp,282.0,286.0,280.35,285.05,282.15,2.90,1.03,13002063
ONG,ONG,ONGC,265.15,268.7,264.3,267.75,265.05,2.70,1.02,14618721
HDF01,HDF01,HDFC Bank,744.45,756.9,742.6,753.65,748.25,5.40,0.72,36109480
TIS,TIS,Tata Steel,210.71,212.49,207.6,211.89,210.6,1.29,0.61,23198930
BTV,BA08,Bharti Airtel,1829.9,1835.5,1804.9,1824.1,1814.2,9.90,0.55,5832363
KMF,KMB,Kotak Mahindra,377.6,383.45,375.1,381.0,379.05,1.95,0.51,14844206
MM,MM,M&M,2996.0,3029.5,2965.0,3011.1,2998.3,12.80,0.43,3110137
UTI10,AB16,Axis Bank,1245.1,1264.8,1230.3,1255.2,1251.1,4.10,0.33,7953326
TI01,TI01,Titan Company,4057.0,4103.8,4002.0,4088.8,4078.1,10.70,0.26,959352
MU01,MS24,Maruti Suzuki,13014.0,13206.0,12911.0,13044.0,13022.0,22.00,0.17,607808
JVS,JSW01,JSW Steel,1315.0,1318.5,1297.3,1312.9,1310.8,2.10,0.16,814920
STF,STF,Shriram Finance,912.65,915.9,888.9,912.95,911.7,1.25,0.14,6951317
GI01,GI01,Grasim,3099.0,3114.9,3060.0,3101.6,3097.6,4.00,0.13,460368
API,AP31,Asian Paints,2652.1,2676.0,2624.7,2662.4,2660.7,1.70,0.06,958774
CI29,CI11,Coal India,471.9,478.55,466.2,472.3,472.15,0.15,0.03,15291450
