MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.02,14.18,-0.16,-1.13,846740260,14.32,14.44,13.87
,JPPOWER,JPPOWER,JPPOWER,21.78,22.87,-1.09,-4.77,656884514,24.5,24.5,21.7
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.5,9.2,0.3,3.26,365842949,9.5,10.48,9.4
,OLAELEC,OLAELEC,OLAELEC,41.25,39.24,2.01,5.12,326178767,39.7,42.88,39.65
,YESBANK,YESBANK,YESBANK,23.2,22.76,0.44,1.93,313761828,22.8,23.55,22.8
,FEDERALBNK,FEDERALBNK,FEDERALBNK,288.2,288.9,-0.7,-0.24,239376091,292.0,293.9,283.6
,GTLINFRA,GTLINFRA,GTLINFRA,1.43,1.37,0.06,4.38,234225152,1.37,1.52,1.36
,SUZLON,SUZLON,SUZLON,57.75,57.53,0.22,0.38,221481859,58.0,58.42,55.6
,BHARATCOAL,BHARATCOAL,BHARATCOAL,41.35,38.75,2.6,6.71,139843757,39.47,42.5,38.07
,GMRAIRPORT,GMRAIRPORT,GMRAIRPORT,100.58,97.84,2.74,2.8,131030009,102.0,104.14,99.56
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,71.2,71.48,-0.28,-0.39,116119106,71.81,73.08,70.51
,HFCL,HFCL,HFCL,178.73,173.92,4.81,2.77,111112652,175.0,189.08,170.32
,NATIONALUM,NATIONALUM,NATIONALUM,422.1,433.05,-10.95,-2.53,107733950,438.2,441.5,416.8
,HDFCBANK,HDFCBANK,HDFCBANK,747.25,758.65,-11.4,-1.5,101299431,746.05,760.5,737.75
,COALINDIA,COALINDIA,COALINDIA,458.3,463.05,-4.75,-1.03,97895486,458.9,474.0,455.9
,ASHOKLEY,ASHOKLEY,ASHOKLEY,156.65,163.62,-6.97,-4.26,87249539,165.66,165.7,154.86
,MOTHERSON,MOTHERSON,MOTHERSON,151.01,142.41,8.6,6.04,84670792,144.46,151.77,140.08
,WIPRO,WIPRO,WIPRO,204.1,201.58,2.52,1.25,82734524,211.0,211.0,203.65
,POWERGRID,POWERGRID,POWERGRID,287.8,300.15,-12.35,-4.11,77407363,303.0,303.0,285.45
,ONGC,ONGC,ONGC,265.8,274.05,-8.25,-3.01,74403401,275.95,276.05,261.55
