MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.31,14.45,-0.14,-0.97,437079976,14.47,14.59,14.16
,YESBANK,YESBANK,YESBANK,24.97,24.55,0.42,1.71,117169271,24.55,25.07,24.55
,PINELABS,PINELABS,PINELABS,160.95,150.05,10.9,7.26,94654541,150.2,162.49,149.99
,ROTO,ROTO,ROTO,75.5,70.65,4.85,6.86,87434424,72.89,78.87,72.42
,OLAELEC,OLAELEC,OLAELEC,42.85,43.63,-0.78,-1.79,87177652,43.89,44.04,42.5
,TATSILV,TATSILV,TATSILV,21.66,21.82,-0.16,-0.73,87036326,21.82,22.22,21.36
,IRFC,IRFC,IRFC,91.93,98.67,-6.74,-6.83,80616106,94.0,94.75,91.91
,PATELENG,PATELENG,PATELENG,34.8,32.12,2.68,8.34,72376516,32.18,35.95,32.01
,GMRAIRPORT,GMRAIRPORT,GMRAIRPORT,108.1,107.37,0.73,0.68,70499514,107.4,108.98,106.37
,SEPC,SEPC,SEPC,6.79,6.94,-0.15,-2.16,67651520,7.0,7.01,6.7
,SUZLON,SUZLON,SUZLON,57.94,58.29,-0.35,-0.6,63851176,58.25,58.79,57.61
,VISL,VISL,VISL,29.41,28.01,1.4,5.0,0,27.95,29.41,27.0
,SALASAR,SALASAR,SALASAR,6.5,7.0,-0.5,-7.14,59172766,7.0,7.21,6.32
,TATAGOLD,TATAGOLD,TATAGOLD,13.82,13.97,-0.15,-1.07,57975033,13.94,13.94,13.7
,VOGL,VOGL,VOGL,34.95,33.29,1.66,4.99,0,32.78,34.95,32.16
,WIPRO,WIPRO,WIPRO,174.66,174.49,0.17,0.1,56627728,171.5,175.49,171.49
,HCC,HCC,HCC,27.39,27.14,0.25,0.92,52785278,26.99,28.11,26.95
,IFCI,IFCI,IFCI,79.5,81.58,-2.08,-2.55,52714805,81.95,82.1,78.39
,TATASTEEL,TATASTEEL,TATASTEEL,190.15,193.56,-3.41,-1.76,51305789,192.8,193.38,189.59
,JPPOWER,JPPOWER,JPPOWER,17.95,18.02,-0.07,-0.39,46512332,18.02,18.24,17.78
