MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
IA05,IA04,Interglobe Avi,4990.0,5230.0,4967.1,5207.2,4961.4,245.80,4.95,2145122
AE01,AE13,Adani Enterpris,2988.3,3077.8,2971.0,3069.7,2962.9,106.80,3.60,2527812
L,T04,Trent,3158.1,3309.2,3140.0,3247.0,3142.9,104.10,3.31,3950989
TM4,TM4,Tech Mahindra,1420.0,1466.5,1420.0,1461.6,1415.6,46.00,3.25,3451553
BAF,BAF,Bajaj Finance,952.4,993.9,952.4,990.95,962.4,28.55,2.97,9873777
IT,IT,Infosys,1040.9,1065.5,1037.7,1056.6,1029.3,27.30,2.65,12346266
ICI02,ICI02,ICICI Bank,1340.6,1377.6,1340.6,1373.6,1338.3,35.30,2.64,16440708
STF,STF,Shriram Finance,993.35,1029.35,980.55,1019.0,993.35,25.65,2.58,7885319
TCS,TCS,TCS,2061.0,2120.7,2061.0,2109.0,2059.6,49.40,2.40,4747277
HDF01,HDF01,HDFC Bank,773.0,794.9,772.65,793.2,774.65,18.55,2.39,34701292
DRL,DRL,Dr Reddys Labs,1310.0,1343.0,1306.2,1328.4,1301.3,27.10,2.08,3346371
MPS,MPS,Adani Ports,1786.0,1818.0,1775.0,1813.3,1784.0,29.30,1.64,2141905
UTI10,AB16,Axis Bank,1356.0,1386.1,1356.0,1384.5,1363.5,21.00,1.54,8343829
UTC,UTC01,UltraTechCement,11307.0,11479.0,11275.0,11430.0,11307.0,123.00,1.09,233046
KMF,KMB,Kotak Mahindra,401.65,407.95,400.2,405.95,401.65,4.30,1.07,11768059
SBI,SBI,SBI,1024.0,1044.5,1020.5,1034.6,1024.2,10.40,1.02,11724076
AHE,AHE,Apollo Hospital,8500.0,8585.5,8451.0,8573.5,8487.5,86.00,1.01,399731
MM,MM,M&M,3044.0,3097.9,3025.0,3064.5,3037.3,27.20,0.90,2179193
BF04,BF04,Bajaj Finserv,1757.1,1792.2,1753.1,1780.5,1765.0,15.50,0.88,891924
JFS,JFS,Jio Financial,237.76,239.75,235.3,238.87,237.81,1.06,0.45,9540112
TI01,TI01,Titan Company,4302.0,4340.8,4263.7,4323.8,4305.3,18.50,0.43,652078
HCL02,HCL02,HCL Tech,1097.6,1121.5,1093.2,1113.9,1109.5,4.40,0.40,3503015
SPI,SPI,Sun Pharma,1868.0,1882.1,1864.9,1874.4,1868.0,6.40,0.34,1406231
MHI,MHI,Max Healthcare,1077.8,1087.65,1073.55,1081.7,1078.05,3.65,0.34,1301005
C,C,Cipla,1445.7,1451.9,1425.7,1437.9,1433.1,4.80,0.33,2145293
RI,RI,Reliance,1305.7,1322.0,1297.5,1313.6,1309.5,4.10,0.31,11030917
API,AP31,Asian Paints,2662.0,2687.6,2653.6,2667.5,2661.2,6.30,0.24,1264476
ITC,ITC,ITC,290.0,291.4,289.45,290.35,290.0,0.35,0.12,6218635
LT,LT,Larsen,4176.5,4215.0,4170.0,4181.7,4179.4,2.30,0.06,1367416
