MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
BA06,BA10,Bajaj Auto,9838.0,9910.0,9732.0,9750.0,10025.0,-275.00,-2.74,426013
NTP,NTP,NTPC,362.85,364.05,355.5,357.05,364.6,-7.55,-2.07,12770898
ONG,ONG,ONGC,244.35,245.8,239.5,240.0,244.35,-4.35,-1.78,10278033
TIS,TIS,Tata Steel,192.8,193.38,189.59,190.16,193.56,-3.40,-1.76,51305789
BE03,BE03,Bharat Elec,420.2,422.55,412.8,413.55,420.0,-6.45,-1.54,9620759
MU01,MS24,Maruti Suzuki,13440.0,13440.0,13201.0,13248.0,13451.0,-203.00,-1.51,327495
TEL,TM03,TMPV,355.0,356.8,348.0,349.7,354.55,-4.85,-1.37,12569135
BTV,BA08,Bharti Airtel,1891.2,1894.1,1872.9,1877.3,1901.6,-24.30,-1.28,8957457
SLI03,SLI03,SBI Life Insura,1786.2,1794.0,1748.2,1767.7,1786.2,-18.50,-1.04,1280774
H,HI,Hindalco,972.0,988.5,970.3,976.6,986.8,-10.20,-1.03,5029316
Z01,Z,Eternal,258.45,260.95,253.8,256.35,258.95,-2.60,-1.00,25071320
HSL01,HSL01,HDFC Life,596.1,596.45,585.2,591.75,597.45,-5.70,-0.95,2209081
JVS,JSW01,JSW Steel,1240.0,1244.9,1222.0,1231.2,1242.2,-11.00,-0.89,2339439
NI,NI,Nestle,1394.0,1398.8,1380.6,1382.6,1392.2,-9.60,-0.69,1469059
CI29,CI11,Coal India,444.35,447.2,440.9,441.75,444.35,-2.60,-0.59,4169224
GI01,GI01,Grasim,3135.0,3142.7,3097.0,3127.9,3144.3,-16.40,-0.52,706788
TT,TT,TATA Cons. Prod,1105.0,1109.1,1092.0,1098.1,1103.8,-5.70,-0.52,1405228
PGC,PGC,Power Grid Corp,293.0,295.25,288.75,290.9,291.95,-1.05,-0.36,10221176
HL,HU,HUL,2160.0,2166.0,2140.0,2157.8,2160.1,-2.30,-0.11,942271
EM,EM,Eicher Motors,7520.0,7646.0,7488.0,7572.0,7578.0,-6.00,-0.08,324328
W,W,Wipro,171.5,175.49,171.49,174.48,174.49,-0.01,-0.01,56627728
