MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
AHE,AHE,Apollo Hospital,8615.0,8925.0,8588.5,8920.5,8600.0,320.50,3.73,1275740
BTV,BA08,Bharti Airtel,1939.1,2005.8,1932.0,1992.1,1939.1,53.00,2.73,12282580
MPS,MPS,Adani Ports,1658.0,1700.0,1657.2,1700.0,1658.0,42.00,2.53,1978204
AE01,AE13,Adani Enterpris,2965.0,3048.0,2950.0,3035.1,2964.9,70.20,2.37,1666749
ICI02,ICI02,ICICI Bank,1403.0,1417.8,1401.0,1417.0,1406.8,10.20,0.73,6097934
W,W,Wipro,183.55,185.84,183.1,184.0,183.1,0.90,0.49,7366162
BA06,BA10,Bajaj Auto,11698.0,11785.0,11665.0,11700.0,11661.0,39.00,0.33,241414
HDF01,HDF01,HDFC Bank,725.0,729.6,723.5,727.0,725.0,2.00,0.28,20364131
Z01,Z,Eternal,317.8,325.0,316.8,318.5,318.0,0.50,0.16,30147388
BE03,BE03,Bharat Elec,410.45,412.5,408.25,410.8,410.5,0.30,0.07,7388147
