MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.11,13.51,0.6,4.44,572796432,13.53,14.19,13.49
,MOTISONS,MOTISONS,MOTISONS,16.72,14.62,2.1,14.36,273115278,14.76,17.5,14.48
,ZEEL,ZEEL,ZEEL,102.0,96.75,5.25,5.43,88446294,97.0,104.74,95.46
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.66,9.57,0.09,0.94,66496008,9.55,9.7,9.45
,LEAPIND,LEAPIND,LEAPIND,146.0,159.0,-19.9,-12.0,80261576,165.9,167.0,143.0
,WELSPUNLIV,WELSPUNLIV,WELSPUNLIV,164.1,159.83,4.27,2.67,62046129,170.0,178.0,162.84
,ZEEMEDIA,ZEEMEDIA,ZEEMEDIA,9.42,8.58,0.84,9.79,38721820,9.39,9.85,8.88
,TATAGOLD,TATAGOLD,TATAGOLD,14.7,14.74,-0.04,-0.27,33483668,14.74,14.74,14.26
,GANGAFORGE,GANGAFORGE,GANGAFORGE,2.63,2.51,0.12,4.78,31340687,2.62,2.63,2.62
,MOREPENLAB,MOREPENLAB,MOREPENLAB,84.12,80.89,3.23,3.99,26556821,81.7,84.84,78.5
,JPPOWER,JPPOWER,JPPOWER,17.39,17.54,-0.15,-0.86,30863863,17.55,17.9,17.3
,ASHOKLEY,ASHOKLEY,ASHOKLEY,171.64,176.23,-4.59,-2.6,25487461,177.11,179.5,169.75
,YESBANK,YESBANK,YESBANK,22.67,22.98,-0.31,-1.35,26289533,22.98,23.0,22.67
,OLAELEC,OLAELEC,OLAELEC,38.58,39.67,-1.09,-2.75,20474030,39.6,39.79,38.46
,TMPV,TMPV,TMPV,334.5,349.6,-15.1,-4.32,23630876,329.0,337.75,329.0
,TATSILV,TATSILV,TATSILV,22.49,22.41,0.08,0.36,24386689,22.38,22.49,22.07
,ETERNAL,ETERNAL,ETERNAL,318.5,318.0,0.5,0.16,24930829,317.8,325.0,316.8
,TECHNOCRAF,TECHNOCRAF,TECHNOCRAF,310.61,212.0,26.61,9.37,24590514,284.0,334.4,284.0
,SAIL,SAIL,SAIL,169.51,168.68,0.83,0.49,23523377,167.99,171.6,158.73
,VISL,VISL,VISL,36.94,38.79,-1.85,-4.77,18657271,38.8,39.2,36.86
