pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,updated_at_epoch,created_at_epoch,sc_name,symbol,chartType,displayLock,scanproflg
1824,21,,,nse,Rising Trendline,Reversal From Support,1 day,,Updated,N,0,2026-10-02,2026-09-11 14:40:48,2026-09-01 12:07:45,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1391.80"",""pattern_type"":""buy"",""cmp"":""1415.00"",""price_key"":""stk_CG02_N"",""target_price"":""1560"",""target_return_prcnt"":""12.09"",""stoploss_price"":""1343"",""stoploss_prcnt"":""3.51"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178824466392.png""},""rationale"":""Price is respecting a rising trendline, if it stays above the trendline it can deliver a bullish momentum."",""action_type"":""add"",""created_at"":""2026-09-01 12:07:45"",""updated_at"":""2026-09-01 12:07:45""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178911784647.png""},""rationale"":""Still holding above the support."",""action_type"":""update"",""created_at"":""2026-09-11 14:40:48"",""updated_at"":""2026-09-11 14:40:48""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789117848,1788244665,,,mc_pro_plus,Y,3
1865,21,,,nse,Probable Bullish Pennant,Trend Continuation Pattern,2 hours,,New,N,0,2026-11-30,2026-09-11 11:48:09,2026-09-11 11:48:09,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""17425.00"",""pattern_type"":""buy"",""cmp"":""17425.00"",""price_key"":""stk_AI40_N"",""target_price"":""21000"",""target_return_prcnt"":""20.52"",""stoploss_price"":""16600"",""stoploss_prcnt"":""4.73"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910748798.png""},""rationale"":""The probable bullish pennant pattern indicates the possibility of trend resumption post breakout."",""action_type"":""add"",""created_at"":""2026-09-11 11:48:09"",""updated_at"":""2026-09-11 11:48:09""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789107489,1789107489,,,mc_pro_plus,Y,3
1864,21,,,nse,Ascending Triangle,Breakout Retest,1 hour,,New,N,0,2026-10-09,2026-09-11 11:14:58,2026-09-11 11:14:58,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""3440.30"",""pattern_type"":""buy"",""cmp"":""3440.30"",""price_key"":""stk_AO05_N"",""target_price"":""3681"",""target_return_prcnt"":""7.00"",""stoploss_price"":""3363"",""stoploss_prcnt"":""2.25"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910549778.png""},""rationale"":""After a fall in price, it moved sideways forming an Ascending Triangle and recently a breakout. A retest at support indicates bulls are defending the support level."",""action_type"":""add"",""created_at"":""2026-09-11 11:14:58"",""updated_at"":""2026-09-11 11:14:58""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789105498,1789105498,,,mc_pro_plus,Y,3
1863,21,,,nse,Symmetrical Triangle Breakout,Bullish Breakout,2 hours,,New,N,0,2026-10-30,2026-09-11 10:30:04,2026-09-11 10:30:04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""343.10"",""pattern_type"":""buy"",""cmp"":""343.10"",""price_key"":""stk_EPP01_N"",""target_price"":""380"",""target_return_prcnt"":""10.75"",""stoploss_price"":""325"",""stoploss_prcnt"":""5.28"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910280232.png""},""rationale"":""The symmetrical triangle breakout on the upside indicates the bullish momentum."",""action_type"":""add"",""created_at"":""2026-09-11 10:30:04"",""updated_at"":""2026-09-11 10:30:04""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789102804,1789102804,,,mc_pro_plus,Y,3
1862,21,,,nse,Follow-Through Breakout,Trend Resumption,1 hour,,New,N,0,2026-10-29,2026-09-11 10:07:54,2026-09-11 10:07:54,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1785.40"",""pattern_type"":""buy"",""cmp"":""1785.40"",""price_key"":""stk_OC10_N"",""target_price"":""1900"",""target_return_prcnt"":""6.42"",""stoploss_price"":""1720"",""stoploss_prcnt"":""3.66"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910147213.png""},""rationale"":""The breakout follow-through pattern on the chart indicates trend resumption."",""action_type"":""add"",""created_at"":""2026-09-11 10:07:54"",""updated_at"":""2026-09-11 10:07:54""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789101474,1789101474,,,mc_pro_plus,Y,3
1861,21,,,nse,Multiple Support Breakdown,Bearish Reversal,1 hour,,New,N,0,2026-09-30,2026-09-11 10:00:57,2026-09-11 10:00:57,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1095.70"",""pattern_type"":""sell"",""cmp"":""1095.70"",""price_key"":""futstk_MD04_2026-09-29"",""target_price"":""1020"",""target_return_prcnt"":""6.91"",""stoploss_price"":""1140"",""stoploss_prcnt"":""4.04"",""ind_id"":""-1"",""expiry_date"":""2026-09-29"",""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910105511.png""},""rationale"":""The breakdown of multiple trendlines indicates bearish momentum."",""action_type"":""add"",""created_at"":""2026-09-11 10:00:57"",""updated_at"":""2026-09-11 10:00:57""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789101057,1789101057,,,mc_pro_plus,Y,3
1857,21,,,nse,Horizontal Trendline,Previous Swing High Breakout,4 hours,,New,N,0,2026-10-09,2026-09-11 09:55:54,2026-09-10 15:17:17,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1414.60"",""pattern_type"":""buy"",""cmp"":""1361.90"",""price_key"":""stk_FC01_N"",""target_price"":""1523"",""target_return_prcnt"":""7.66"",""stoploss_price"":""1329"",""stoploss_prcnt"":""6.05"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178903363586.png""},""rationale"":""Price after a breakout retest broke above its previous swing high."",""action_type"":""add"",""created_at"":""2026-09-10 15:17:17"",""updated_at"":""2026-09-10 15:17:17""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789100754,1789033637,,,mc_pro_plus,Y,3
1860,21,,,nse,Bullish Harmonic Pattern,Bullish Reversal,2 hours,,New,N,0,2026-09-30,2026-09-11 09:51:29,2026-09-11 09:51:29,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""23249.50"",""pattern_type"":""buy"",""cmp"":""23249.50"",""price_key"":""indices_i_in;NSX"",""target_price"":""23500"",""target_return_prcnt"":""1.08"",""stoploss_price"":""23140"",""stoploss_prcnt"":""0.47"",""ind_id"":""9"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910048724.png""},""rationale"":""The Bullish Harmonic pattern on the chart signals probable reversal."",""action_type"":""add"",""created_at"":""2026-09-11 09:51:29"",""updated_at"":""2026-09-11 09:51:29""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789100489,1789100489,,,mc_pro_plus,Y,3
1853,21,,,nse,Ascending Triangle,Bullish Breakout,30 mins,,Updated,N,0,2026-10-09,2026-09-11 09:51:14,2026-09-10 11:17:02,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""2711.70"",""pattern_type"":""buy"",""cmp"":""2695.10"",""price_key"":""stk_WGS_N"",""target_price"":""2810"",""target_return_prcnt"":""3.63"",""stoploss_price"":""2644"",""stoploss_prcnt"":""2.50"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178901921941.png""},""rationale"":""After a rally, price consolidated and formed a Ascending Triangle. Now the price has given a breakout."",""action_type"":""add"",""created_at"":""2026-09-10 11:17:02"",""updated_at"":""2026-09-10 11:17:02""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910040266.png""},""rationale"":""Breakout Retest."",""action_type"":""update"",""created_at"":""2026-09-11 09:50:04"",""updated_at"":""2026-09-11 09:50:04""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789100474,1789019222,,,mc_pro_plus,Y,3
1748,21,,,nse,3 Years Breakout Retest,Retest of Long Term Breakout,1 day,,Updated,N,0,2026-12-31,2026-09-11 09:44:15,2026-08-07 10:12:14,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""611.95"",""pattern_type"":""buy"",""cmp"":""563.50"",""price_key"":""stk_MSM_N"",""target_price"":""750"",""target_return_prcnt"":""22.56"",""stoploss_price"":""550"",""stoploss_prcnt"":""10.12"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178607773389.png""},""rationale"":""The 3-year Ascending Triangle breakout has been retested on the chart, indicating the probable bullish trend for investors."",""action_type"":""add"",""created_at"":""2026-08-07 10:12:14"",""updated_at"":""2026-08-07 10:12:14""},{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178910005351.png""},""rationale"":""Price is trading above the support, and if the support is held we may see a bullish move ahead."",""action_type"":""update"",""created_at"":""2026-09-11 09:44:15"",""updated_at"":""2026-09-11 09:44:15""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1789100055,1786077734,,,mc_pro_plus,Y,3
