MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HDF01,HDF01,HDFC Bank,683.9,709.0,681.9,708.25,693.8,14.45,2.08,31411934
DRL,DRL,Dr Reddys Labs,1130.0,1182.0,1130.0,1165.5,1143.0,22.50,1.97,2403285
TM4,TM4,Tech Mahindra,1519.3,1557.3,1518.6,1541.0,1525.8,15.20,1.00,2007328
HSL01,HSL01,HDFC Life,522.0,531.5,518.2,530.0,526.15,3.85,0.73,4127867
W,W,Wipro,165.2,167.75,165.16,167.4,166.3,1.10,0.66,8484897
KMF,KMB,Kotak Mahindra,412.6,420.0,409.25,419.0,416.55,2.45,0.59,15197483
IA05,IA04,Interglobe Avi,4875.0,4973.0,4822.0,4973.0,4945.0,28.00,0.57,923733
Z01,Z,Eternal,317.95,324.8,316.05,323.5,322.1,1.40,0.43,22712054
ITC,ITC,ITC,258.0,261.65,257.7,259.85,259.3,0.55,0.21,11116049
TEL,TM03,TMPV,299.75,304.4,296.5,301.1,300.5,0.60,0.20,7683193
UTC,UTC01,UltraTechCement,10859.0,11060.0,10790.0,11000.0,10979.0,21.00,0.19,223277
IT,IT,Infosys,1032.0,1047.3,1029.7,1037.7,1036.5,1.20,0.12,6168088
