MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.97,14.9,0.07,0.47,502686173,15.08,15.2,14.84
,PCJEWELLER,PCJEWELLER,PCJEWELLER,13.74,13.83,-0.09,-0.65,394104892,13.83,13.92,13.22
,PINELABS,PINELABS,PINELABS,198.85,173.17,25.68,14.83,258437895,171.0,206.38,170.96
,YESBANK,YESBANK,YESBANK,23.48,22.3,1.18,5.29,217071074,22.23,23.95,22.07
,AHCL,AHCL,AHCL,19.8,17.54,2.26,12.88,133113879,17.73,20.0,17.54
,IFCI,IFCI,IFCI,82.67,85.15,-2.48,-2.91,105478320,83.8,85.59,81.52
,TATSILV,TATSILV,TATSILV,22.07,22.69,-0.62,-2.73,69932017,22.01,22.13,21.73
,SHANKESH,SHANKESH,SHANKESH,101.3,98.41,2.89,2.94,51876085,104.4,115.9,100.0
,SUZLON,SUZLON,SUZLON,44.12,44.22,-0.1,-0.23,46759692,44.12,44.5,43.21
,OLAELEC,OLAELEC,OLAELEC,38.51,39.15,-0.64,-1.63,46264959,38.7,39.35,38.34
,KWIL,KWIL,KWIL,43.3,41.53,1.77,4.26,39599566,41.1,44.17,40.7
,CCAVENUE,CCAVENUE,CCAVENUE,16.3,15.36,0.94,6.12,33922966,15.35,16.4,15.0
,PWL,PWL,PWL,136.1,126.73,9.37,7.39,38204488,125.5,137.12,125.37
,FILATEX,FILATEX,FILATEX,88.0,76.25,11.75,15.41,35191405,76.0,90.9,74.27
,VOGL,VOGL,VOGL,36.9,36.37,0.53,1.46,36997613,36.5,37.44,35.85
,TATAGOLD,TATAGOLD,TATAGOLD,14.74,14.83,-0.09,-0.61,34682977,14.61,14.79,14.58
,DAVANGERE,DAVANGERE,DAVANGERE,2.1,1.91,0.19,9.95,36010605,1.95,2.1,1.9
,JPPOWER,JPPOWER,JPPOWER,16.1,16.23,-0.13,-0.8,31599684,16.2,16.2,15.95
,SUBEXLTD,SUBEXLTD,SUBEXLTD,21.0,19.76,1.24,6.28,30804679,19.91,21.0,19.2
,IBULLSLTD,IBULLSLTD,IBULLSLTD,26.14,24.9,1.24,4.98,32819099,24.31,26.14,24.31
