MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,10.27,9.95,0.32,3.22,605375435,10.05,10.55,10.01
,ETERNAL,ETERNAL,ETERNAL,253.47,253.07,0.4,0.16,152137971,263.3,265.4,253.0
,JPPOWER,JPPOWER,JPPOWER,20.16,19.95,0.21,1.05,152084192,20.1,21.05,20.0
,BANDHANBNK,BANDHANBNK,BANDHANBNK,198.67,178.65,20.02,11.21,127812255,186.01,204.44,186.01
,YESBANK,YESBANK,YESBANK,20.22,19.97,0.25,1.25,127592848,20.04,20.55,19.98
,SUZLON,SUZLON,SUZLON,56.7,57.32,-0.62,-1.08,127240966,57.75,58.06,56.4
,OLAELEC,OLAELEC,OLAELEC,36.3,35.81,0.49,1.37,59769528,36.24,37.18,35.9
,DEVYANI,DEVYANI,DEVYANI,127.5,112.17,15.33,13.67,57442662,112.85,129.97,111.19
,GREENPLY,GREENPLY,GREENPLY,274.1,254.59,19.51,7.66,56948170,279.0,294.66,272.01
,VEDL,VEDL,VEDL,775.0,739.3,35.7,4.83,54738724,745.0,780.0,732.2
,TATAGOLD,TATAGOLD,TATAGOLD,14.27,14.4,-0.13,-0.9,53765775,14.53,14.53,14.25
,ADANIPOWER,ADANIPOWER,ADANIPOWER,217.8,223.35,-5.55,-2.48,51932086,225.0,226.24,215.35
,ASIANTILES,ASIANTILES,ASIANTILES,64.4,76.97,-12.57,-16.33,48850195,78.0,78.0,62.29
,RPOWER,RPOWER,RPOWER,29.08,29.55,-0.47,-1.59,46865487,29.9,30.2,28.82
,HCC,HCC,HCC,22.05,22.4,-0.35,-1.56,44746917,22.7,22.88,21.94
,GROWW,GROWW,GROWW,213.99,219.85,-5.86,-2.67,43953535,222.5,227.2,212.0
,TATSILV,TATSILV,TATSILV,22.85,22.83,0.02,0.09,41560025,22.87,23.08,22.75
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.49,9.47,0.02,0.21,41526615,9.6,9.8,9.45
,SAPPHIRE,SAPPHIRE,SAPPHIRE,209.16,174.3,34.86,20.0,41377762,175.0,209.16,173.02
,GREENPOWER,GREENPOWER,GREENPOWER,12.7,12.72,-0.02,-0.16,38846065,13.15,13.43,12.5
