MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
MM,MM,M&M,3220.0,3327.0,3197.5,3283.7,3221.8,61.90,1.92,4851980
CI29,CI11,Coal India,412.95,418.3,410.1,417.2,410.05,7.15,1.74,23225454
MU01,MS24,Maruti Suzuki,13939.0,14250.0,13825.0,14188.0,13948.0,240.00,1.72,626000
EM,EM,Eicher Motors,7869.5,7930.0,7730.0,7912.5,7779.0,133.50,1.72,1496307
TM4,TM4,Tech Mahindra,1649.0,1686.6,1638.1,1669.0,1644.2,24.80,1.51,4167643
W,W,Wipro,183.4,191.34,183.4,186.33,183.61,2.72,1.48,54015268
ONG,ONG,ONGC,239.5,244.39,239.06,241.59,238.31,3.28,1.38,11419363
TEL,TM03,TMPV,328.2,335.0,328.05,334.2,329.8,4.40,1.33,6078600
RI,RI,Reliance,1279.8,1297.0,1275.3,1292.9,1275.9,17.00,1.33,12158451
MHI,MHI,Max Healthcare,1112.0,1135.9,1110.3,1124.8,1111.4,13.40,1.21,1610692
NI,NI,Nestle,1503.3,1532.6,1497.0,1520.7,1503.3,17.40,1.16,3698063
SBI,SBI,SBI,1013.5,1028.3,1007.6,1025.3,1013.7,11.60,1.14,6847458
PGC,PGC,Power Grid Corp,283.4,287.1,283.0,285.7,282.85,2.85,1.01,7903593
BA06,BA10,Bajaj Auto,11338.0,11525.0,11305.5,11432.0,11338.0,94.00,0.83,295600
H,HI,Hindalco,968.0,973.05,960.6,970.4,962.45,7.95,0.83,4259226
AE01,AE13,Adani Enterpris,3024.5,3060.9,2994.6,3049.1,3024.5,24.60,0.81,1278332
HDF01,HDF01,HDFC Bank,752.8,757.9,745.5,753.95,748.2,5.75,0.77,35844392
HCL02,HCL02,HCL Tech,1349.0,1369.9,1345.6,1352.7,1344.3,8.40,0.62,3747919
AHE,AHE,Apollo Hospital,8900.0,9009.0,8865.5,8988.0,8935.0,53.00,0.59,263013
SPI,SPI,Sun Pharma,1993.1,2017.3,1988.0,2001.1,1989.9,11.20,0.56,2224264
NTP,NTP,NTPC,343.5,347.65,341.85,344.85,343.5,1.35,0.39,9943764
BTV,BA08,Bharti Airtel,1954.0,1963.2,1943.9,1956.8,1950.2,6.60,0.34,5356472
DRL,DRL,Dr Reddys Labs,1143.0,1151.0,1139.0,1144.8,1142.3,2.50,0.22,1350714
LT,LT,Larsen,3931.4,3951.7,3883.5,3937.7,3931.4,6.30,0.16,2141252
