MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.88,13.05,-0.17,-1.3,230386335,13.05,13.18,12.85
,SUZLON,SUZLON,SUZLON,47.41,47.45,-0.04,-0.08,116150327,47.5,47.88,46.22
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.13,9.1,0.03,0.33,109510743,9.14,9.18,8.98
,IRB,IRB,IRB,20.29,19.98,0.31,1.55,78604244,19.74,21.04,19.72
,INDOMIM,INDOMIM,INDOMIM,745.0,485.0,45.0,6.43,72703164,700.0,757.75,700.0
,JPPOWER,JPPOWER,JPPOWER,17.35,17.04,0.31,1.82,68909716,17.06,17.62,16.93
,YESBANK,YESBANK,YESBANK,22.54,22.84,-0.3,-1.31,56345653,22.84,22.88,22.46
,REDINGTON,REDINGTON,REDINGTON,310.0,287.45,22.55,7.84,56111752,307.95,338.5,307.95
,SAGILITY,SAGILITY,SAGILITY,45.99,44.87,1.12,2.5,54778788,44.1,46.24,44.1
,WIPRO,WIPRO,WIPRO,186.41,183.61,2.8,1.52,54015268,183.4,191.34,183.4
,VOGL,VOGL,VOGL,33.59,35.07,-1.48,-4.22,46027628,35.0,35.79,33.2
,SWIGGY,SWIGGY,SWIGGY,293.8,287.34,6.46,2.25,42221706,285.99,298.85,281.23
,ITBEES,ITBEES,ITBEES,34.63,34.54,0.09,0.26,41065319,34.52,35.35,34.52
,HDFCBANK,HDFCBANK,HDFCBANK,753.4,748.2,5.2,0.7,35844392,752.8,757.9,745.5
,MOIL,MOIL,MOIL,285.9,274.15,11.75,4.29,35498059,278.0,304.5,277.5
,TATAGOLD,TATAGOLD,TATAGOLD,13.82,13.74,0.08,0.58,35285680,13.75,13.82,13.72
,GATECH,GATECH,GATECH,0.58,0.49,0.09,18.37,35177923,0.5,0.58,0.49
,IFCI,IFCI,IFCI,73.31,71.3,2.01,2.82,32673070,71.43,74.1,70.3
,KALYANKJIL,KALYANKJIL,KALYANKJIL,631.85,628.6,3.25,0.52,32636519,631.0,648.95,627.05
,ETERNAL,ETERNAL,ETERNAL,310.05,311.8,-1.75,-0.56,32431887,307.0,312.25,305.0
