Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekLow,I12,I07,A B Infrabuild,/infrastructure-general/abinfrabuild/I07,13.34,"26 May, 2026|15:59"
52WeekLow,BCL09,BCL09,Brand Concepts,/glass-glass-products/brandconcepts/BCL09,205.01,"26 May, 2026|15:47"
52WeekLow,CBO01,CBO01,Central Bank,/banks-public-sector/centralbankindia/CBO01,31.29,"26 May, 2026|15:59"
52WeekLow,DL04,DL04,Dhariwalcorp,/trading/dhariwalcorp/DL04,32.75,"26 May, 2026|15:47"
52WeekLow,EEL01,EEL01,Eppeltone Eng,/electronics-components/eppeltoneengineers/EEL01,104.55,"26 May, 2026|15:54"
52WeekLow,VRM,VRM,Gradiente Info,/it-services-consulting/gradienteinfotainment/VRM,4.14,"26 May, 2026|15:47"
52WeekLow,IEL04,IEL04,Indian Emulsifi,/chemicals/indianemulsifiers/IEL04,47.8,"26 May, 2026|15:56"
52WeekLow,IRS01,IRS02,Infollion,/diversified/infollionresearchservices/IRS02,191.25,"26 May, 2026|15:40"
52WeekLow,JCA,JCA,Jyoti CNC Auto,/misc-commercial-services/jyoticncautomation/JCA,670.25,"26 May, 2026|15:59"
52WeekLow,KM05,KMC02,Kovai Medical,/hospitals-medical-services/kovaimedicalcenterhospital/KMC02,5399.5,"26 May, 2026|15:40"
52WeekLow,LME01,LME01,Le Merite,/textiles/lemeriteexports/LME01,222.45,"26 May, 2026|15:59"
52WeekLow,MTL09,MTL09,Marushika Techn,/it-services-consulting/marushikatechnology/MTL09,86.25,"26 May, 2026|15:43"
52WeekLow,NSF,NSF,NFP Sampoorna,/consumer-food/nfpsampoornafoods/NSF,49.25,"26 May, 2026|15:52"
52WeekLow,PD05,PD05,Parsvnath,/construction-contracting-real-estate/parsvnathdevelopers/PD05,4.17,"26 May, 2026|15:55"
52WeekLow,PLL01,PLL01,Pine Labs,/finance-others/pinelabs/PLL01,151.5,"26 May, 2026|15:59"
52WeekLow,PP38,PP35,Pramara,/plastic-products/pramarapromotions/PP35,144.35,"26 May, 2026|15:45"
52WeekLow,SF07,SF07,Shalibhadra Fin,/finance-investments/shalibhadrafinance/SF07,71.0,"26 May, 2026|15:40"
52WeekLow,SFP01,SFP01,Shanthala,/trading/shanthalafmcgproducts/SFP01,20.9,"26 May, 2026|15:43"
52WeekLow,SIL24,SIL26,Slone Infosyste,/software/sloneinfosystems/SIL26,175.0,"26 May, 2026|15:40"
52WeekLow,SR11,SR12,SP Refractories,/refractories/sprefractories/SR12,81.25,"26 May, 2026|15:31"
52WeekLow,SIL31,SIL33,Striders Impex,/miscellaneous/stridersimpex/SIL33,52.1,"26 May, 2026|15:31"
52WeekHigh,AO05,AO05,Acutaas Chem,/speciality-chemicals/acutaaschemicals/AO05,2923.8,"26 May, 2026|15:59"
52WeekHigh,AT18,AT22,Adani Energy,/power-transmission-equipment/adanienergysolutions/AT22,1405.0,"26 May, 2026|15:59"
52WeekHigh,AE01,AE13,Adani Enterpris,/trading/adanienterprises/AE13,2846.0,"26 May, 2026|15:58"
52WeekHigh,AP26,AP11,Adani Power,/power-generation-distribution/adanipower/AP11,234.25,"26 May, 2026|15:59"
52WeekHigh,AIL10,AIL10,Aditya Infotech,/diversified/adityainfotech/AIL10,2579.0,"26 May, 2026|15:52"
52WeekHigh,AO04,AO,Ambani Orgochem,/chemicals/ambaniorgochem/AO,143.8,"26 May, 2026|15:31"
52WeekHigh,ACM04,ACM04,Ambika Cotton,/textiles-spinning-cotton-blended/ambikacottonmills/ACM04,1613.2,"26 May, 2026|15:52"
52WeekHigh,ABL03,ABL03,Angel One,/finance-stock-broking/angelone/ABL03,347.0,"26 May, 2026|15:58"
52WeekHigh,ATS01,ATS01,Anlon Tech,/engineering/anlontechnologysolutions/ATS01,644.7,"26 May, 2026|15:40"
52WeekHigh,AMS,AMS,Apollo Micro Sy,/aerospace-defence/apollomicrosystems/AMS,409.5,"26 May, 2026|15:59"
52WeekHigh,AAL05,AAL05,Apsis Aerocom,/engineering-industrial-equipments/apsisaerocom/AAL05,343.75,"26 May, 2026|15:40"
52WeekHigh,AM,A18,Arvind,/textiles-denim/arvind/A18,485.5,"26 May, 2026|15:59"
52WeekHigh,AMP01,AMP01,Astra Microwave,/defence/astramicrowaveproducts/AMP01,1244.0,"26 May, 2026|15:59"
52WeekHigh,ARL,ARL,Atal,/construction-infrastructure/atalrealtech/ARL,30.0,"26 May, 2026|15:55"
52WeekHigh,AT23,AT27,Avalon Tech,/electronics-components/avalontechnologies/AT27,1514.0,"26 May, 2026|15:58"
52WeekHigh,BL03,BL03,Biocon,/pharmaceuticals/biocon/BL03,430.05,"26 May, 2026|15:59"
52WeekHigh,TT03,AGC,BLACK BOX,/computers-software/blackbox/AGC,980.0,"26 May, 2026|15:58"
52WeekHigh,BCP01,BGV,Bliss GVS,/pharmaceuticals/blissgvspharma/BGV,321.0,"26 May, 2026|15:59"
52WeekHigh,B03,B08,BSE Limited,/miscellaneous/bselimited/B08,4300.0,"26 May, 2026|15:59"
52WeekHigh,CG,CG,CG Power ,/electric-equipment/cgpowerindustrialsolutions/CG,867.9,"26 May, 2026|15:59"
52WeekHigh,CCI07,CCI07,Cords Cable Ind,/cables-power-others/cordscableindustries/CCI07,238.0,"26 May, 2026|15:52"
52WeekHigh,DDEL,DDEL,DEE Development,/iron-steel/deedevelopmentengineers/DDEL,543.0,"26 May, 2026|15:50"
52WeekHigh,DC05,DC05,Diamond Power,/cables-power-others/diamondpowerinfrastructure/DC05,197.14,"26 May, 2026|15:59"
52WeekHigh,DTS,DTS,Divgi Torqtrans,/engineering/divgitorqtransfersystems/DTS,820.0,"26 May, 2026|15:54"
52WeekHigh,DTS01,DTS01,Durlax Top Surf,/miscellaneous/durlaxtopsurface/DTS01,62.45,"26 May, 2026|15:40"
52WeekHigh,EIRL,EIRL,Effwa Infra R,/infrastructure/effwainfraresearch/EIRL,265.0,"26 May, 2026|15:47"
52WeekHigh,EPP01,EPP01,Emmvee Photovol,/renewables/emmveephotovoltaicpower/EPP01,294.25,"26 May, 2026|15:59"
52WeekHigh,FC06,FC02,Fineotex Chem,/speciality-chemicals/fineotexchemical/FC02,39.81,"26 May, 2026|15:59"
52WeekHigh,ABB01,AP29,GE Power India,/power-transmission-equipment/gepowerindia/AP29,790.0,"26 May, 2026|15:59"
52WeekHigh,GI22,GI25,Granules India,/pharmaceuticals/granulesindia/GI25,758.5,"26 May, 2026|15:58"
52WeekHigh,GI01,GI01,Grasim,/diversified/grasimindustries/GI01,3168.4,"26 May, 2026|15:57"
52WeekHigh,GWI,GWI,Grauer and Weil,/chemicals/grauerweilindia/GWI,69.0,"26 May, 2026|15:56"
52WeekHigh,GCS03,GCS03,Gretex Corporat,/finance-others/gretexcorporateservices/GCS03,402.45,"26 May, 2026|15:47"
52WeekHigh,HFC,HFC,HFCL,/telecommunications-equipment/hfcl/HFC,163.37,"26 May, 2026|15:59"
52WeekHigh,HFI02,HFI02,HOAC Foods,/food-processing/hoacfoodsindia/HFI02,555.55,"26 May, 2026|15:31"
52WeekHigh,IMR,IMR,ICE Make Refrig,/miscellaneous/icemakerefrigeration/IMR,816.15,"26 May, 2026|15:58"
52WeekHigh,IID02,IID,Integrity Infra,/construction-infrastructure/integrityinfrabuilddevelopers/IID,161.0,"26 May, 2026|15:31"
52WeekHigh,TAC01,IOL01,IOL Chemicals,/pharmaceuticals/iolchemicalspharmaceuticals/IOL01,124.95,"26 May, 2026|15:59"
52WeekHigh,KB04,KB04,Karnataka Bank,/banks-private-sector/karnatakabank/KB04,265.5,"26 May, 2026|15:58"
52WeekHigh,HSS,HSS,Kingfa Science,/plastics/kingfasciencetechnology/HSS,5300.4,"26 May, 2026|15:55"
52WeekHigh,KIL12,KIL11,KSH Intl,/electricals/kshinternational/KIL11,760.0,"26 May, 2026|15:59"
52WeekHigh,LL06,LL05,Laurus Labs,/pharmaceuticals/lauruslabs/LL05,1361.0,"26 May, 2026|15:59"
52WeekHigh,LP06,LP06,Lincoln Pharma,/pharmaceuticals/lincolnpharmaceuticals/LP06,715.1,"26 May, 2026|15:59"
52WeekHigh,MW01,MW01,Mangalam World,/iron-steel/mangalamworldwide/MW01,369.0,"26 May, 2026|15:47"
52WeekHigh,MM05,MM07,Modison,/electric-equipment/modison/MM07,250.01,"26 May, 2026|15:58"
52WeekHigh,MSP,MSP,MSP Steel,/steel-sponge-iron/mspsteelpower/MSP,43.0,"26 May, 2026|15:48"
52WeekHigh,VTI04,VTI04,N R Vandana Tex,/textiles/nrvandanatexindustries/VTI04,82.9,"26 May, 2026|15:47"
52WeekHigh,NEML,NEML,Namo Ewaste,/misc-commercial-services/namoewastemanagement/NEML,229.0,"26 May, 2026|15:46"
52WeekHigh,PRC,NFI,Navin Fluorine,/chemicals/navinfluorineinternational/NFI,7453.5,"26 May, 2026|15:59"
52WeekHigh,NSL04,NSL04,NINtec SYSTEMS ,/computers-software/nintecsystems/NSL04,655.55,"26 May, 2026|15:57"
52WeekHigh,NRB,NRB,NRB Bearings,/bearings/nrbbearings/NRB,389.0,"26 May, 2026|15:59"
52WeekHigh,OCA,OCA,Onelife Capital,/finance-investments/onelifecapitaladvisors/OCA,25.1,"26 May, 2026|15:42"
52WeekHigh,OTS,OTS,OnEMI Technolog,/finance-nbfc/onemitechnologysolutions/OTS,253.6,"26 May, 2026|15:59"
52WeekHigh,PC01,PC01,Paramount Comm,/cables-telephone/paramountcommunications/PC01,67.0,"26 May, 2026|15:59"
52WeekHigh,PMWL,PMWL,Park Medi World,/hospital-healthcare-services/parkmediworld/PMWL,282.0,"26 May, 2026|15:58"
52WeekHigh,PEE01,PEE01,Parth Elec,/electric-equipment/parthelectricalsengineering/PEE01,455.0,"26 May, 2026|15:41"
52WeekHigh,PI41,PI44,Polycab,/cables-power-others/polycabindia/PI44,9369.5,"26 May, 2026|15:59"
52WeekHigh,PM,PM,Precot,/textile-spinning/precot/PM,769.8,"26 May, 2026|15:53"
52WeekHigh,PE02,PE02,Premier Explo,/chemicals/premierexplosives/PE02,720.7,"26 May, 2026|15:59"
52WeekHigh,RRW,RRW,Ram Ratna Wires,/metals-non-ferrous/ramratnawires/RRW,468.45,"26 May, 2026|15:58"
52WeekHigh,RFP01,RFP01,RFBL Flexi,/packaging-packaging-materials/rfblflexipack/RFP01,70.15,"26 May, 2026|15:40"
52WeekHigh,RI46,RI47,Rishabh Instru,/electric-equipment/rishabhinstruments/RI47,553.85,"26 May, 2026|15:59"
52WeekHigh,RM04,RM04,Ruby Mills,/textiles-composite-mills/rubymills/RM04,285.0,"26 May, 2026|15:59"
52WeekHigh,SCT01,SCT01,Sasken Tech,/computers-software/saskentechnologies/SCT01,1925.0,"26 May, 2026|15:58"
52WeekHigh,SEI04,SEI04,Schneider Infra,/power-generation-distribution/schneiderelectricinfrastructure/SEI04,1377.4,"26 May, 2026|15:55"
52WeekHigh,SBC,SBC01,Shivalik Bimeta,/steel-medium-small/shivalikbimetalcontrols/SBC01,703.9,"26 May, 2026|15:58"
52WeekHigh,SSG02,SSG,Shreeji Shippin,/shipping/shreejishippingglobal/SSG,465.0,"26 May, 2026|15:55"
52WeekHigh,SANL,SANL,Shri Ahimsa,/miscellaneous/shriahimsanaturals/SANL,297.0,"26 May, 2026|15:31"
52WeekHigh,M08,M08,SIGMA ADVANCED,/aerospace-defence/sigmaadvancedsystems/M08,385.35,"26 May, 2026|15:58"
52WeekHigh,E09,E11,SJS Enterprises,/auto-ancillaries-others/sjsenterprises/E11,2016.0,"26 May, 2026|15:48"
52WeekHigh,SAL07,SAL06,Speb Adhesives,/chemicals/spebadhesives/SAL06,90.0,"26 May, 2026|15:47"
52WeekHigh,SI91,SI97,Sportking India,/textiles-spinning-synthetic-blended/sportkingindia/SI97,165.8,"26 May, 2026|15:59"
52WeekHigh,SO03,ST20,Sterlite Techno,/cables-telephone/sterlitetechnologies/ST20,486.35,"26 May, 2026|15:59"
52WeekHigh,SPA,SPA,Sun Pharma Adv,/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA,237.0,"26 May, 2026|15:59"
52WeekHigh,VSN,TC17,Tata Comm,/telecommunications-service/tatacommunications/TC17,1935.8,"26 May, 2026|15:59"
52WeekHigh,TPS,TPS01,TD Power System,/engineering-heavy/tdpowersystems/TPS01,1304.0,"26 May, 2026|15:58"
52WeekHigh,TFS03,TFS02,Teamtech Form,/engineering-construction/teamtechformworksolutions/TFS02,75.0,"26 May, 2026|15:31"
52WeekHigh,UI19,UI22,Uniparts India,/auto-ancillaries-spare-parts-accessories/unipartsindia/UI22,625.0,"26 May, 2026|15:59"
52WeekHigh,BNH,BNH,United Food,/consumer-food/unitedfoodbrands/BNH,499.1,"26 May, 2026|15:59"
52WeekHigh,UC,UC,Universal Cable,/cables-power-others/universalcables/UC,1165.9,"26 May, 2026|15:59"
52WeekHigh,U02,U03,Utssav CZ Gold ,/diamond--jewellery/utssavczgoldjewels/U03,290.2,"26 May, 2026|15:54"
52WeekHigh,VR01,VR01,Venus Remedies,/pharmaceuticals/venusremedies/VR01,1165.4,"26 May, 2026|15:52"
52WeekHigh,VT03,VT03,Vindhya Telelin,/cables-telephone/vindhyatelelink/VT03,1793.0,"26 May, 2026|15:59"
52WeekHigh,IC8,IC8,Vodafone Idea,/telecommunication-service-provider/vodafoneidea/IC8,14.09,"26 May, 2026|15:59"
52WeekHigh,WY,WY,Winsome Yarns,/textiles-spinning-cotton-blended/winsomeyarns/WY,2.33,"26 May, 2026|15:31"
52WeekHigh,W3IL,W3IL,WOL 3D India,/trading/wol3dindia/W3IL,210.0,"26 May, 2026|15:47"
52WeekHigh,YIL01,YIL01,Yasho Ind.,/chemicals/yashoindustries/YIL01,2149.5,"26 May, 2026|15:58"
