MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.09,14.04,0.05,0.36,747187097,14.09,14.2,13.95
,SUZLON,SUZLON,SUZLON,54.6,53.99,0.61,1.13,173729945,53.64,55.49,53.38
,JPPOWER,JPPOWER,JPPOWER,19.16,18.88,0.28,1.48,170441621,18.95,19.59,18.91
,YESBANK,YESBANK,YESBANK,22.8,22.29,0.51,2.29,122217274,22.35,22.9,22.2
,ADANIPOWER,ADANIPOWER,ADANIPOWER,245.12,233.38,11.74,5.03,91664035,234.25,245.7,233.77
,FCL,FCL,FCL,39.19,39.03,0.16,0.41,84260421,39.81,41.25,38.87
,PINELABS,PINELABS,PINELABS,139.0,146.2,-7.2,-4.92,75696833,151.5,152.8,135.52
,DAVANGERE,DAVANGERE,DAVANGERE,4.04,4.1,-0.06,-1.46,74909534,4.09,4.19,3.92
,HFCL,HFCL,HFCL,161.66,162.84,-1.18,-0.72,73548899,163.37,168.24,160.0
,OLAELEC,OLAELEC,OLAELEC,37.5,37.89,-0.39,-1.03,68553911,37.89,38.4,37.37
,APOLLO,APOLLO,APOLLO,411.0,408.2,2.8,0.69,67331319,409.5,428.7,403.3
,BHARATCOAL,BHARATCOAL,BHARATCOAL,37.99,36.03,1.96,5.44,65026384,36.18,39.13,36.11
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.14,8.92,0.22,2.47,62536297,9.15,9.33,8.91
,GTLINFRA,GTLINFRA,GTLINFRA,1.36,1.35,0.01,0.74,56972277,1.34,1.4,1.33
,TATSILV,TATSILV,TATSILV,25.54,25.98,-0.44,-1.69,48103344,25.89,25.89,25.45
,WIPRO,WIPRO,WIPRO,203.49,206.84,-3.35,-1.62,46458415,206.99,208.69,202.94
,TATAGOLD,TATAGOLD,TATAGOLD,15.21,15.31,-0.1,-0.65,45803294,15.38,15.4,15.2
,VEDL,VEDL,VEDL,344.8,332.5,12.3,3.7,39844071,332.5,348.5,332.15
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,8.0,8.0,0.0,0.0,39168385,8.0,8.11,7.9
,MARKSANS,MARKSANS,MARKSANS,254.45,220.26,34.19,15.52,38057110,221.4,258.8,218.0
