MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
AHE,AHE,Apollo Hospital,8404.0,8434.0,8228.0,8258.5,8404.0,-145.50,-1.73,310581
W,W,Wipro,206.99,208.69,202.94,203.73,206.84,-3.11,-1.50,46458415
BTV,BA08,Bharti Airtel,1874.0,1874.0,1844.8,1846.9,1874.8,-27.90,-1.49,5803034
L,T04,Trent,4290.0,4310.3,4230.0,4239.6,4300.0,-60.40,-1.40,562260
TCS,TCS,TCS,2308.2,2327.9,2272.4,2276.2,2308.2,-32.00,-1.39,3587597
TI01,TI01,Titan Company,4151.9,4160.0,4091.0,4105.9,4159.2,-53.30,-1.28,766717
BAF,BAF,Bajaj Finance,943.95,948.4,928.1,930.2,941.9,-11.70,-1.24,8489543
KMF,KMB,Kotak Mahindra,392.85,394.95,387.0,388.65,392.85,-4.20,-1.07,15059212
STF,STF,Shriram Finance,961.0,965.6,948.6,952.15,961.95,-9.80,-1.02,4350923
HDF01,HDF01,HDFC Bank,784.05,790.85,776.75,778.9,786.85,-7.95,-1.01,31528062
MM,MM,M&M,3122.0,3159.2,3103.0,3107.3,3139.0,-31.70,-1.01,1791919
SLI03,SLI03,SBI Life Insura,1904.8,1906.9,1876.1,1883.2,1901.9,-18.70,-0.98,812898
ICI02,ICI02,ICICI Bank,1290.0,1301.8,1276.2,1279.1,1291.8,-12.70,-0.98,18400405
PGC,PGC,Power Grid Corp,295.0,295.95,292.05,292.55,295.35,-2.80,-0.95,5625947
UTI10,AB16,Axis Bank,1309.8,1317.0,1291.5,1299.3,1311.2,-11.90,-0.91,6455265
UTC,UTC01,UltraTechCement,11690.0,11749.0,11580.0,11623.0,11726.0,-103.00,-0.88,210716
RI,RI,Reliance,1360.1,1368.5,1352.4,1356.3,1367.0,-10.70,-0.78,13769747
ITC,ITC,ITC,304.35,304.4,301.1,301.65,303.95,-2.30,-0.76,37560542
MHI,MHI,Max Healthcare,1000.9,1000.9,987.15,993.95,1000.85,-6.90,-0.69,2515276
EM,EM,Eicher Motors,7415.0,7441.0,7355.0,7376.0,7414.0,-38.00,-0.51,388413
IA05,IA04,Interglobe Avi,4500.0,4510.5,4440.0,4480.8,4501.9,-21.10,-0.47,759683
JFS,JFS,Jio Financial,241.39,243.7,240.01,240.67,241.74,-1.07,-0.44,10437883
BE03,BE03,Bharat Elec,423.5,425.55,418.85,420.1,421.85,-1.75,-0.41,12315435
API,AP31,Asian Paints,2650.0,2664.3,2635.9,2647.0,2657.8,-10.80,-0.41,486267
BF04,BF04,Bajaj Finserv,1807.4,1812.8,1796.2,1800.7,1807.4,-6.70,-0.37,811184
HCL02,HCL02,HCL Tech,1165.7,1173.7,1160.0,1161.9,1165.7,-3.80,-0.33,1196820
DRL,DRL,Dr Reddys Labs,1333.0,1341.0,1321.6,1327.9,1331.4,-3.50,-0.26,1909354
GI01,GI01,Grasim,3168.4,3196.2,3155.0,3165.0,3171.6,-6.60,-0.21,984415
HSL01,HSL01,HDFC Life,621.05,624.05,617.0,618.85,620.0,-1.15,-0.19,2241793
SBI,SBI,SBI,969.9,978.8,962.1,968.5,969.6,-1.10,-0.11,16269800
NTP,NTP,NTPC,390.75,392.25,389.0,389.7,390.05,-0.35,-0.09,9062218
IT,IT,Infosys,1166.3,1180.7,1162.9,1167.7,1168.5,-0.80,-0.07,8005767
