MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
MU01,MS24,Maruti Suzuki,13744.0,14201.0,13510.0,14115.0,13412.0,703.00,5.24,1511415
TI01,TI01,Titan Company,4277.5,4428.4,4275.0,4404.0,4277.2,126.80,2.96,1243464
AE01,AE13,Adani Enterpris,2980.0,3054.6,2969.0,3036.0,2962.5,73.50,2.48,2099291
BAF,BAF,Bajaj Finance,986.9,1010.95,977.7,1004.75,982.05,22.70,2.31,12445420
TEL,TM03,TMPV,348.0,356.4,343.3,352.2,345.05,7.15,2.07,17609242
Z01,Z,Eternal,260.2,266.7,257.3,264.6,259.4,5.20,2.00,32940948
MPS,MPS,Adani Ports,1786.9,1816.3,1782.6,1810.2,1776.1,34.10,1.92,2230098
NI,NI,Nestle,1387.3,1421.7,1387.3,1405.2,1387.3,17.90,1.29,3178483
BF04,BF04,Bajaj Finserv,1760.0,1799.0,1754.2,1780.2,1759.3,20.90,1.19,1234164
IA05,IA04,Interglobe Avi,5320.0,5409.5,5318.4,5368.4,5315.2,53.20,1.00,1064890
STF,STF,Shriram Finance,1032.65,1048.0,1030.25,1042.15,1032.65,9.50,0.92,5218792
BA06,BA10,Bajaj Auto,9665.0,9750.0,9501.0,9716.0,9630.0,86.00,0.89,430959
C,C,Cipla,1455.7,1480.8,1448.7,1465.4,1454.1,11.30,0.78,2818077
L,T04,Trent,3275.0,3295.0,3242.4,3282.6,3258.3,24.30,0.75,1512736
GI01,GI01,Grasim,3085.0,3128.9,3080.5,3100.0,3080.2,19.80,0.64,868872
BTV,BA08,Bharti Airtel,1853.0,1876.6,1843.2,1852.0,1841.1,10.90,0.59,7233634
SLI03,SLI03,SBI Life Insura,1747.5,1777.0,1738.0,1765.7,1755.4,10.30,0.59,1456822
ONG,ONG,ONGC,233.95,236.0,227.65,234.9,234.05,0.85,0.36,24134402
AHE,AHE,Apollo Hospital,8654.5,8770.0,8649.0,8682.0,8655.0,27.00,0.31,491231
NTP,NTP,NTPC,354.75,358.35,352.9,356.65,356.1,0.55,0.15,10291360
BE03,BE03,Bharat Elec,413.5,414.45,408.5,411.8,411.6,0.20,0.05,14611849
PGC,PGC,Power Grid Corp,287.2,288.9,284.45,286.3,286.25,0.05,0.02,11985195
