MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.45,14.43,0.02,0.14,489723933,14.45,14.63,14.29
,OLAELEC,OLAELEC,OLAELEC,43.75,40.38,3.37,8.35,453847143,40.58,44.95,40.45
,VISL,VISL,VISL,35.66,32.42,3.24,9.99,235299018,33.9,35.66,32.45
,YESBANK,YESBANK,YESBANK,24.24,25.09,-0.85,-3.39,160293573,25.25,25.34,24.1
,SAKSOFT,SAKSOFT,SAKSOFT,206.8,183.77,23.03,12.53,127442086,191.33,212.47,187.45
,SUZLON,SUZLON,SUZLON,58.9,57.21,1.69,2.95,120994413,57.46,59.1,57.31
,FILATFASH,FILATFASH,FILATFASH,0.18,0.19,-0.01,-5.26,0,0.19,0.2,0.18
,TATSILV,TATSILV,TATSILV,21.65,21.14,0.51,2.41,67472169,21.0,21.78,20.99
,SAMMAANCAP,SAMMAANCAP,SAMMAANCAP,174.0,167.64,6.36,3.79,67228483,170.0,178.05,169.4
,GTLINFRA,GTLINFRA,GTLINFRA,1.39,1.36,0.03,2.21,63038113,1.37,1.42,1.36
,TATAGOLD,TATAGOLD,TATAGOLD,13.63,13.68,-0.05,-0.37,62771096,14.02,14.02,13.4
,VOGL,VOGL,VOGL,32.3,33.17,-0.87,-2.62,58776153,32.8,34.22,31.17
,GENUSPOWER,GENUSPOWER,GENUSPOWER,300.05,318.45,-18.4,-5.78,55548232,295.5,302.3,282.1
,MOREPENLAB,MOREPENLAB,MOREPENLAB,59.65,54.66,4.99,9.13,53543433,55.45,60.5,55.05
,GROWW,GROWW,GROWW,202.0,202.92,-0.92,-0.45,50480864,202.93,207.01,200.82
,VEDPOWER,VEDPOWER,VEDPOWER,40.37,41.3,-0.93,-2.25,47764781,40.8,42.3,39.41
,JPPOWER,JPPOWER,JPPOWER,17.7,17.81,-0.11,-0.62,47412104,18.0,18.0,17.6
,HDFCBANK,HDFCBANK,HDFCBANK,800.45,798.9,1.55,0.19,45778356,806.1,806.1,792.75
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,6.91,7.0,-0.09,-1.29,45156396,6.98,7.12,6.89
,CANBK,CANBK,CANBK,125.94,125.86,0.08,0.06,44899446,126.9,127.13,124.61
