MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
UTI10,AB16,Axis Bank,1275.0,1284.0,1249.1,1256.0,1328.5,-72.50,-5.46,25314148
HDF01,HDF01,HDFC Bank,790.0,790.0,774.55,777.6,819.6,-42.00,-5.12,56061789
MU01,MS24,Maruti Suzuki,13824.0,13832.0,13377.0,13514.0,13803.0,-289.00,-2.09,517730
KMF,KMB,Kotak Mahindra,382.0,383.75,376.1,382.05,389.95,-7.90,-2.03,32539419
JFS,JFS,Jio Financial,243.0,243.11,238.1,238.92,242.98,-4.06,-1.67,19257829
IT,IT,Infosys,1102.0,1103.8,1083.2,1087.1,1096.5,-9.40,-0.86,6372645
TCS,TCS,TCS,2280.1,2283.4,2245.1,2251.1,2269.0,-17.90,-0.79,2202693
MM,MM,M&M,3179.2,3183.5,3140.5,3165.5,3179.2,-13.70,-0.43,1768417
IA05,IA04,Interglobe Avi,5189.5,5261.5,5120.5,5229.0,5248.5,-19.50,-0.37,1230583
BE03,BE03,Bharat Elec,408.55,409.5,406.1,408.15,409.45,-1.30,-0.32,5382967
RI,RI,Reliance,1317.2,1345.9,1314.9,1323.1,1327.2,-4.10,-0.31,14305844
SLI03,SLI03,SBI Life Insura,1831.0,1835.0,1803.4,1824.5,1829.4,-4.90,-0.27,597865
HL,HU,HUL,2153.8,2153.8,2128.4,2139.7,2143.8,-4.10,-0.19,689849
