MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
L,T04,Trent,2840.0,2935.0,2837.0,2925.9,2842.4,83.50,2.94,1557787
PGC,PGC,Power Grid Corp,284.7,289.55,283.35,288.7,283.55,5.15,1.82,11380170
BTV,BA08,Bharti Airtel,1901.2,1942.5,1901.2,1940.1,1908.8,31.30,1.64,6437294
C,C,Cipla,1425.7,1466.6,1419.5,1441.6,1418.7,22.90,1.61,1494196
JVS,JSW01,JSW Steel,1252.7,1266.6,1247.2,1257.0,1237.3,19.70,1.59,2686712
NTP,NTP,NTPC,343.0,349.3,341.1,347.25,341.85,5.40,1.58,14463484
SBI,SBI,SBI,1041.6,1065.0,1038.3,1060.0,1044.3,15.70,1.50,16540411
UTC,UTC01,UltraTechCement,11768.0,12001.0,11652.0,11903.0,11727.0,176.00,1.50,456048
HCL02,HCL02,HCL Tech,1205.0,1224.7,1200.1,1221.3,1203.9,17.40,1.45,3612829
NI,NI,Nestle,1436.0,1456.0,1420.6,1446.3,1427.2,19.10,1.34,1689777
SPI,SPI,Sun Pharma,1942.0,1958.8,1935.0,1956.4,1932.6,23.80,1.23,1676034
MHI,MHI,Max Healthcare,1090.6,1107.1,1088.6,1102.4,1089.9,12.50,1.15,991001
ICI02,ICI02,ICICI Bank,1444.5,1480.0,1439.5,1460.2,1444.3,15.90,1.10,22236415
GI01,GI01,Grasim,3135.0,3155.9,3085.0,3143.8,3109.7,34.10,1.10,349776
DRL,DRL,Dr Reddys Labs,1213.3,1231.3,1209.6,1223.1,1211.2,11.90,0.98,2212191
ONG,ONG,ONGC,248.43,252.4,248.1,249.58,247.29,2.29,0.93,10627783
AHE,AHE,Apollo Hospital,8825.0,9000.0,8771.5,8905.0,8826.0,79.00,0.90,317613
BA06,BA10,Bajaj Auto,10443.0,10535.0,10401.5,10522.5,10443.0,79.50,0.76,335474
BAF,BAF,Bajaj Finance,1057.0,1067.7,1038.2,1064.0,1056.3,7.70,0.73,9348760
AE01,AE13,Adani Enterpris,3162.7,3189.0,3133.0,3183.3,3160.7,22.60,0.72,994778
ITC,ITC,ITC,280.7,283.7,279.5,282.7,280.7,2.00,0.71,9913943
LT,LT,Larsen,3815.0,3850.0,3807.0,3838.8,3814.5,24.30,0.64,1450930
CI29,CI11,Coal India,428.15,433.5,428.15,429.4,427.65,1.75,0.41,5363624
BF04,BF04,Bajaj Finserv,1852.1,1871.6,1838.8,1861.5,1854.0,7.50,0.40,1397352
H,HI,Hindalco,944.35,957.75,944.15,947.8,944.15,3.65,0.39,3996887
MPS,MPS,Adani Ports,1836.1,1853.7,1828.0,1844.0,1837.4,6.60,0.36,754950
TT,TT,TATA Cons. Prod,1089.0,1097.9,1085.3,1091.9,1088.6,3.30,0.30,1003699
TIS,TIS,Tata Steel,186.68,187.19,185.76,186.41,185.89,0.52,0.28,11188887
TEL,TM03,TMPV,335.5,337.6,332.45,336.45,335.6,0.85,0.25,7562963
TM4,TM4,Tech Mahindra,1577.6,1608.0,1572.4,1576.4,1572.9,3.50,0.22,2324331
W,W,Wipro,177.0,177.8,175.85,176.38,176.0,0.38,0.22,10183661
HSL01,HSL01,HDFC Life,567.3,567.3,560.25,564.65,563.65,1.00,0.18,1252168
Z01,Z,Eternal,284.65,289.45,284.4,286.95,286.6,0.35,0.12,16701880
TI01,TI01,Titan Company,4638.1,4660.0,4625.3,4643.4,4638.1,5.30,0.11,274158
API,AP31,Asian Paints,2689.0,2708.5,2666.7,2691.4,2689.0,2.40,0.09,571087
STF,STF,Shriram Finance,1040.0,1040.0,1018.0,1035.4,1034.9,0.50,0.05,3238784
