MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.93,14.09,-0.16,-1.14,382559869,14.15,14.15,13.76
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.45,9.46,-0.01,-0.11,377482439,9.45,9.57,8.94
,RITES,RITES,RITES,231.19,216.15,15.04,6.96,100658878,226.3,244.59,226.3
,VOGL,VOGL,VOGL,35.94,38.94,-3.0,-7.7,93723385,38.7,38.7,35.73
,CUPID,CUPID,CUPID,221.63,213.09,8.54,4.01,86186965,217.0,221.65,207.35
,OLAELEC,OLAELEC,OLAELEC,42.35,42.39,-0.04,-0.09,79842715,42.55,43.0,41.41
,MOTISONS,MOTISONS,MOTISONS,14.9,15.0,-0.1,-0.67,70106990,15.1,15.5,14.74
,YESBANK,YESBANK,YESBANK,24.05,24.26,-0.21,-0.87,61965545,24.26,24.3,23.86
,HDFCBANK,HDFCBANK,HDFCBANK,827.5,829.85,-2.35,-0.28,57611729,843.0,843.0,826.1
,SUZLON,SUZLON,SUZLON,54.4,55.47,-1.07,-1.93,56983348,55.47,55.56,54.15
,TARC,TARC,TARC,126.7,124.53,2.17,1.74,56795037,124.5,142.4,122.61
,PWL,PWL,PWL,146.1,135.1,11.0,8.14,56701910,135.1,152.67,133.53
,SHAREINDIA,SHAREINDIA,SHAREINDIA,164.91,137.43,27.48,20.0,54004222,137.99,164.91,137.99
,TATSILV,TATSILV,TATSILV,21.96,22.36,-0.4,-1.79,50516425,22.04,22.41,21.86
,ETERNAL,ETERNAL,ETERNAL,289.3,283.4,5.9,2.08,45305615,283.8,291.0,283.55
,JPPOWER,JPPOWER,JPPOWER,17.58,17.69,-0.11,-0.62,42718383,17.71,17.74,17.35
,SOUTHBANK,SOUTHBANK,SOUTHBANK,47.74,46.86,0.88,1.88,42310199,46.78,49.9,46.6
,MOTHERSON,MOTHERSON,MOTHERSON,143.0,145.33,-2.33,-1.6,42013051,145.35,145.67,136.71
,IOLCP,IOLCP,IOLCP,164.6,144.46,20.14,13.94,41176929,145.25,173.35,145.25
,SAGILITY,SAGILITY,SAGILITY,41.5,40.58,0.92,2.27,40120845,40.68,42.14,39.9
