MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.58,9.54,0.04,0.42,372680769,9.54,9.63,9.48
,JPPOWER,JPPOWER,JPPOWER,19.92,20.13,-0.21,-1.04,174608358,20.0,20.62,19.4
,SUZLON,SUZLON,SUZLON,53.78,54.57,-0.79,-1.45,114711783,54.51,55.05,53.52
,RPOWER,RPOWER,RPOWER,29.99,30.25,-0.26,-0.86,107829743,30.16,30.8,29.8
,YESBANK,YESBANK,YESBANK,20.03,19.99,0.04,0.2,86860205,19.94,20.09,19.86
,OLAELEC,OLAELEC,OLAELEC,37.38,38.43,-1.05,-2.73,76371496,38.43,38.89,37.03
,JIOFIN,JIOFIN,JIOFIN,248.5,238.51,9.99,4.19,74432271,240.0,251.7,238.54
,IRMENERGY,IRMENERGY,IRMENERGY,294.0,252.66,41.34,16.36,70742904,258.0,297.7,256.32
,GROWW,GROWW,GROWW,217.6,217.9,-0.3,-0.14,69738656,217.7,222.8,214.7
,TATSILV,TATSILV,TATSILV,23.34,23.96,-0.62,-2.59,67521126,23.74,23.74,23.27
,UNIONBANK,UNIONBANK,UNIONBANK,179.5,194.05,-14.55,-7.5,65651090,194.89,194.89,177.3
,DELTACORP,DELTACORP,DELTACORP,81.6,68.0,13.6,20.0,60297916,66.5,81.6,65.0
,ADANIPOWER,ADANIPOWER,ADANIPOWER,214.9,215.65,-0.75,-0.35,58947381,216.0,217.25,212.53
,RTNPOWER,RTNPOWER,RTNPOWER,9.9,10.1,-0.2,-1.98,57007313,10.05,10.46,9.8
,PPLPHARMA,PPLPHARMA,PPLPHARMA,163.96,153.81,10.15,6.6,52438256,153.81,168.5,153.3
,ZEEL,ZEEL,ZEEL,91.45,87.58,3.87,4.42,52256845,87.5,93.2,86.84
,MOTISONS,MOTISONS,MOTISONS,13.84,14.05,-0.21,-1.49,48217818,14.09,14.63,13.07
,HCC,HCC,HCC,20.59,20.18,0.41,2.03,46371447,19.98,20.75,19.8
,TATAGOLD,TATAGOLD,TATAGOLD,14.54,14.66,-0.12,-0.82,45962635,14.29,14.66,14.29
,IRFC,IRFC,IRFC,104.89,105.82,-0.93,-0.88,41805252,106.0,108.38,104.55
