scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1369.60,-10.00,-0.72,0.0,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -7.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1369.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1370.2, 'percentages': 0, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1435, 'percentages': 4.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 12.99, 'minRangePer': 60.35, 'maxRanegPer': 60.66, 'rangeDiffPer': 0.3, 'mindiff_total': 7.84, 'maxdiff_total': 7.88}",#52B974
MU01,12,10,1,1,Maruti Suzuki India,Maruti Suzuki,13160.00,-177.00,-1.33,19.4,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 13160, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 1.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15722.9, 'percentages': 19.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 44.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.37, 'minRangePer': 3.24, 'maxRanegPer': 43.88, 'rangeDiffPer': 40.64, 'mindiff_total': 1.44, 'maxdiff_total': 19.47}",#52B974
IT,11,10,1,0,Infosys,Infosys,1240.60,-28.00,-2.21,48.9,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1240.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1450, 'percentages': 16.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1848, 'percentages': 48.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 73.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 73.62, 'minRangePer': 22.91, 'maxRanegPer': 66.5, 'rangeDiffPer': 43.59, 'mindiff_total': 16.87, 'maxdiff_total': 48.96}",#52B974
TCS,11,9,1,1,Tata Consultancy Services,TCS,2521.80,-16.70,-0.66,56.1,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2521.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3000, 'percentages': 18.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3938.8, 'percentages': 56.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4634, 'percentages': 83.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 83.75, 'minRangePer': 22.63, 'maxRanegPer': 67.09, 'rangeDiffPer': 44.46, 'mindiff_total': 18.96, 'maxdiff_total': 56.19}",#52B974
BAF,6,4,2,0,Bajaj Finance,Bajaj Finance,918.35,-16.40,-1.75,402.4,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 900, 'percentages': -1.9, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 918.35, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1044.1, 'percentages': 13.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 25.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.77, 'minRangePer': 7.31, 'maxRanegPer': 57.65, 'rangeDiffPer': 50.34, 'mindiff_total': 2.03, 'maxdiff_total': 16.01}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,784.35,-15.55,-1.94,91.0,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 784.35, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 23.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 33, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 40.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 40.24, 'minRangePer': 57.85, 'maxRanegPer': 82.03, 'rangeDiffPer': 24.18, 'mindiff_total': 23.28, 'maxdiff_total': 33.01}",#52B974
UTC,10,10,0,0,UltraTech Cement,UltraTechCement,12167.00,-26.00,-0.21,13.0,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 11446, 'percentages': -5.9, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 12167, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13756, 'percentages': 13, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 25, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.88, 'minRangePer': 19.13, 'maxRanegPer': 61.37, 'rangeDiffPer': 42.23, 'mindiff_total': 6.29, 'maxdiff_total': 20.18}",#52B974
HCL02,10,3,6,1,HCL Technologies,HCL Tech,1277.60,-7.70,-0.60,33.8,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1277.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 1.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1709.6, 'percentages': 33.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 60.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 60.45, 'minRangePer': 2.89, 'maxRanegPer': 55.93, 'rangeDiffPer': 53.04, 'mindiff_total': 1.75, 'maxdiff_total': 33.81}",#52B974
HL,10,10,0,0,Hindustan Unilever,HUL,2366.40,-2.40,-0.10,17.3,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2366.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2609, 'percentages': 10.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2776.6, 'percentages': 17.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2910, 'percentages': 22.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 22.97, 'minRangePer': 44.62, 'maxRanegPer': 75.44, 'rangeDiffPer': 30.82, 'mindiff_total': 10.25, 'maxdiff_total': 17.33}",#52B974
C,10,8,1,1,Cipla,Cipla,1305.90,69.60,5.63,26.7,pharmaceuticals/cipla/C,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1305.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1310, 'percentages': 0.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1655.5, 'percentages': 26.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 38.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.44, 'minRangePer': 0.8, 'maxRanegPer': 69.64, 'rangeDiffPer': 68.84, 'mindiff_total': 0.31, 'maxdiff_total': 26.77}",#52B974
