MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.49,9.25,0.24,2.59,410002148,9.36,9.5,9.32
,JPPOWER,JPPOWER,JPPOWER,18.69,17.18,1.51,8.79,295990877,17.5,19.13,17.38
,OLAELEC,OLAELEC,OLAELEC,38.15,38.27,-0.12,-0.31,280787873,39.14,40.66,38.1
,RPOWER,RPOWER,RPOWER,28.95,26.11,2.84,10.88,250087845,26.95,29.95,26.85
,SUZLON,SUZLON,SUZLON,49.0,45.86,3.14,6.85,215457241,47.0,49.36,46.73
,TATSILV,TATSILV,TATSILV,23.89,22.85,1.04,4.55,141238676,24.11,24.48,23.83
,GROWW,GROWW,GROWW,208.25,194.71,13.54,6.95,131089257,201.01,212.9,201.01
,TATAGOLD,TATAGOLD,TATAGOLD,14.7,14.51,0.19,1.31,110394095,14.87,14.9,14.66
,EIEL,EIEL,EIEL,212.4,199.17,13.23,6.64,72027349,201.29,222.7,200.74
,UJJIVANSFB,UJJIVANSFB,UJJIVANSFB,58.39,60.3,-1.91,-3.17,70810091,58.2,59.97,56.58
,RAILTEL,RAILTEL,RAILTEL,332.5,284.38,48.12,16.92,69537346,300.03,339.85,300.03
,YESBANK,YESBANK,YESBANK,19.37,18.88,0.49,2.6,67248757,19.2,19.43,19.15
,GTLINFRA,GTLINFRA,GTLINFRA,1.24,1.19,0.05,4.2,63657801,1.2,1.27,1.2
,ETERNAL,ETERNAL,ETERNAL,246.01,236.22,9.79,4.14,56072733,241.0,248.49,240.05
,GOLDBEES,GOLDBEES,GOLDBEES,125.26,123.76,1.5,1.21,53936360,125.75,126.0,124.89
,HCC,HCC,HCC,18.47,17.27,1.2,6.95,53752319,17.82,18.7,17.74
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.4,9.15,0.25,2.73,53039344,9.34,9.47,9.29
,ADANIPOWER,ADANIPOWER,ADANIPOWER,182.0,181.35,0.65,0.36,51497511,185.27,187.07,181.55
,SILVERBEES,SILVERBEES,SILVERBEES,235.09,224.97,10.12,4.5,50586246,237.99,240.0,234.42
,FILATFASH,FILATFASH,FILATFASH,0.23,0.22,0.01,4.55,47546861,0.23,0.23,0.22
