MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.45,14.97,-0.52,-3.47,368743044,15.06,15.07,14.43
,PCJEWELLER,PCJEWELLER,PCJEWELLER,12.8,13.7,-0.9,-6.57,356317461,13.85,13.87,12.72
,AHCL,AHCL,AHCL,20.3,19.57,0.73,3.73,165056337,21.05,22.94,19.37
,YESBANK,YESBANK,YESBANK,23.07,23.48,-0.41,-1.75,95413759,23.68,23.9,22.99
,IFCI,IFCI,IFCI,77.34,82.29,-4.95,-6.02,81195084,83.0,83.98,76.34
,PINELABS,PINELABS,PINELABS,194.5,202.17,-7.67,-3.79,62792856,201.4,201.4,191.0
,OLAELEC,OLAELEC,OLAELEC,37.95,38.54,-0.59,-1.53,60999122,38.95,40.1,37.63
,FIRSTCRY,FIRSTCRY,FIRSTCRY,168.4,168.83,-0.43,-0.25,53340405,170.0,189.75,167.01
,HDFCBANK,HDFCBANK,HDFCBANK,716.55,708.25,8.3,1.17,50387632,722.4,730.75,715.05
,IDBI,IDBI,IDBI,83.0,83.43,-0.43,-0.52,50187288,84.0,88.53,82.69
,ZENSARTECH,ZENSARTECH,ZENSARTECH,443.0,425.25,17.75,4.17,42017111,430.0,479.9,430.0
,PRANAV,PRANAV,PRANAV,132.0,124.0,-33.0,-20.0,41828214,165.0,165.1,132.0
,TATAGOLD,TATAGOLD,TATAGOLD,14.56,14.7,-0.14,-0.95,40637526,14.67,14.67,14.52
,SUZLON,SUZLON,SUZLON,42.9,44.12,-1.22,-2.77,40276349,44.53,44.97,42.58
,GTLINFRA,GTLINFRA,GTLINFRA,1.13,1.16,-0.03,-2.59,39824241,1.16,1.17,1.12
,DAVANGERE,DAVANGERE,DAVANGERE,2.25,2.1,0.15,7.14,38601423,2.27,2.31,2.2
,HMAAGRO,HMAAGRO,HMAAGRO,23.55,20.07,3.48,17.34,35613186,20.08,24.05,19.99
,FSL,FSL,FSL,285.0,247.6,37.4,15.11,33931358,250.15,292.0,250.15
,REDTAPE,REDTAPE,REDTAPE,122.8,116.1,6.7,5.77,33802011,115.07,132.75,114.11
,TATASTEEL,TATASTEEL,TATASTEEL,183.65,183.0,0.65,0.36,31857708,186.1,186.49,182.38
