MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
BE03,BE03,Bharat Elec,402.0,403.65,382.9,382.9,404.35,-21.45,-5.30,16741114
STF,STF,Shriram Finance,1044.9,1044.9,979.8,979.8,1028.6,-48.80,-4.74,5927612
AE01,AE13,Adani Enterpris,3080.0,3083.7,2921.3,2928.6,3060.0,-131.40,-4.29,1783310
IA05,IA04,Interglobe Avi,4955.5,4963.5,4773.0,4776.0,4973.0,-197.00,-3.96,860472
GI01,GI01,Grasim,3263.3,3272.0,3171.0,3171.0,3281.9,-110.90,-3.38,1332882
TI01,TI01,Titan Company,5003.0,5003.0,4856.0,4856.0,5009.5,-153.50,-3.06,504447
BF04,BF04,Bajaj Finserv,1921.4,1930.6,1855.5,1855.5,1913.5,-58.00,-3.03,486164
MPS,MPS,Adani Ports,1791.4,1791.4,1713.8,1713.8,1764.6,-50.80,-2.88,1610729
JVS,JSW01,JSW Steel,1265.0,1267.7,1229.2,1229.2,1265.0,-35.80,-2.83,1030088
API,AP31,Asian Paints,2472.5,2473.0,2402.8,2402.8,2472.5,-69.70,-2.82,539643
SBI,SBI,SBI,994.0,999.8,968.0,968.0,995.7,-27.70,-2.78,10004115
UTC,UTC01,UltraTechCement,11045.0,11045.0,10697.0,10697.0,11000.0,-303.00,-2.75,335172
HSL01,HSL01,HDFC Life,530.0,530.65,516.1,516.1,530.0,-13.90,-2.62,4844755
L,T04,Trent,2802.4,2817.6,2730.0,2730.0,2802.4,-72.40,-2.58,494769
Z01,Z,Eternal,327.5,327.95,314.65,315.25,323.5,-8.25,-2.55,12538697
MM,MM,M&M,3114.6,3119.6,3029.5,3029.5,3107.0,-77.50,-2.49,2176832
BAF,BAF,Bajaj Finance,1035.0,1038.6,1005.5,1009.2,1034.5,-25.30,-2.45,5792124
PGC,PGC,Power Grid Corp,267.15,268.5,262.8,262.8,269.1,-6.30,-2.34,10519594
H,HI,Hindalco,980.1,981.0,958.7,958.7,981.5,-22.80,-2.32,2245506
KMF,KMB,Kotak Mahindra,420.5,420.5,409.8,409.8,419.0,-9.20,-2.20,14367343
BA06,BA10,Bajaj Auto,11693.0,11709.0,11416.0,11424.0,11678.0,-254.00,-2.18,236791
ICI02,ICI02,ICICI Bank,1379.3,1390.0,1350.4,1350.4,1379.3,-28.90,-2.10,10133488
LT,LT,Larsen,3959.0,3959.0,3835.7,3850.7,3930.7,-80.00,-2.04,1848703
JFS,JFS,Jio Financial,230.5,231.8,225.6,225.6,229.9,-4.30,-1.87,13273805
UTI10,AB16,Axis Bank,1254.0,1254.0,1219.9,1222.9,1246.0,-23.10,-1.85,5698466
SLI03,SLI03,SBI Life Insura,1672.1,1683.1,1652.9,1654.1,1684.7,-30.60,-1.82,1139205
RI,RI,Reliance,1252.5,1259.4,1235.3,1235.3,1257.5,-22.20,-1.77,13754376
DRL,DRL,Dr Reddys Labs,1163.7,1168.5,1141.0,1145.0,1165.5,-20.50,-1.76,1810974
CI29,CI11,Coal India,426.4,427.0,418.0,419.25,426.4,-7.15,-1.68,6128458
NI,NI,Nestle,1383.3,1395.0,1362.0,1362.0,1383.3,-21.30,-1.54,1597455
AHE,AHE,Apollo Hospital,8937.0,8950.5,8714.0,8714.0,8836.0,-122.00,-1.38,247091
MU01,MS24,Maruti Suzuki,12470.0,12470.0,12231.0,12231.0,12400.0,-169.00,-1.36,286166
NTP,NTP,NTPC,333.0,333.3,326.4,329.5,333.4,-3.90,-1.17,8445501
C,C,Cipla,1355.0,1362.7,1347.7,1351.0,1366.0,-15.00,-1.10,1225305
EM,EM,Eicher Motors,7567.5,7570.5,7440.0,7452.5,7530.0,-77.50,-1.03,353472
MHI,MHI,Max Healthcare,1048.0,1048.0,1030.0,1030.0,1037.7,-7.70,-0.74,2836517
ITC,ITC,ITC,261.0,264.2,258.0,258.0,259.85,-1.85,-0.71,12133201
TT,TT,TATA Cons. Prod,990.1,1009.3,986.0,986.1,991.0,-4.90,-0.49,1567952
SPI,SPI,Sun Pharma,1854.6,1856.8,1828.0,1835.0,1840.0,-5.00,-0.27,1437151
BTV,BA08,Bharti Airtel,1844.0,1844.0,1819.6,1830.4,1831.1,-0.70,-0.04,4066471
