MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.94,12.83,0.11,0.86,964456163,12.92,13.09,12.63
,TATSILV,TATSILV,TATSILV,27.46,27.35,0.11,0.4,126690709,27.62,28.0,27.0
,TATAGOLD,TATAGOLD,TATAGOLD,15.48,15.43,0.05,0.32,124784632,15.23,15.99,15.23
,YESBANK,YESBANK,YESBANK,22.23,22.11,0.12,0.54,96816399,22.31,22.45,21.88
,GTLINFRA,GTLINFRA,GTLINFRA,1.38,1.42,-0.04,-2.82,94976385,1.46,1.46,1.36
,DAVANGERE,DAVANGERE,DAVANGERE,3.81,3.58,0.23,6.42,92887600,3.65,4.03,3.62
,HFCL,HFCL,HFCL,152.0,153.46,-1.46,-0.95,91824844,154.0,155.3,142.0
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,8.26,7.89,0.37,4.69,85515335,7.88,8.45,7.5
,NLCINDIA,NLCINDIA,NLCINDIA,373.3,325.7,47.6,14.61,81913146,348.0,387.8,348.0
,VEDL,VEDL,VEDL,339.5,323.35,16.15,4.99,77635934,329.0,340.65,325.1
,JPPOWER,JPPOWER,JPPOWER,17.78,17.55,0.23,1.31,71678457,17.8,18.04,17.2
,SUZLON,SUZLON,SUZLON,53.4,53.1,0.3,0.56,70978290,53.41,53.91,52.51
,GROWW,GROWW,GROWW,190.0,188.41,1.59,0.84,66969929,189.6,190.7,182.75
,TEXRAIL,TEXRAIL,TEXRAIL,123.95,120.2,3.75,3.12,64635649,121.99,130.75,121.04
,BHARATCOAL,BHARATCOAL,BHARATCOAL,35.55,33.81,1.74,5.15,61559609,34.29,36.48,33.95
,OLAELEC,OLAELEC,OLAELEC,36.02,36.02,0.0,0.0,59616494,36.25,36.8,35.02
,SILVERBEES,SILVERBEES,SILVERBEES,271.04,269.42,1.62,0.6,55098457,269.42,273.34,266.15
,HDFCBANK,HDFCBANK,HDFCBANK,770.1,749.6,20.5,2.73,50992358,751.0,778.3,747.0
,GOLDBEES,GOLDBEES,GOLDBEES,131.87,131.74,0.13,0.1,50086666,131.65,132.79,130.6
,SAIL,SAIL,SAIL,199.01,201.31,-2.3,-1.14,50058182,203.0,209.7,198.55
