MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HDF01,HDF01,HDFC Bank,805.0,831.5,805.0,829.85,801.05,28.80,3.60,63203327
H,HI,Hindalco,960.85,981.6,954.0,980.4,953.2,27.20,2.85,4642287
BA06,BA10,Bajaj Auto,9800.0,10058.0,9785.5,10036.5,9785.5,251.00,2.57,265284
ONG,ONG,ONGC,239.6,244.39,236.84,243.9,237.84,6.06,2.55,22386040
MM,MM,M&M,3157.9,3212.7,3124.9,3201.2,3136.9,64.30,2.05,2637740
EM,EM,Eicher Motors,7340.0,7498.0,7284.5,7471.5,7339.5,132.00,1.80,300086
BE03,BE03,Bharat Elec,422.0,429.9,420.1,425.55,418.05,7.50,1.79,16516762
RI,RI,Reliance,1304.0,1325.6,1299.4,1321.3,1304.0,17.30,1.33,7610709
ICI02,ICI02,ICICI Bank,1412.0,1431.6,1411.6,1426.9,1411.4,15.50,1.10,12306949
JVS,JSW01,JSW Steel,1230.0,1244.5,1225.4,1243.2,1230.2,13.00,1.06,1090418
GI01,GI01,Grasim,3182.2,3218.0,3172.0,3213.0,3180.9,32.10,1.01,386276
C,C,Cipla,1458.2,1474.7,1453.4,1472.3,1458.2,14.10,0.97,769917
NI,NI,Nestle,1457.1,1479.9,1450.1,1473.7,1459.8,13.90,0.95,1178983
TEL,TM03,TMPV,345.5,348.65,341.6,347.05,344.1,2.95,0.86,4980867
BTV,BA08,Bharti Airtel,1916.8,1932.7,1915.6,1925.7,1910.4,15.30,0.80,2740217
MU01,MS24,Maruti Suzuki,14348.0,14526.0,14291.0,14456.0,14366.0,90.00,0.63,214686
API,AP31,Asian Paints,2724.0,2758.0,2722.0,2754.9,2737.8,17.10,0.62,504943
Z01,Z,Eternal,283.8,284.2,279.85,283.4,281.65,1.75,0.62,21282150
TIS,TIS,Tata Steel,190.39,191.45,189.19,190.87,189.8,1.07,0.56,14466645
TI01,TI01,Titan Company,4450.0,4490.5,4450.0,4484.4,4461.1,23.30,0.52,589165
SPI,SPI,Sun Pharma,1904.0,1917.0,1900.0,1912.8,1904.8,8.00,0.42,1213635
LT,LT,Larsen,4027.7,4068.0,4016.5,4041.0,4026.6,14.40,0.36,1252054
JFS,JFS,Jio Financial,239.2,240.67,238.1,240.0,239.35,0.65,0.27,9664713
TT,TT,TATA Cons. Prod,1115.1,1122.4,1110.5,1117.9,1116.7,1.20,0.11,942307
L,T04,Trent,3341.0,3365.0,3330.1,3343.8,3340.6,3.20,0.10,800656
HL,HU,HUL,2202.1,2221.4,2190.3,2202.0,2201.2,0.80,0.04,2131061
