MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
JFS,JFS,Jio Financial,238.0,253.9,237.51,249.48,237.08,12.40,5.23,48984683
HL,HU,HUL,2050.5,2123.0,2047.0,2117.8,2022.7,95.10,4.70,5183374
IT,IT,Infosys,1147.0,1164.5,1128.4,1155.6,1105.7,49.90,4.51,34400369
H,HI,Hindalco,940.0,964.8,938.15,962.45,936.4,26.05,2.78,2939377
LT,LT,Larsen,3895.4,3978.2,3891.1,3931.4,3832.0,99.40,2.59,3115802
BTV,BA08,Bharti Airtel,1915.2,1957.0,1913.1,1950.2,1901.8,48.40,2.54,6315728
L,T04,Trent,2940.0,3010.1,2916.5,3005.2,2930.7,74.50,2.54,1012733
TIS,TIS,Tata Steel,183.5,188.67,183.04,187.27,182.63,4.64,2.54,24872418
JVS,JSW01,JSW Steel,1255.7,1279.0,1243.2,1276.6,1246.9,29.70,2.38,1516573
C,C,Cipla,1451.0,1491.2,1442.0,1474.3,1444.6,29.70,2.06,2192262
TCS,TCS,TCS,2440.0,2475.5,2415.1,2446.6,2398.0,48.60,2.03,7169419
HCL02,HCL02,HCL Tech,1344.0,1352.7,1323.2,1344.3,1318.6,25.70,1.95,3061520
HDF01,HDF01,HDFC Bank,743.0,751.25,740.8,748.2,735.4,12.80,1.74,20460659
TEL,TM03,TMPV,326.0,330.5,325.35,329.8,324.4,5.40,1.66,7220810
W,W,Wipro,183.0,185.76,181.45,183.61,181.12,2.49,1.37,26147867
TT,TT,TATA Cons. Prod,1092.5,1106.6,1085.7,1096.1,1082.1,14.00,1.29,1130132
KMF,KMB,Kotak Mahindra,387.0,392.25,385.15,390.2,385.3,4.90,1.27,9190194
Z01,Z,Eternal,309.9,316.35,308.5,311.8,308.35,3.45,1.12,49740797
MU01,MS24,Maruti Suzuki,13780.0,13980.0,13720.0,13948.0,13802.0,146.00,1.06,515674
UTI10,AB16,Axis Bank,1229.5,1237.1,1214.4,1235.4,1223.5,11.90,0.97,10110233
API,AP31,Asian Paints,2746.2,2864.0,2718.5,2758.4,2736.2,22.20,0.81,3803474
NI,NI,Nestle,1499.0,1515.8,1487.6,1503.3,1491.8,11.50,0.77,3055336
AE01,AE13,Adani Enterpris,3017.8,3048.3,2972.7,3024.5,3002.3,22.20,0.74,1547208
SPI,SPI,Sun Pharma,1977.0,1992.7,1960.4,1989.9,1976.7,13.20,0.67,2682295
RI,RI,Reliance,1275.0,1282.4,1268.7,1275.9,1267.7,8.20,0.65,9448307
MHI,MHI,Max Healthcare,1112.0,1120.9,1105.0,1111.4,1104.8,6.60,0.60,1417989
DRL,DRL,Dr Reddys Labs,1144.0,1147.8,1131.1,1142.3,1135.6,6.70,0.59,1280586
BAF,BAF,Bajaj Finance,1056.0,1065.9,1048.4,1054.4,1048.4,6.00,0.57,6444368
ITC,ITC,ITC,285.6,289.05,284.15,286.25,284.65,1.60,0.56,19030590
TM4,TM4,Tech Mahindra,1661.0,1673.0,1640.1,1644.2,1635.2,9.00,0.55,2189575
ICI02,ICI02,ICICI Bank,1442.5,1448.5,1428.5,1437.9,1430.8,7.10,0.50,10856166
STF,STF,Shriram Finance,1050.0,1052.8,1034.1,1044.7,1040.9,3.80,0.37,4160322
AHE,AHE,Apollo Hospital,8932.0,8970.0,8903.5,8935.0,8903.0,32.00,0.36,164862
UTC,UTC01,UltraTechCement,12050.0,12090.0,11980.0,11998.0,11956.0,42.00,0.35,282068
SLI03,SLI03,SBI Life Insura,1895.0,1902.8,1880.4,1894.9,1889.1,5.80,0.31,1365116
IA05,IA04,Interglobe Avi,5280.0,5300.0,5205.0,5276.5,5270.5,6.00,0.11,668162
SBI,SBI,SBI,1020.0,1020.2,1012.0,1013.7,1013.2,0.50,0.05,4792964
TI01,TI01,Titan Company,4849.7,4866.9,4823.2,4850.2,4849.7,0.50,0.01,837059
