scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass,min_target_price,max_target_price,avg_target_price,total_target_price,brokers
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,12103.00,-235.00,-1.90,31.9,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 12103, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 10.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.6, 'percentages': 31.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 56.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 56.98, 'minRangePer': 18.07, 'maxRanegPer': 56.03, 'rangeDiffPer': 37.96, 'mindiff_total': 10.3, 'maxdiff_total': 31.93}",#52B974,,,,,
UTI10,10,9,1,0,Axis Bank,Axis Bank,1257.00,17.00,1.37,17.4,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1257, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1476.7, 'percentages': 17.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 29, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.03, 'minRangePer': 3.54, 'maxRanegPer': 60.17, 'rangeDiffPer': 56.63, 'mindiff_total': 1.03, 'maxdiff_total': 17.47}",#52B974,,,,,
IT,9,8,0,1,Infosys,Infosys,1051.40,-7.20,-0.68,42.5,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -10.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1051.4, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1426.6, 'percentages': 35.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1830, 'percentages': 74, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 94.68, 'minRangePer': 12.51, 'maxRanegPer': 54.66, 'rangeDiffPer': 42.15, 'mindiff_total': 11.85, 'maxdiff_total': 51.76}",#52B974,,,,,
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,731.00,18.00,2.52,90.9,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 731, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 920, 'percentages': 25.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 961.8, 'percentages': 31.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1011, 'percentages': 38.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.3, 'minRangePer': 67.49, 'maxRanegPer': 82.42, 'rangeDiffPer': 14.93, 'mindiff_total': 25.85, 'maxdiff_total': 31.57}",#52B974,,,,,
PS15,9,7,1,1,Persistent Systems,Persistent,5416.00,-57.00,-1.04,9.5,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -7.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5416, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5930.6, 'percentages': 9.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 21.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32, 'minRangePer': 25.96, 'maxRanegPer': 58.15, 'rangeDiffPer': 32.19, 'mindiff_total': 8.31, 'maxdiff_total': 18.61}",#52B974,,,,,
FB,8,7,1,0,Federal Bank,Federal Bank,332.75,0.00,0.00,-9.5,banks-private-sector/federalbank/FB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 199, 'percentages': -40.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 301, 'percentages': -9.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 332.75, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 419, 'percentages': 25.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 110.55, 'minRangePer': 46.35, 'maxRanegPer': 60.79, 'rangeDiffPer': 14.43, 'mindiff_total': 51.25, 'maxdiff_total': 67.21}",#E3515C,,,,,
UTC,8,7,1,0,UltraTech Cement,UltraTechCement,11014.00,250.00,2.32,26.2,cement-major/ultratechcement/UTC01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 11014, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 12138, 'percentages': 10.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13905.3, 'percentages': 26.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 38, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.09, 'minRangePer': 26.77, 'maxRanegPer': 68.91, 'rangeDiffPer': 42.14, 'mindiff_total': 10.2, 'maxdiff_total': 26.25}",#52B974,,,,,
TM4,8,6,1,1,Tech Mahindra,Tech Mahindra,1537.10,-23.90,-1.53,14.0,computers-software/techmahindra/TM4,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1450, 'percentages': -5.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1537.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1752.3, 'percentages': 14, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1964, 'percentages': 27.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 35.44, 'minRangePer': 16.93, 'maxRanegPer': 58.8, 'rangeDiffPer': 41.87, 'mindiff_total': 6, 'maxdiff_total': 20.84}",#52B974,,,,,
HCL02,8,4,3,1,HCL Technologies,HCL Tech,1249.30,-9.00,-0.72,17.6,computers-software/hcltechnologies/HCL02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1060, 'percentages': -15.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1249.3, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1470.1, 'percentages': 17.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 48, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 74.52, 'minRangePer': 23.95, 'maxRanegPer': 51.9, 'rangeDiffPer': 27.95, 'mindiff_total': 17.85, 'maxdiff_total': 38.68}",#52B974,,,,,
ICI02,8,8,0,0,ICICI Bank,ICICI Bank,1338.90,-8.70,-0.65,27.2,banks-private-sector/icicibank/ICI02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1338.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1559, 'percentages': 16.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1704.3, 'percentages': 27.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 38.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.17, 'minRangePer': 43.04, 'maxRanegPer': 71.49, 'rangeDiffPer': 28.44, 'mindiff_total': 16.43, 'maxdiff_total': 27.29}",#52B974,,,,,
