MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.92,14.22,-0.3,-2.11,350366817,14.34,14.37,13.92
,PCJEWELLER,PCJEWELLER,PCJEWELLER,12.7,12.35,0.35,2.83,332313201,12.51,13.04,12.37
,AHCL,AHCL,AHCL,23.1,21.84,1.26,5.77,145565213,22.68,24.78,22.11
,MOTISONS,MOTISONS,MOTISONS,18.19,17.94,0.25,1.39,114189016,18.25,19.12,17.95
,SKYWAYS,SKYWAYS,SKYWAYS,124.7,117.98,6.72,5.7,92941309,126.9,135.35,122.55
,MEESHO,MEESHO,MEESHO,219.63,207.31,12.32,5.94,83376786,208.48,220.0,208.16
,GLASSWALL,GLASSWALL,GLASSWALL,273.6,257.82,15.78,6.12,73819973,267.98,304.2,258.35
,YESBANK,YESBANK,YESBANK,22.72,23.13,-0.41,-1.77,73563796,23.2,23.38,22.72
,GROWW,GROWW,GROWW,193.0,187.44,5.56,2.97,73111303,189.0,195.5,185.7
,PINELABS,PINELABS,PINELABS,194.15,184.48,9.67,5.24,66808323,185.0,198.65,183.16
,SUZLON,SUZLON,SUZLON,43.14,42.54,0.6,1.41,63471191,42.9,43.75,42.67
,IFCI,IFCI,IFCI,76.46,77.09,-0.63,-0.82,60473703,77.56,77.97,75.4
,TATSILV,TATSILV,TATSILV,22.76,21.99,0.77,3.5,58813645,22.48,22.87,22.47
,CENTRALBK,CENTRALBK,CENTRALBK,32.15,30.4,1.75,5.76,56472458,30.42,32.4,30.41
,TATAGOLD,TATAGOLD,TATAGOLD,14.84,14.62,0.22,1.5,55967837,14.73,14.91,14.73
,OLAELEC,OLAELEC,OLAELEC,36.49,36.79,-0.3,-0.82,48738061,36.8,37.0,36.02
,HDFCBANK,HDFCBANK,HDFCBANK,731.0,713.0,18.0,2.52,39400710,715.25,733.8,715.25
,ATGL,ATGL,ATGL,657.6,587.0,70.6,12.03,39305845,587.4,674.8,587.4
,AQYLON,AQYLON,AQYLON,18.07,18.88,-0.81,-4.29,38267346,19.18,19.18,17.94
,JPPOWER,JPPOWER,JPPOWER,15.35,15.26,0.09,0.59,37304111,15.25,15.49,15.17
