MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.05,14.31,-0.26,-1.82,345168556,14.38,14.45,13.98
,MSUMI,MSUMI,MSUMI,41.03,37.82,3.21,8.49,227891559,38.0,42.0,38.0
,TATSILV,TATSILV,TATSILV,21.07,21.66,-0.59,-2.72,142072472,21.44,21.44,20.01
,TATAGOLD,TATAGOLD,TATAGOLD,13.54,13.82,-0.28,-2.03,129806274,13.52,13.6,13.39
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,7.24,7.54,-0.3,-3.98,87184816,7.55,7.89,7.12
,YESBANK,YESBANK,YESBANK,24.8,24.94,-0.14,-0.56,86623878,25.06,25.15,24.77
,SUZLON,SUZLON,SUZLON,57.01,57.91,-0.9,-1.55,83934060,58.24,58.46,56.87
,SILVERBEES,SILVERBEES,SILVERBEES,206.5,213.35,-6.85,-3.21,80487014,204.3,208.24,202.58
,OLAELEC,OLAELEC,OLAELEC,41.58,43.17,-1.59,-3.68,77976130,43.09,43.18,41.27
,MOTHERSON,MOTHERSON,MOTHERSON,151.85,144.58,7.27,5.03,74519440,145.03,155.25,144.02
,SEPC,SEPC,SEPC,6.61,6.81,-0.2,-2.94,70372299,6.85,6.9,6.48
,MOTISONS,MOTISONS,MOTISONS,14.15,14.05,0.1,0.71,69242424,14.15,14.98,14.01
,ASHOKLEY,ASHOKLEY,ASHOKLEY,161.12,154.91,6.21,4.01,60935591,156.6,162.2,156.51
,GOLDBEES,GOLDBEES,GOLDBEES,115.24,117.56,-2.32,-1.97,59740231,114.88,115.71,114.55
,GTLINFRA,GTLINFRA,GTLINFRA,1.42,1.44,-0.02,-1.39,50810209,1.47,1.47,1.4
,IRFC,IRFC,IRFC,91.73,92.5,-0.77,-0.83,50633854,91.01,92.25,91.01
,SALASAR,SALASAR,SALASAR,6.2,6.44,-0.24,-3.73,46787655,6.62,6.64,6.11
,HDFCBANK,HDFCBANK,HDFCBANK,796.0,793.2,2.8,0.35,46707966,798.5,804.45,794.75
,PCJEWELLER,PCJEWELLER,PCJEWELLER,8.57,8.78,-0.21,-2.39,42388774,8.8,8.83,8.52
,CANBK,CANBK,CANBK,129.27,130.15,-0.88,-0.68,40872336,130.97,131.1,128.01
