MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,15.06,15.19,-0.13,-0.86,478735885,15.26,15.37,15.02
,PCJEWELLER,PCJEWELLER,PCJEWELLER,11.18,11.0,0.18,1.64,444682394,11.0,11.3,10.77
,GROWW,GROWW,GROWW,196.44,203.01,-6.57,-3.24,195088475,199.98,199.98,195.1
,VIYASH,VIYASH,VIYASH,263.25,278.35,-15.1,-5.42,115482970,268.85,271.15,259.1
,GATECH,GATECH,GATECH,1.0,0.96,0.04,4.17,0,1.0,1.0,0.99
,SAGILITY,SAGILITY,SAGILITY,44.0,43.02,0.98,2.28,95051180,43.3,46.1,43.3
,OLAELEC,OLAELEC,OLAELEC,38.06,36.2,1.86,5.14,94982946,36.69,38.68,36.63
,VOGL,VOGL,VOGL,41.78,38.95,2.83,7.27,85113212,39.06,41.85,39.01
,BAJAJHIND,BAJAJHIND,BAJAJHIND,21.8,22.81,-1.01,-4.43,79063423,22.81,23.34,21.5
,SHAH,SHAH,SHAH,3.21,3.2,0.01,0.31,73588161,3.3,3.47,2.56
,SEPC,SEPC,SEPC,5.79,5.77,0.02,0.35,71528587,5.79,6.26,5.75
,FILATFASH,FILATFASH,FILATFASH,0.19,0.18,0.01,5.56,70784238,0.18,0.19,0.18
,GAJA,GAJA,GAJA,170.2,160.0,-14.8,-8.0,64773158,185.0,191.65,165.4
,VISL,VISL,VISL,38.78,36.94,1.84,4.98,62802478,36.95,38.78,36.95
,ALLCARGO,ALLCARGO,ALLCARGO,13.4,12.26,1.14,9.3,61257032,12.26,13.43,11.81
,TATAGOLD,TATAGOLD,TATAGOLD,15.54,15.59,-0.05,-0.32,57912822,15.88,15.88,15.33
,IDBI,IDBI,IDBI,95.25,88.31,6.94,7.86,57839582,87.35,96.25,87.35
,HCC,HCC,HCC,23.91,22.61,1.3,5.75,57217167,22.6,24.12,22.52
,HINDCOPPER,HINDCOPPER,HINDCOPPER,554.9,532.65,22.25,4.18,56459799,527.0,562.6,526.2
,MAHABANK,MAHABANK,MAHABANK,85.6,81.7,3.9,4.77,56264531,82.49,87.0,82.0
