MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,1118.3,1154.0,1118.3,1149.7,1103.8,45.90,4.16,7559470
TEL,TM03,TMPV,385.8,404.0,383.7,400.95,385.6,15.35,3.98,16294686
PGC,PGC,Power Grid Corp,292.0,301.25,292.0,300.15,292.55,7.60,2.60,9883025
Z01,Z,Eternal,251.09,258.88,251.09,256.51,250.17,6.34,2.53,36661755
NTP,NTP,NTPC,390.35,403.1,390.35,398.15,389.7,8.45,2.17,14418621
BA06,BA10,Bajaj Auto,10625.0,10834.0,10580.0,10808.5,10593.0,215.50,2.03,317630
TIS,TIS,Tata Steel,210.7,218.96,210.7,214.7,210.47,4.23,2.01,39110042
IA05,IA04,Interglobe Avi,4480.0,4593.2,4429.9,4570.0,4480.8,89.20,1.99,1369227
TT,TT,TATA Cons. Prod,1190.0,1208.0,1184.7,1204.6,1187.6,17.00,1.43,1608027
JVS,JSW01,JSW Steel,1295.0,1328.0,1295.0,1309.3,1293.6,15.70,1.21,2030720
MU01,MS24,Maruti Suzuki,13208.0,13417.0,13102.0,13364.0,13208.0,156.00,1.18,322020
STF,STF,Shriram Finance,947.05,968.1,946.6,963.2,952.15,11.05,1.16,3592277
CI29,CI11,Coal India,429.0,468.3,428.4,463.05,458.15,4.90,1.07,117042535
API,AP31,Asian Paints,2644.8,2689.6,2642.0,2671.9,2647.0,24.90,0.94,858457
JFS,JFS,Jio Financial,241.0,243.86,240.71,242.89,240.67,2.22,0.92,9140875
TI01,TI01,Titan Company,4098.3,4165.1,4091.1,4137.9,4105.9,32.00,0.78,474044
MPS,MPS,Adani Ports,1810.0,1842.8,1809.9,1824.5,1811.2,13.30,0.73,2102406
EM,EM,Eicher Motors,7375.0,7429.0,7315.0,7419.0,7376.0,43.00,0.58,283327
UTC,UTC01,UltraTechCement,11640.0,11750.0,11601.0,11689.0,11623.0,66.00,0.57,243628
BF04,BF04,Bajaj Finserv,1806.0,1815.5,1794.5,1809.1,1800.7,8.40,0.47,339636
MM,MM,M&M,3110.9,3141.3,3104.0,3121.6,3107.3,14.30,0.46,1408612
UTI10,AB16,Axis Bank,1296.3,1314.5,1293.1,1304.1,1299.3,4.80,0.37,7243174
TCS,TCS,TCS,2275.0,2295.6,2260.9,2284.2,2276.2,8.00,0.35,2653950
BTV,BA08,Bharti Airtel,1840.4,1869.4,1840.4,1852.2,1846.9,5.30,0.29,8653155
HCL02,HCL02,HCL Tech,1155.3,1169.8,1153.7,1165.2,1161.9,3.30,0.28,1004168
LT,LT,Larsen,4043.0,4069.9,4017.9,4047.5,4037.8,9.70,0.24,1607028
L,T04,Trent,4239.6,4287.3,4220.5,4248.6,4239.6,9.00,0.21,429915
SPI,SPI,Sun Pharma,1865.0,1882.0,1830.0,1844.3,1840.8,3.50,0.19,1385752
AHE,AHE,Apollo Hospital,8243.0,8305.0,8170.0,8272.5,8258.5,14.00,0.17,293786
GI01,GI01,Grasim,3158.0,3197.5,3158.0,3170.0,3165.0,5.00,0.16,317539
AE01,AE13,Adani Enterpris,2982.0,3027.5,2944.0,2973.1,2969.3,3.80,0.13,3826916
BAF,BAF,Bajaj Finance,932.0,935.95,923.0,931.15,930.2,0.95,0.10,5349669
C,C,Cipla,1417.6,1432.0,1416.0,1418.2,1417.5,0.70,0.05,937447
KMF,KMB,Kotak Mahindra,388.55,390.5,386.7,388.7,388.65,0.05,0.01,9326451
