MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
EM,EM,Eicher Motors,7150.0,7270.5,7037.0,7050.0,7424.0,-374.00,-5.04,1246861
MU01,MS24,Maruti Suzuki,13402.0,13420.0,12966.0,13076.0,13709.0,-633.00,-4.62,1347910
IA05,IA04,Interglobe Avi,4330.0,4460.0,4325.0,4427.2,4554.2,-127.00,-2.79,1662563
BAF,BAF,Bajaj Finance,896.15,905.9,881.1,898.95,924.55,-25.60,-2.77,10723313
RI,RI,Reliance,1321.2,1327.6,1310.0,1315.1,1350.2,-35.10,-2.60,28753269
STF,STF,Shriram Finance,1000.15,1015.5,988.8,1004.1,1027.55,-23.45,-2.28,8242484
JFS,JFS,Jio Financial,237.0,238.31,235.26,237.68,243.2,-5.52,-2.27,15386126
TCS,TCS,TCS,2489.9,2504.9,2470.0,2472.6,2524.3,-51.70,-2.05,3739587
HDF01,HDF01,HDFC Bank,791.5,798.5,787.35,794.7,810.3,-15.60,-1.93,47549328
NI,NI,Nestle,1239.3,1246.8,1222.1,1226.1,1249.3,-23.20,-1.86,1346881
ITC,ITC,ITC,300.0,301.45,298.1,298.65,304.25,-5.60,-1.84,16522014
Z01,Z,Eternal,234.99,242.64,234.53,236.22,240.23,-4.01,-1.67,44343479
HCL02,HCL02,HCL Tech,1441.0,1447.8,1417.5,1429.4,1451.2,-21.80,-1.50,2252652
C,C,Cipla,1222.3,1222.3,1203.2,1211.1,1229.5,-18.40,-1.50,1611654
TI01,TI01,Titan Company,4391.1,4496.0,4391.1,4439.3,4505.0,-65.70,-1.46,850456
H,HI,Hindalco,978.05,988.6,965.6,978.25,992.1,-13.85,-1.40,4754347
HL,HU,HUL,2131.0,2140.7,2113.5,2127.2,2155.3,-28.10,-1.30,1994541
MM,MM,M&M,3194.6,3249.2,3183.1,3220.2,3259.8,-39.60,-1.21,3183080
IT,IT,Infosys,1272.0,1289.0,1265.7,1276.8,1292.5,-15.70,-1.21,10366082
BF04,BF04,Bajaj Finserv,1774.5,1792.1,1748.3,1788.3,1809.2,-20.90,-1.16,1243242
GI01,GI01,Grasim,2694.1,2739.0,2682.9,2713.0,2742.6,-29.60,-1.08,1259991
L,T04,Trent,3838.5,3899.8,3813.0,3875.4,3916.5,-41.10,-1.05,426185
W,W,Wipro,203.01,203.4,200.31,202.97,204.88,-1.91,-0.93,21930624
JVS,JSW01,JSW Steel,1199.1,1213.4,1189.3,1204.2,1214.8,-10.60,-0.87,1031668
PGC,PGC,Power Grid Corp,299.95,302.35,297.65,300.35,302.75,-2.40,-0.79,15681799
UTC,UTC01,UltraTechCement,11366.0,11522.0,11282.0,11502.0,11589.0,-87.00,-0.75,220442
KMF,KMB,Kotak Mahindra,367.95,373.0,365.6,371.9,374.55,-2.65,-0.71,30027087
MPS,MPS,Adani Ports,1426.8,1477.9,1421.0,1465.3,1475.3,-10.00,-0.68,3629785
SLI03,SLI03,SBI Life Insura,1909.0,1931.8,1889.0,1914.4,1923.2,-8.80,-0.46,638729
API,AP31,Asian Paints,2279.9,2362.5,2262.0,2352.4,2360.7,-8.30,-0.35,1734562
TM4,TM4,Tech Mahindra,1425.6,1439.4,1412.9,1435.4,1440.2,-4.80,-0.33,1285567
TT,TT,TATA Cons. Prod,1075.5,1093.5,1073.8,1090.3,1093.7,-3.40,-0.31,1688476
SBI,SBI,SBI,1042.0,1067.25,1030.0,1063.55,1066.7,-3.15,-0.30,17763348
BE03,BE03,Bharat Elec,435.0,445.5,434.0,441.55,442.45,-0.90,-0.20,15149734
MHI,MHI,Max Healthcare,934.0,967.0,933.05,951.7,953.35,-1.65,-0.17,2381565
SPI,SPI,Sun Pharma,1654.9,1668.7,1640.1,1652.2,1654.9,-2.70,-0.16,3751005
LT,LT,Larsen,3825.0,3971.7,3815.6,3954.3,3959.9,-5.60,-0.14,4897563
TIS,TIS,Tata Steel,203.7,207.0,201.5,206.39,206.61,-0.22,-0.11,25848544
