MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
IT,IT,Infosys,1062.3,1066.0,1030.0,1051.4,1127.5,-76.10,-6.75,45665442
TCS,TCS,TCS,2105.0,2138.0,2059.9,2125.0,2203.3,-78.30,-3.55,13286502
TM4,TM4,Tech Mahindra,1350.0,1417.2,1344.0,1409.6,1447.7,-38.10,-2.63,5864187
HCL02,HCL02,HCL Tech,1110.0,1136.0,1091.4,1131.7,1161.8,-30.10,-2.59,10014063
HDF01,HDF01,HDFC Bank,788.7,789.05,776.2,779.8,799.0,-19.20,-2.40,33798761
MM,MM,M&M,3110.0,3130.0,3059.0,3074.8,3136.5,-61.70,-1.97,3408840
TEL,TM03,TMPV,363.75,363.75,356.5,359.5,364.65,-5.15,-1.41,11928855
RI,RI,Reliance,1328.0,1338.2,1305.3,1309.5,1328.1,-18.60,-1.40,24887034
W,W,Wipro,176.76,181.48,174.89,180.8,182.84,-2.04,-1.12,37469436
HL,HU,HUL,2209.6,2210.6,2179.9,2194.6,2218.5,-23.90,-1.08,1508994
KMF,KMB,Kotak Mahindra,402.5,403.55,398.0,399.25,402.95,-3.70,-0.92,17504009
API,AP31,Asian Paints,2752.9,2752.9,2718.8,2732.9,2755.0,-22.10,-0.80,838991
TIS,TIS,Tata Steel,199.25,199.36,196.5,198.96,200.52,-1.56,-0.78,31571461
SBI,SBI,SBI,1042.0,1042.0,1029.3,1035.1,1042.7,-7.60,-0.73,9099878
MU01,MS24,Maruti Suzuki,13484.0,13507.0,13353.0,13395.0,13484.0,-89.00,-0.66,719756
UTC,UTC01,UltraTechCement,11311.0,11476.0,11300.0,11367.0,11430.0,-63.00,-0.55,403613
JVS,JSW01,JSW Steel,1289.0,1295.0,1267.1,1287.7,1293.9,-6.20,-0.48,1138608
SLI03,SLI03,SBI Life Insura,1800.0,1814.2,1786.9,1800.2,1807.6,-7.40,-0.41,352560
BE03,BE03,Bharat Elec,427.9,431.6,424.55,426.9,428.6,-1.70,-0.40,10829044
MPS,MPS,Adani Ports,1842.1,1849.0,1830.0,1835.3,1842.1,-6.80,-0.37,4382841
C,C,Cipla,1355.0,1362.3,1346.6,1351.8,1355.5,-3.70,-0.27,1476650
UTI10,AB16,Axis Bank,1356.8,1363.0,1350.5,1357.9,1360.1,-2.20,-0.16,4640277
CI29,CI11,Coal India,452.3,454.8,448.0,451.3,452.0,-0.70,-0.15,6128782
BF04,BF04,Bajaj Finserv,1770.8,1774.0,1752.0,1769.4,1771.7,-2.30,-0.13,837089
BA06,BA10,Bajaj Auto,10134.0,10134.0,9936.0,10066.0,10077.0,-11.00,-0.11,739358
STF,STF,Shriram Finance,1001.65,1007.7,992.3,1001.9,1002.7,-0.80,-0.08,2611538
