MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
NI,NI,Nestle,1431.1,1434.9,1370.6,1375.7,1422.5,-46.80,-3.29,2380729
ONG,ONG,ONGC,250.3,250.85,243.35,246.2,252.6,-6.40,-2.53,31112657
TM4,TM4,Tech Mahindra,1477.0,1478.6,1425.0,1429.2,1465.1,-35.90,-2.45,2460369
SLI03,SLI03,SBI Life Insura,1742.0,1744.9,1700.4,1706.0,1719.1,-13.10,-0.76,1438254
TT,TT,TATA Cons. Prod,1120.8,1120.8,1096.7,1100.7,1108.6,-7.90,-0.71,1455068
PGC,PGC,Power Grid Corp,288.9,288.9,282.7,284.8,286.65,-1.85,-0.65,5478294
CI29,CI11,Coal India,453.35,453.35,439.65,443.5,446.2,-2.70,-0.61,9946830
BA06,BA10,Bajaj Auto,10226.0,10250.0,9922.0,10063.0,10114.0,-51.00,-0.50,386190
H,HI,Hindalco,1045.0,1049.0,1015.3,1021.6,1024.3,-2.70,-0.26,9388824
HCL02,HCL02,HCL Tech,1120.0,1122.5,1100.5,1109.6,1110.2,-0.60,-0.05,2203987
TIS,TIS,Tata Steel,200.0,200.82,195.8,197.86,197.96,-0.10,-0.05,27622963
DRL,DRL,Dr Reddys Labs,1291.0,1291.0,1266.0,1275.4,1276.0,-0.60,-0.05,1645027
