MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
STF,STF,Shriram Finance,908.0,959.1,901.6,954.95,886.25,68.70,7.75,9760441
BAF,BAF,Bajaj Finance,881.2,921.0,881.1,918.3,870.55,47.75,5.49,11729668
LT,LT,Larsen,3930.0,4059.8,3921.0,4049.3,3862.0,187.30,4.85,3065790
IA05,IA04,Interglobe Avi,4599.0,4725.0,4561.7,4709.7,4502.4,207.30,4.60,2530474
TI01,TI01,Titan Company,4067.8,4200.0,4052.7,4184.0,4025.2,158.80,3.95,1122271
TEL,TM03,TMPV,380.25,392.95,379.0,390.0,375.9,14.10,3.75,7787586
HDF01,HDF01,HDFC Bank,754.7,774.45,753.1,772.45,744.6,27.85,3.74,36088159
Z01,Z,Eternal,239.0,244.5,237.65,243.8,235.2,8.60,3.66,23501911
JFS,JFS,Jio Financial,230.9,236.5,230.0,235.89,228.02,7.87,3.45,12744670
UTI10,AB16,Axis Bank,1332.0,1358.5,1318.5,1356.3,1317.3,39.00,2.96,8535670
BF04,BF04,Bajaj Finserv,1669.0,1692.0,1649.2,1689.1,1645.1,44.00,2.67,1486234
UTC,UTC01,UltraTechCement,10950.0,11154.0,10843.0,11117.0,10830.0,287.00,2.65,192524
KMF,KMB,Kotak Mahindra,397.75,404.5,394.95,403.3,393.35,9.95,2.53,17227481
RI,RI,Reliance,1277.0,1297.0,1262.5,1293.0,1263.0,30.00,2.38,11988785
BTV,BA08,Bharti Airtel,1784.0,1825.0,1784.0,1822.5,1782.6,39.90,2.24,5910557
API,AP31,Asian Paints,2725.7,2753.0,2709.4,2747.4,2690.9,56.50,2.10,1078025
MU01,MS24,Maruti Suzuki,13232.0,13418.0,13130.0,13366.0,13098.0,268.00,2.05,559038
HSL01,HSL01,HDFC Life,552.0,557.85,545.7,555.35,545.25,10.10,1.85,2966637
EM,EM,Eicher Motors,7282.0,7354.5,7212.0,7312.0,7179.5,132.50,1.85,300260
ICI02,ICI02,ICICI Bank,1330.0,1344.3,1318.7,1340.8,1317.0,23.80,1.81,18339846
SBI,SBI,SBI,1018.0,1018.7,1004.35,1017.15,1000.7,16.45,1.64,11081119
L,T04,Trent,2758.0,2783.9,2720.4,2755.3,2710.9,44.40,1.64,583327
W,W,Wipro,178.65,180.45,177.57,180.14,177.37,2.77,1.56,13850153
MPS,MPS,Adani Ports,1804.0,1818.0,1777.9,1812.9,1787.1,25.80,1.44,2325897
MM,MM,M&M,3025.1,3050.0,2982.6,3042.9,3000.9,42.00,1.40,3557496
HL,HU,HUL,2151.2,2179.4,2145.0,2168.8,2139.8,29.00,1.36,1156153
TCS,TCS,TCS,2150.0,2168.0,2138.0,2161.4,2135.6,25.80,1.21,2124656
JVS,JSW01,JSW Steel,1298.0,1305.5,1285.1,1297.6,1282.3,15.30,1.19,1091577
BE03,BE03,Bharat Elec,407.35,409.0,403.3,406.5,402.3,4.20,1.04,8086130
ITC,ITC,ITC,283.55,285.85,283.0,285.1,282.4,2.70,0.96,12893433
SPI,SPI,Sun Pharma,1807.0,1814.5,1792.5,1807.7,1794.2,13.50,0.75,1243362
NTP,NTP,NTPC,357.0,357.0,349.7,353.9,351.85,2.05,0.58,8740239
GI01,GI01,Grasim,3120.0,3120.0,3075.0,3105.5,3089.5,16.00,0.52,536817
C,C,Cipla,1393.9,1396.1,1382.2,1389.4,1383.3,6.10,0.44,805612
AE01,AE13,Adani Enterpris,2958.8,2971.9,2886.2,2921.6,2908.8,12.80,0.44,2321009
MHI,MHI,Max Healthcare,1018.0,1018.0,1008.3,1012.45,1009.6,2.85,0.28,760456
IT,IT,Infosys,1120.0,1123.3,1111.5,1116.4,1114.6,1.80,0.16,8075333
AHE,AHE,Apollo Hospital,8535.0,8558.0,8440.0,8498.0,8493.0,5.00,0.06,276444
