MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.88,14.17,0.71,5.01,930356200,14.44,15.09,14.21
,IFCI,IFCI,IFCI,84.57,70.48,14.09,19.99,240541132,72.3,84.57,72.3
,OLAELEC,OLAELEC,OLAELEC,45.63,45.54,0.09,0.2,190641245,46.0,47.49,45.25
,MOTISONS,MOTISONS,MOTISONS,14.75,13.22,1.53,11.57,147089014,13.65,15.2,13.28
,YESBANK,YESBANK,YESBANK,23.01,22.22,0.79,3.56,87273100,22.85,23.05,22.43
,ZEEL,ZEEL,ZEEL,110.99,111.45,-0.46,-0.41,86798974,113.19,114.95,109.0
,MMTC,MMTC,MMTC,68.11,63.07,5.04,7.99,86049979,63.89,71.35,63.75
,JPPOWER,JPPOWER,JPPOWER,18.44,17.74,0.7,3.95,78141805,18.01,18.45,17.91
,ASHOKLEY,ASHOKLEY,ASHOKLEY,152.2,138.58,13.62,9.83,69272916,143.22,153.45,142.7
,GTLINFRA,GTLINFRA,GTLINFRA,1.51,1.44,0.07,4.86,65465293,1.46,1.52,1.45
,SUZLON,SUZLON,SUZLON,55.1,53.29,1.81,3.4,64636157,54.0,55.2,53.77
,SILVER1,SILVER1,SILVER1,23.32,22.43,0.89,3.97,58103126,23.03,23.4,22.94
,TTML,TTML,TTML,46.16,42.15,4.01,9.51,55068815,42.86,47.89,42.22
,TATSILV,TATSILV,TATSILV,23.35,22.48,0.87,3.87,53776014,23.04,23.45,22.97
,HCC,HCC,HCC,23.41,21.68,1.73,7.98,52939377,22.4,23.54,22.4
,GROWW,GROWW,GROWW,199.45,191.92,7.53,3.92,48669696,193.51,201.0,192.15
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,77.0,72.95,4.05,5.55,47039199,73.4,77.39,73.35
,KWIL,KWIL,KWIL,36.7,34.86,1.84,5.28,37785450,35.5,37.4,35.0
,TATAGOLD,TATAGOLD,TATAGOLD,14.3,14.02,0.28,2.0,37292663,14.02,14.37,13.66
,SEPC,SEPC,SEPC,6.94,6.18,0.76,12.3,36829945,6.3,7.0,6.3
