MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
AE01,AE13,Adani Enterpris,2992.0,3059.8,2921.8,3048.2,2972.8,75.40,2.54,5617327
HL,HU,HUL,2086.7,2127.5,2077.2,2121.5,2079.4,42.10,2.02,1822999
MPS,MPS,Adani Ports,1801.5,1827.9,1796.7,1824.2,1790.9,33.30,1.86,1640762
BAF,BAF,Bajaj Finance,874.0,913.0,874.0,889.4,874.4,15.00,1.72,13274646
UTI10,AB16,Axis Bank,1260.0,1276.0,1252.1,1272.3,1253.3,19.00,1.52,7825303
MHI,MHI,Max Healthcare,977.1,978.95,962.85,977.25,966.2,11.05,1.14,1317243
SLI03,SLI03,SBI Life Insura,1774.0,1797.8,1766.1,1782.8,1764.9,17.90,1.01,715458
API,AP31,Asian Paints,2666.0,2699.8,2665.0,2686.7,2661.6,25.10,0.94,1615011
Z01,Z,Eternal,253.35,258.8,252.8,256.5,254.35,2.15,0.85,34207436
DRL,DRL,Dr Reddys Labs,1273.0,1289.4,1268.5,1278.2,1267.5,10.70,0.84,774687
ICI02,ICI02,ICICI Bank,1257.0,1265.0,1250.0,1262.1,1251.7,10.40,0.83,10166393
STF,STF,Shriram Finance,920.1,944.9,916.15,923.3,915.8,7.50,0.82,5769377
MM,MM,M&M,3039.9,3059.0,3012.7,3040.5,3016.1,24.40,0.81,1685633
TI01,TI01,Titan Company,4269.0,4289.0,4223.2,4260.2,4231.0,29.20,0.69,1390200
AHE,AHE,Apollo Hospital,8265.0,8341.0,8240.0,8304.5,8249.0,55.50,0.67,187969
JFS,JFS,Jio Financial,235.29,239.3,235.14,236.89,235.74,1.15,0.49,12186829
PGC,PGC,Power Grid Corp,284.0,286.55,283.0,285.65,284.6,1.05,0.37,6955072
LT,LT,Larsen,3960.0,3978.0,3923.9,3953.2,3942.1,11.10,0.28,1278243
HSL01,HSL01,HDFC Life,577.4,590.0,573.9,575.3,573.75,1.55,0.27,3882527
NI,NI,Nestle,1383.0,1393.2,1372.3,1386.2,1382.9,3.30,0.24,1342143
C,C,Cipla,1394.0,1406.1,1382.0,1401.3,1398.7,2.60,0.19,1050391
ITC,ITC,ITC,280.0,281.4,277.85,280.7,280.3,0.40,0.14,16065822
SPI,SPI,Sun Pharma,1789.0,1802.9,1779.0,1782.2,1780.1,2.10,0.12,2495159
