Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"3,048.20",46.07,"10 Apr, 2026","2,086.80",Jun 05 | 15:58
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,824.20",25.52,"08 Apr, 2026","1,453.30",Jun 05 | 15:59
NIFTY 50,API,Asian Paints,Stock,Very Bullish,"2,686.70",13.81,"10 Apr, 2026","2,360.70",Jun 05 | 15:58
NIFTY 50,GI01,Grasim,Stock,Very Bullish,"3,087.70",11.87,"20 Apr, 2026","2,760.10",Jun 05 | 15:52
NIFTY 50,TEL,TMPV,Stock,Very Bullish,397.80,11.57,"15 May, 2026",356.55,Jun 05 | 15:59
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,304.50",11.00,"09 Apr, 2026","7,481.50",Jun 05 | 15:59
NIFTY 50,C,Cipla,Stock,Very Bullish,"1,401.30",7.31,"23 Apr, 2026","1,305.90",Jun 05 | 15:57
NIFTY 50,CI29,Coal India,Stock,Very Bullish,472.30,4.80,"23 Apr, 2026",450.65,Jun 05 | 15:59
NIFTY 50,TM4,Tech Mahindra,Stock,Bullish,"1,483.50",1.12,"19 May, 2026","1,467.10",Jun 05 | 15:55
NIFTY 50,TI01,Titan Company,Stock,Bullish,"4,260.20",0.00,"05 Jun, 2026","4,260.20",Jun 05 | 15:59
NIFTY 50,Z01,Eternal,Stock,Bullish,256.50,-0.00,"27 May, 2026",256.51,Jun 05 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bullish,23.30,16.79,"16 Apr, 2026",19.95,Jun 05 | 15:59
NIFTY BANK,FB,Federal Bank,Stock,Very Bullish,304.15,4.92,"20 May, 2026",289.90,Jun 05 | 15:59
NIFTY BANK,IDF01,IDFC First Bank,Stock,Bullish,72.35,4.16,"25 May, 2026",69.46,Jun 05 | 15:57
NIFTY BANK,UBI01,Union Bank,Stock,Bullish,167.00,0.18,"03 Jun, 2026",166.70,Jun 05 | 15:59
NIFTY BANK,CB06,Canara Bank,Stock,Bullish,135.81,0.00,"05 Jun, 2026",135.81,Jun 05 | 15:59
NIFTY MIDCAP100,APP03,Hitachi Energy,Stock,Very Bullish,"36,870.00",95.47,"30 Jan, 2026","18,862.00",Jun 05 | 15:58
NIFTY MIDCAP100,IC8,Vodafone Idea,Stock,Very Bullish,14.95,56.87,"16 Apr, 2026",9.53,Jun 05 | 15:59
NIFTY MIDCAP100,S11,Oracle Fin Serv,Stock,Very Bullish,"9,936.50",41.61,"06 Apr, 2026","7,017.00",Jun 05 | 15:59
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,446.80",39.28,"01 Apr, 2026","1,038.80",Jun 05 | 15:59
NIFTY MIDCAP100,GEC,GE Vernova T&D,Stock,Very Bullish,"5,067.00",33.07,"18 Mar, 2026","3,807.70",Jun 05 | 15:59
NIFTY MIDCAP100,VSN,Tata Comm,Stock,Very Bullish,"1,972.70",30.73,"10 Apr, 2026","1,509.00",Jun 05 | 15:59
NIFTY MIDCAP100,PI41,Polycab,Stock,Very Bullish,"9,699.00",27.61,"08 Apr, 2026","7,600.50",Jun 05 | 15:58
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Bullish,"3,490.70",24.99,"10 Apr, 2026","2,792.70",Jun 05 | 15:55
