MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.05,9.84,0.21,2.13,423952653,9.99,10.15,9.76
,IDEA,IDEA,IDEA,13.5,13.51,-0.01,-0.07,248927583,13.59,13.67,13.42
,JPPOWER,JPPOWER,JPPOWER,17.72,16.89,0.83,4.91,217908068,17.89,18.25,17.45
,JINDWORLD,JINDWORLD,JINDWORLD,37.75,31.55,6.2,19.65,100856338,31.56,37.86,31.0
,SBIFUNDS,SBIFUNDS,SBIFUNDS,610.15,574.0,-3.15,-0.51,84848648,613.3,624.95,598.2
,KARURVYSYA,KARURVYSYA,KARURVYSYA,340.45,301.0,39.45,13.11,83899658,310.05,345.35,310.05
,YESBANK,YESBANK,YESBANK,23.21,22.93,0.28,1.22,76817417,22.95,23.31,22.95
,BEPL,BEPL,BEPL,122.4,127.77,-5.37,-4.2,69963117,128.41,138.5,121.37
,NHPC,NHPC,NHPC,80.13,81.0,-0.87,-1.07,58291294,81.14,83.0,79.96
,HDFCBANK,HDFCBANK,HDFCBANK,761.5,777.6,-16.1,-2.07,42246009,769.15,772.5,760.1
,CANHLIFE,CANHLIFE,CANHLIFE,154.9,149.77,5.13,3.43,41101270,159.0,166.69,153.9
,TATSILV,TATSILV,TATSILV,21.58,21.11,0.47,2.23,39931308,21.15,21.6,21.01
,BECTORFOOD,BECTORFOOD,BECTORFOOD,213.5,210.08,3.42,1.63,39878095,209.71,219.61,205.0
,GTLINFRA,GTLINFRA,GTLINFRA,1.26,1.25,0.01,0.8,37937223,1.26,1.28,1.24
,UNIONBANK,UNIONBANK,UNIONBANK,176.2,175.93,0.27,0.15,35646847,175.93,179.4,173.4
,SOUTHBANK,SOUTHBANK,SOUTHBANK,47.5,46.18,1.32,2.86,34232233,46.0,47.55,45.6
,OLAELEC,OLAELEC,OLAELEC,38.69,39.18,-0.49,-1.25,31215167,39.26,39.5,38.52
,SUZLON,SUZLON,SUZLON,53.17,53.09,0.08,0.15,31019284,53.09,53.5,52.85
,KALYANKJIL,KALYANKJIL,KALYANKJIL,578.5,570.0,8.5,1.49,28810655,568.0,580.75,555.05
,PNB,PNB,PNB,112.1,111.76,0.34,0.3,28685665,111.7,113.38,111.31
