id,organization,entry_date,heading,attachment,creation_date,recommend_date,target_price_date,target_price_date_epoch,target_price,recommended_price,scid,stkname,stockShortName,cmp,change,perChange,current_returns,potential_returns_per,exchange,recommended_price_falg,target_price_flag,stock_data,stk_url,recommend_flag
12849559,Prabhudas Lilladher,2024-10-24,Buy Supreme Industries; target of Rs 5752 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052127_Supreme-Industries-23102024-prabhu.pdf,20241024110520,"October 23, 2024",2024-10-23,20241023,5752,4579.05,SI48,Supreme Industries,Supreme Ind,3711.80,2.80,0.08,-18.9,54.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '5752', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",plastics/supremeindustries/SI48,BUY
12849561,Prabhudas Lilladher,2024-10-24,Buy Can Fin Homes; target of Rs 1000 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052116_Can-Fin-Homes-23102024-prabhu.pdf,20241024110507,"October 24, 2024",2024-10-24,20241024,1000,845.9,CFH,Can Fin Homes,Can Fin Homes,870.60,1.90,0.22,2.9,14.8,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1000', 'target_price_date': '24/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",finance-housing/canfinhomes/CFH,BUY
12849563,Prabhudas Lilladher,2024-10-24,Hold Mahindra Logistics; target of Rs 493 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052103_Mahindra-Logistics-23102024-prabhu.pdf,20241024110453,"October 23, 2024",2024-10-23,20241023,493,405.42,ML12,Mahindra Logistics,Mahindra Logist,432.35,0.75,0.17,6.6,14.0,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '493', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",diversified/mahindralogistics/ML04,HOLD
12849566,Prabhudas Lilladher,2024-10-24,Hold Hindustan Unilever; target of Rs 2744 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052055_Hindustan-Unilever-23102024-prabhu.pdf,20241024110439,"October 24, 2024",2024-10-24,20241024,2744,2502.95,HL,Hindustan Unilever,HUL,2231.50,-9.30,-0.42,-10.8,22.9,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '2744', 'target_price_date': '24/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",personal-care/hindustanunilever/HU,HOLD
12849570,Prabhudas Lilladher,2024-10-24,Hold TVS Motor Company; target of Rs 2628 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052044_TVS-Motor-Company-23102024-prabhu.pdf,20241024110421,"October 24, 2024",2024-10-24,20241024,2628,2482.4,TVS,TVS Motor Company,TVS Motor,3761.90,26.10,0.70,51.5,-30.1,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '2628', 'target_price_date': '24/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",auto-23-wheelers/tvsmotorcompany/TVS,HOLD
12849572,Prabhudas Lilladher,2024-10-24,Accumulate Kajaria Ceramics; target of Rs 1604 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052036_Kajaria-Ceramics-23102024-prabhu.pdf,20241024110404,"October 23, 2024",2024-10-23,20241023,1604,1261.4,KC06,Kajaria Ceramics,Kajaria Ceramic,1187.20,8.85,0.75,-5.8,35.1,N,,,"{'current': {'recommend_flag': 'A', 'target_price': '1604', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",ceramicsgranite/kajariaceramics/KC06,BUY
12849576,Prabhudas Lilladher,2024-10-24,Reduce SRF; target of Rs 2036 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/10/20241024052027_SRF-23102024-prabhu.pdf,20241024110338,"October 24, 2024",2024-10-24,20241024,2036,2256.0,SRF,SRF,SRF,2465.10,-29.40,-1.18,9.2,-17.4,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '2036', 'target_price_date': '24/10/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",diversified/srf/SRF,SELL
12849537,Anand Rathi,2024-10-24,Buy Kajaria Ceramics; target of Rs 1695: Anand Rathi,https://images.moneycontrol.com/static-mcnews/2024/10/20241024045005_Kajaria-Ceramics-24102024-anand.pdf,20241024102033,"October 23, 2024",2024-10-23,20241023,1695,1261.4,KC06,Kajaria Ceramics,Kajaria Ceramic,1187.20,8.85,0.75,-5.8,42.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1695', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Anand Rathi'}, 'previous': []}",ceramicsgranite/kajariaceramics/KC06,BUY
12849531,KRChoksey,2024-10-24,Reduce Persistent Systems; target of Rs 5441: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/10/20241024044316_Persistent-Systems-24102024-kr.pdf,20241024101526,"October 23, 2024",2024-10-23,20241023,5441,5717.7,PS15,Persistent Systems,Persistent,5325.20,-121.30,-2.23,-6.8,2.1,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '5441', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",computers-software/persistentsystems/PS15,SELL
12849525,KRChoksey,2024-10-24,Buy Varun Beverages; target of Rs 738: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/10/20241024043838_Varun-Beverages-24102024-kr.pdf,20241024100859,"October 23, 2024",2024-10-23,20241023,738,628.8,VB05,Varun Beverages,Varun Beverages,466.55,-7.35,-1.55,-25.8,58.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '738', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",food-processing/varunbeverages/VB05,BUY
12849503,Religare Retail Research,2024-10-24,"Accumulate UltraTech Cement; target of Rs 11,446: Religare Retail Research",https://images.moneycontrol.com/static-mcnews/2024/10/20241024041940_UltraTech-Cement-24102024-reli.pdf,20241024095611,"October 23, 2024",2024-10-23,20241023,11446,10752.2,UTC,UltraTech Cement,UltraTechCement,11917.00,31.00,0.26,10.8,-3.9,N,,,"{'current': {'recommend_flag': 'A', 'target_price': '11446', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Religare Retail Research'}, 'previous': []}",cement-major/ultratechcement/UTC01,BUY
12849441,Asit C. Mehta,2024-10-24,Buy ICICI Prudential Life Insurance Co; target of Rs 893: Asit C Mehta,https://images.moneycontrol.com/static-mcnews/2024/10/20241024033034_ICICI-Prudential-Life-Insurance-Co-23102024-asit.pdf,20241024090131,"October 23, 2024",2024-10-23,20241023,893,746.75,IPL01,ICICI Prudential Life Insurance Company,ICICI Prudentia,557.90,-4.10,-0.73,-25.2,60.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '893', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Asit C. Mehta'}, 'previous': []}",finance-general/iciciprudentiallifeinsurancecompany/IPL01,BUY
12848887,KRChoksey,2024-10-23,Buy Rossari Biotech; target of Rs 1034: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/10/20241023094003_Rossari-Biotech-23102024-kr.pdf,20241023151058,"October 23, 2024",2024-10-23,20241023,1034,778.75,RB04,Rossari Biotech,Rossari,496.40,-7.85,-1.56,-36.2,108.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1034', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",speciality-chemicals/rossaribiotech/RB05,BUY
12848883,Sharekhan,2024-10-23,Buy Bajaj Finance; target of Rs 9500: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/10/20241023093214_Bajaj-Finance-23102024-khan.pdf,20241023150244,"October 22, 2024",2024-10-22,20241022,9500,667.74,BAF,Bajaj Finance,Bajaj Finance,917.75,9.50,1.05,37.4,935.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '9500', 'target_price_date': '22/10/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",finance-nbfc/bajajfinance/BAF,BUY
12848703,Sharekhan,2024-10-23,Buy Persistent Systems; target of Rs 6200: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/10/20241023080026_Persistent-Systems-23102024-khan.pdf,20241023145311,"October 22, 2024",2024-10-22,20241022,6200,5156.4,PS15,Persistent Systems,Persistent,5325.20,-121.30,-2.23,3.2,16.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '6200', 'target_price_date': '22/10/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",computers-software/persistentsystems/PS15,BUY
12848696,ICICI Securities,2024-10-23,Buy Zomato; target of Rs 300: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023080041_Zomato-23102024-icici.pdf,20241023145242,"October 23, 2024",2024-10-23,20241023,300,263.85,Z01,Eternal,Eternal,254.88,2.27,0.90,-3.3,17.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '300', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",online-services/eternal/Z,BUY
12848663,ICICI Securities,2024-10-23,Hold Varun Beverages; target of Rs 606: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023082205_Varun-Beverages-23102024-icici.pdf,20241023144434,"October 23, 2024",2024-10-23,20241023,606,628.8,VB05,Varun Beverages,Varun Beverages,466.55,-7.35,-1.55,-25.8,29.8,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '606', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",food-processing/varunbeverages/VB05,HOLD
12848665,ICICI Securities,2024-10-23,Hold Multi Commodity Exchange of India; target of Rs 6670: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023081925_Multi-Commodity-Exchange-of-India-23102024-icici.pdf,20241023135047,"October 23, 2024",2024-10-23,20241023,6670,1336.28,MCE,Multi Commodity Exchange of India,MCX India,2859.10,3.00,0.11,113.9,133.2,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '6670', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",miscellaneous/multicommodityexchangeindia/MCE,HOLD
12848668,ICICI Securities,2024-10-23,Hold Supreme Industries; target of Rs 4457: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023081200_Supreme-Industries-23102024-icici.pdf,20241023134321,"October 23, 2024",2024-10-23,20241023,4457,4579.05,SI48,Supreme Industries,Supreme Ind,3711.80,2.80,0.08,-18.9,20.0,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '4457', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",plastics/supremeindustries/SI48,HOLD
12848670,ICICI Securities,2024-10-23,Reduce Mahindra Logistics; target of Rs 420: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023080912_Mahindra-Logistics-23102024-icici.pdf,20241023134057,"October 23, 2024",2024-10-23,20241023,420,405.42,ML12,Mahindra Logistics,Mahindra Logist,432.35,0.75,0.17,6.6,-2.8,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '420', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",diversified/mahindralogistics/ML04,SELL
12848688,ICICI Securities,2024-10-23,Buy Persistent Systems; target of Rs 6140: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023075304_Persistent-Systems-23102024-icici.pdf,20241023132806,"October 23, 2024",2024-10-23,20241023,6140,5717.7,PS15,Persistent Systems,Persistent,5325.20,-121.30,-2.23,-6.8,15.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '6140', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",computers-software/persistentsystems/PS15,BUY
12848692,ICICI Securities,2024-10-23,Buy Gravita India; target of Rs 3265: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023075250_Gravita-India-23102024-icici.pdf,20241023132550,"October 23, 2024",2024-10-23,20241023,3265,2142.3,GI24,Gravita India,Gravita India,1648.40,7.60,0.46,-23.0,98.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3265', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",metals-non-ferrous/gravitaindia/GI09,BUY
12848684,ICICI Securities,2024-10-23,Sell Indus Tower; target of Rs 280: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2024/10/20241023074630_Indus-Tower-23102024-icici.pdf,20241023131753,"October 22, 2024",2024-10-22,20241022,280,366.7,BI26,INDUS TOWERS,INDUS TOWERS,405.80,-6.45,-1.56,10.6,-31.0,N,,,"{'current': {'recommend_flag': 'S', 'target_price': '280', 'target_price_date': '22/10/2024', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",telecommunications-equipment/industowers/BI14,SELL
12848588,Anand Rathi,2024-10-23,Buy Bajaj Finance; target of Rs 7905: Anand Rathi,https://images.moneycontrol.com/static-mcnews/2024/10/20241023062950_Bajaj-Finserv-23102024-anand.pdf,20241023120011,"October 22, 2024",2024-10-22,20241022,7905,667.74,BAF,Bajaj Finance,Bajaj Finance,917.75,9.50,1.05,37.4,761.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '7905', 'target_price_date': '22/10/2024', 'P_ORGANIZATION': 'Anand Rathi'}, 'previous': []}",finance-nbfc/bajajfinance/BAF,BUY
12848577,Emkay Global Financial Services,2024-10-23,Buy Mahindra Finance; target of Rs 360: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/10/20241023061404_Mahindra-Finance-23102024-emkay.pdf,20241023114507,"October 23, 2024",2024-10-23,20241023,360,260.61,MMF04,Mahindra and Mahindra Financial Services,MM Financial,303.60,4.25,1.42,16.4,18.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '360', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",finance-nbfc/mahindramahindrafinancialservices/MMF04,BUY
12848566,Emkay Global Financial Services,2024-10-23,Buy Bajaj Finance; target of Rs 8800: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/10/20241023060915_Bajaj-Finance-23102024-emkay.pdf,20241023113948,"October 23, 2024",2024-10-23,20241023,8800,699.74,BAF,Bajaj Finance,Bajaj Finance,917.75,9.50,1.05,31.1,858.8,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '8800', 'target_price_date': '23/10/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",finance-nbfc/bajajfinance/BAF,BUY
12860559,Emkay Global Financial Services,2024-11-07,Buy JK Tyre; target of Rs 650: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/11/20241107095317_JK-Tyre-07112024-emkay.pdf,20241107152646,"November 07, 2024",2024-11-07,20241107,650,385.75,JKI,JK Tyre and Industries,JK Tyre Ind,419.05,-9.35,-2.18,8.6,55.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '650', 'target_price_date': '07/11/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",tyres/jktyreindustries/JKT01,BUY
12860549,Emkay Global Financial Services,2024-11-07,Buy Saregama India; target of Rs 580: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/11/20241107094242_Saregama-India-07112024-emkay.pdf,20241107151430,"November 06, 2024",2024-11-06,20241106,580,499.0,GCI,Saregama India,Saregama India,341.50,-2.40,-0.70,-31.5,69.8,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '580', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",mediaentertainment/saregamaindia/SI67,BUY
12860532,Emkay Global Financial Services,2024-11-07,Sell Hindalco; target of Rs 600: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2024/11/20241107093504_Hindalco-07112024-emkay.pdf,20241107150855,"November 07, 2024",2024-11-07,20241107,600,648.35,H,Hindalco Industries,Hindalco,1015.25,-23.75,-2.29,56.5,-40.9,N,,,"{'current': {'recommend_flag': 'S', 'target_price': '600', 'target_price_date': '07/11/2024', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",ironsteel/hindalcoindustries/HI,SELL
12860517,Motilal Oswal,2024-11-07,Buy Raymond Lifestyle; target of Rs 3000: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241107091654_Raymond-Lifestyle-07112024-moti.pdf,20241107144713,"November 06, 2024",2024-11-06,20241106,3000,2024.45,RLL01,Raymond Lifestyle,Raymond Life,797.85,-5.55,-0.69,-60.5,276.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3000', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",textilesapparel/raymondlifestyle/RLL01,BUY
12860510,Sharekhan,2024-11-07,Hold Carborundum Universal; target of Rs 1620: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/11/20241107090858_Carborundum-Universal-07112024-khan.pdf,20241107144033,"November 06, 2024",2024-11-06,20241106,1620,1455.2,CU,Carborundum Universal,Carborundum,941.15,1.05,0.11,-35.3,72.1,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '1620', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",abrasives/carborundumuniversal/CU,HOLD
12860499,Sharekhan,2024-11-07,Buy Amara Raja Energy and Mobility; target of Rs 1638: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/11/20241107090344_Amara-Raja-Energy-Mobility-07112024-khan.pdf,20241107143448,"November 06, 2024",2024-11-06,20241106,1638,1331.6,ARB,Amara Raja Energy & Mobility,Amara Raja,765.25,-13.30,-1.71,-42.5,114.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1638', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",auto-ancillaries/amararajaenergymobility/ARB,BUY
12860450,Sharekhan,2024-11-07,Buy Granules India; target of Rs 700: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/11/20241107080949_Granules-India-07112024-khan.pdf,20241107134057,"November 06, 2024",2024-11-06,20241106,700,576.3,GI22,Granules India,Granules India,664.45,8.75,1.33,15.2,5.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '700', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",pharmaceuticals/granulesindia/GI25,BUY
12860443,Sharekhan,2024-11-07,Buy Triveni Engineering and Industries; target of Rs 470: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/11/20241107080301_Triveni-Engineering-Industries-07112024-khan.pdf,20241107133522,"November 06, 2024",2024-11-06,20241106,470,404.6,TE10,Triveni Engineering and Industries,Triveni Engg,393.15,0.20,0.05,-2.8,19.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '470', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",sugar/triveniengineeringindustries/TE10,BUY
12860421,Sharekhan,2024-11-07,Buy Wonderla Holidays; target of Rs 991: Sharekhan,https://images.moneycontrol.com/static-mcnews/2024/11/20241107074250_Wonderla-Holidays-07112024-khan.pdf,20241107131924,"November 06, 2024",2024-11-06,20241106,991,839.5,WH03,Wonderla Holidays,Wonderla,529.45,-20.85,-3.79,-36.9,87.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '991', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Sharekhan'}, 'previous': []}",miscellaneous/wonderlaholidays/WH01,BUY
12860395,Prabhudas Lilladher,2024-11-07,Hold GAIL India target of Rs 204 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/11/20241107071122_GAIL-India-07112024-prabhu.pdf,20241107124541,"November 06, 2024",2024-11-06,20241106,204,208.9,GAI,GAIL India,GAIL,157.70,-0.12,-0.08,-24.5,29.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '204', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",oil-drillingexploration/gailindia/GAI,BUY
12860388,Prabhudas Lilladher,2024-11-07,Buy Oil India target of Rs 678 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/11/20241107070405_Oil-India-07112024-prabhu.pdf,20241107123616,"November 06, 2024",2024-11-06,20241106,678,525.25,OI13,Oil India,Oil India,471.70,1.60,0.34,-10.1,43.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '678', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",oil-drillingexploration/oilindia/OI13,BUY
12860374,Geojit Financial Services,2024-11-07,Buy InterGlobe Aviation; target of Rs 4675: Geojit Financial Services,https://images.moneycontrol.com/static-mcnews/2024/11/20241107064914_InterGlobe-Aviation-07112024-anand.pdf,20241107121955,"November 07, 2024",2024-11-07,20241107,4675,3996.05,IA05,Interglobe Aviation,Interglobe Avi,4678.20,39.80,0.86,17.0,0.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '4675', 'target_price_date': '07/11/2024', 'P_ORGANIZATION': 'Geojit Financial Services'}, 'previous': []}",transportlogistics/interglobeaviation/IA04,BUY
12860227,KRChoksey,2024-11-07,Hold Dr Reddys Laboratories; target of Rs 1329: KR Choksey,https://images.moneycontrol.com/static-mcnews/2024/11/20241107064052_Dr.-Reddy’s-Laboratories-07112024-kr.pdf,20241107121106,"November 06, 2024",2024-11-06,20241106,1329,1303.0,DRL,Dr Reddys Laboratories,Dr Reddys Labs,1232.60,-3.10,-0.25,-5.4,7.8,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '1329', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'KRChoksey'}, 'previous': []}",pharmaceuticals/drreddyslaboratories/DRL,HOLD
12860155,AnandRathi,2024-11-07,Buy MM Forgings; target of Rs 720: Anand Rathi,https://images.moneycontrol.com/static-mcnews/2024/11/20241107060521_MM-Forgings-07112024-anand.pdf,20241107113612,"November 05, 2024",2024-11-05,20241105,720,489.05,MMF,MM Forgings,MM Forgings,485.60,21.35,4.60,-0.7,48.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '720', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'AnandRathi'}, 'previous': []}",castingsforgings/mmforgings/MMF,BUY
12859753,Motilal Oswal,2024-11-06,Buy Tube Investments of India; target of Rs 4750: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241106145028_Tube-Investments-of-India_06112024_Motilal-Oswal.pdf,20241106202224,"November 05, 2024",2024-11-05,20241105,4750,4180.7,TIIND54076,Tube Investments of India Ltd,Tube Investment,2873.10,82.90,2.97,-31.2,65.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '4750', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",auto-ancillaries/tubeinvestmentsindialtd/TIIND54076,BUY
12859754,Motilal Oswal,2024-11-06,Buy Titan Company; target of Rs 3850: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241106145003_Titan-Company_06112024_Motilal-Oswal.pdf,20241106202220,"November 05, 2024",2024-11-05,20241105,3850,3233.05,TI01,Titan Company,Titan Company,4513.00,-12.90,-0.29,39.5,-14.6,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3850', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",miscellaneous/titancompany/TI01,BUY
12859752,Motilal Oswal,2024-11-06,Buy Mankind Pharma; target of Rs 3140: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241106144939_Mankind-Pharma_06112024_Motilal-Oswal.pdf,20241106202055,"November 05, 2024",2024-11-05,20241105,3140,2714.4,MP21,Mankind Pharma,Mankind Pharma,2144.00,19.00,0.89,-21.0,46.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3140', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",pharmaceuticalsdrugs/mankindpharma/MP22,BUY
12859750,Motilal Oswal,2024-11-06,Neutral Manappuram Finance; target of Rs 160: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241106144842_Manappuram-Finance_06112024_Motilal-Oswal.pdf,20241106202046,"November 06, 2024",2024-11-06,20241106,160,156.9,MGF01,Manappuram Finance,Manappuram Fin,269.10,0.20,0.07,71.5,-40.5,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '160', 'target_price_date': '06/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-leasinghire-purchase/manappuramfinance/MGF01,HOLD
12859749,Motilal Oswal,2024-11-06,Neutral KEC International; target of Rs 900: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241106144802_KEC-International_06112024_Motilal-Oswal.pdf,20241106202044,"November 05, 2024",2024-11-05,20241105,900,949.2,KEC03,KEC International,KEC Intl,559.55,-20.50,-3.53,-41.0,60.8,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '900', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",power-transmissionequipment/kecinternational/KEC04,HOLD
12859748,Motilal Oswal,2024-11-06,Neutral Dr Reddys Laboratories; target of Rs 1390: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2024/11/20241106144734_Dr-Reddys-Laboratories_06112024_Motilal-Oswal.pdf,20241106202042,"November 05, 2024",2024-11-05,20241105,1390,1272.55,DRL,Dr Reddys Laboratories,Dr Reddys Labs,1232.60,-3.10,-0.25,-3.1,12.7,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '1390', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",pharmaceuticals/drreddyslaboratories/DRL,HOLD
12859574,Prabhudas Lilladher,2024-11-06,Buy Titan Company target of Rs 3782 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/11/20241106105416_Titan-Company-06112024-prabhu.pdf,20241106162518,"November 05, 2024",2024-11-05,20241105,3782,3233.05,TI01,Titan Company,Titan Company,4513.00,-12.90,-0.29,39.5,-16.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3782', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",miscellaneous/titancompany/TI01,BUY
12859566,Prabhudas Lilladher,2024-11-06,Buy Narayana Hrudayalaya target of Rs 1420 Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2024/11/20241106104808_Narayana-Hrudayalaya-06112024-prabhu.pdf,20241106162032,"November 05, 2024",2024-11-05,20241105,1420,1196.3,NH,Narayana Hrudayalaya,Narayana Hruda,1800.20,-25.90,-1.42,50.4,-21.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1420', 'target_price_date': '05/11/2024', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",hospitalsmedical-services/narayanahrudayalaya/NH,BUY
