id,organization,entry_date,heading,attachment,creation_date,recommend_date,target_price_date,target_price_date_epoch,target_price,recommended_price,scid,stkname,stockShortName,cmp,change,perChange,current_returns,potential_returns_per,exchange,recommended_price_falg,target_price_flag,stock_data,stk_url,recommend_flag
13894024,Geojit Financial Services,2026-04-20,Buy Mrs Bectors Food Specialities; target of Rs 252: Geojit Financial Services,https://images.moneycontrol.com/static-mcnews/2026/04/20260420082636_Mrs-Bectors-Food-Specialities-2004026-geo.pdf,20260420142711,"April 20, 2026",2026-04-20,20260420,252,192.55,MBF01,Mrs. Bectors Food Specialities,Bectors Food,192.75,0.53,0.28,0.1,30.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '252', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'Geojit Financial Services'}, 'previous': []}",consumer-food/mrsbectorsfoodspecialities/MBF01,BUY
13893954,Anand Rathi,2026-04-20,Buy HDFC Bank; target of Rs 967: Anand Rathi,https://images.moneycontrol.com/static-mcnews/2026/04/20260420073348_HDFC-Bank-2004026-anand.pdf,20260420131029,"April 20, 2026",2026-04-20,20260420,967,799.9,HDF01,HDFC Bank,HDFC Bank,795.45,-4.45,-0.56,-0.5,21.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '967', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'Anand Rathi'}, 'previous': []}",banks-private-sector/hdfcbank/HDF01,BUY
13893864,Anand Rathi,2026-04-20,Buy ICICI Bank; target of Rs 1716: Anand Rathi,https://images.moneycontrol.com/static-mcnews/2026/04/20260420062509_HDFC-Bank-2004026-anand.pdf,20260420120738,"April 20, 2026",2026-04-20,20260420,1716,1356.0,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,0.0,26.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1716', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'Anand Rathi'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
13893843,ICICI Securities,2026-04-20,Buy HDFC Bank; target of Rs 1080: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2026/04/20260420055232_HDFC-Bank-2004026-moti.pdf,20260420112549,"April 19, 2026",2026-04-19,20260419,1080,799.9,HDF01,HDFC Bank,HDFC Bank,795.45,-4.45,-0.56,-0.5,35.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1080', 'target_price_date': '19/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",banks-private-sector/hdfcbank/HDF01,BUY
13893837,ICICI Securities,2026-04-20,Buy Bajaj Consumer Care; target of Rs 600: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2026/04/20260420054612_Bajaj-Consumer-Care-2004026-icici.pdf,20260420111806,"April 19, 2026",2026-04-19,20260419,600,470.45,BC14,Bajaj Consumer Care,Bajaj Consumer ,474.30,4.35,0.93,0.8,26.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '600', 'target_price_date': '19/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",personal-care/bajajconsumercare/BC02,BUY
13893828,ICICI Securities,2026-04-20,Buy ICICI Lombard General Insurance Company; target of Rs 2250: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2026/04/20260420053426_ICICI-Lombard-General-Insurance-Company-2004026-icici.pdf,20260420110443,"April 20, 2026",2026-04-20,20260420,2250,1890.8,ILG,ICICI Lombard General Insurance Company,ICICI Lombard ,1876.50,-15.10,-0.80,-0.7,19.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2250', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",multiline-insurancebrokers/icicilombardgeneralinsurancecompany/ILG,BUY
13893816,ICICI Securities,2026-04-20,Buy ICICI Prudential Life Insurance Company; target of Rs 705: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2026/04/20260420052828_ICICI-Prudential-Life-Insurance-Company-2004026-icici.pdf,20260420105920,"April 20, 2026",2026-04-20,20260420,705,562.4,IPL01,ICICI Prudential Life Insurance Company,ICICI Prudentia,557.90,-4.10,-0.73,-0.8,26.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '705', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",finance-general/iciciprudentiallifeinsurancecompany/IPL01,BUY
13893803,ICICI Securities,2026-04-20,Hold Yes Bank; target of Rs 21: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2026/04/20260420051025_Yes-Bank-2004026-icici.pdf,20260420104118,"April 19, 2026",2026-04-19,20260419,21,20.2,YB,Yes Bank,Yes Bank,19.84,-0.35,-1.73,-1.7,5.8,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '21', 'target_price_date': '19/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",banks-private-sector/yesbank/YB,HOLD
13893778,Motilal Oswal,2026-04-20,Buy HDFC Bank; target of Rs 1100: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260420045604_HDFC-Bank-2004026-moti.pdf,20260420102623,"April 19, 2026",2026-04-19,20260419,1100,799.9,HDF01,HDFC Bank,HDFC Bank,795.45,-4.45,-0.56,-0.5,38.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1100', 'target_price_date': '19/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/hdfcbank/HDF01,BUY
13893773,Motilal Oswal,2026-04-20,Buy ICICI Bank; target of Rs 1750: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260420045005_ICICI-Bank-2004026-moti.pdf,20260420102027,"April 19, 2026",2026-04-19,20260419,1750,1347.5,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,0.6,29.0,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1750', 'target_price_date': '19/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
13893761,Prabhudas Lilladher,2026-04-20,Buy HDFC Bank; target of Rs 1100: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260420042934_HDFC-Bank-2004026-prabhu.pdf,20260420095946,"April 20, 2026",2026-04-20,20260420,1100,799.9,HDF01,HDFC Bank,HDFC Bank,795.45,-4.45,-0.56,-0.5,38.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1100', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",banks-private-sector/hdfcbank/HDF01,BUY
13893754,Prabhudas Lilladher,2026-04-20,Buy ICICI Bank; target of Rs 1825: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260420042432_ICICI-Bank-2004026-prabhu.pdf,20260420095450,"April 20, 2026",2026-04-20,20260420,1825,1356.0,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,0.0,34.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1825', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
13893685,LKP Securities Limited,2026-04-20,Buy ICICI Bank; target of Rs 1730: LKP Research,https://images.moneycontrol.com/static-mcnews/2026/04/20260420031755_ICICI-Bank-2004026-lkp.pdf,20260420084813,"April 20, 2026",2026-04-20,20260420,1730,1356.0,ICI02,ICICI Bank,ICICI Bank,1356.20,9.40,0.70,0.0,27.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1730', 'target_price_date': '20/04/2026', 'P_ORGANIZATION': 'LKP Securities Limited'}, 'previous': []}",banks-private-sector/icicibank/ICI02,BUY
13891844,Anand Rathi,2026-04-17,Buy ICICI Prudential AMC; target of Rs 3800: Anand Rathi,https://images.moneycontrol.com/static-mcnews/2026/04/20260417082930_ICICI-Prudential-AMC-1704026-anand.pdf,20260417140001,"April 17, 2026",2026-04-17,20260417,3800,3334.05,IPA02,ICICI Prudential Asset Management Company,ICICIAMC,3295.70,-43.20,-1.29,-1.1,15.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3800', 'target_price_date': '17/04/2026', 'P_ORGANIZATION': 'Anand Rathi'}, 'previous': []}",finance-investment/iciciprudentialassetmanagementcompany/IPA02,BUY
13891773,Motilal Oswal,2026-04-17,"Buy Dixon Technologies; target of Rs 14,700: Motilal Oswal",https://images.moneycontrol.com/static-mcnews/2026/04/20260417074655_Dixon-Technologies-1704026-moti.pdf,20260417135029,"April 16, 2026",2026-04-16,20260416,14700,11285.9,DT07,Dixon Technologies,Dixon Technolog,11211.00,-160.50,-1.41,-0.6,31.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '14700', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",electricals/dixontechnologies/DT07,BUY
13891736,Motilal Oswal,2026-04-17,Buy HDFC Life Insurance; target of Rs 760: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260417065532_HDFC-Life-Insurance-1704026-moti.pdf,20260417122545,"April 16, 2026",2026-04-16,20260416,760,631.55,HSL01,HDFC Life Insurance Company,HDFC Life,609.75,-6.70,-1.09,-3.4,24.6,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '760', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",lifehealth-insurance/hdfclifeinsurancecompany/HSL01,BUY
13891715,Motilal Oswal,2026-04-17,Buy HDFC AMC; target of Rs 3170: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260417063225_HDFC-AMC-1704026-moti.pdf,20260417120239,"April 16, 2026",2026-04-16,20260416,3170,2662.6,HAM02,HDFC Asset Management Company ,HDFC AMC,2768.20,-24.20,-0.87,3.9,14.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3170', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-investments/hdfcassetmanagementcompany/HAM02,BUY
13891701,Motilal Oswal,2026-04-17,Neutral Vedant Fashions; target of Rs 420: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260417062708_Vedant-Fashions-1704026-moti.pdf,20260417115727,"April 16, 2026",2026-04-16,20260416,420,427.8,VF10,Vedant Fashions,Vedant Fashions,448.70,6.15,1.39,4.8,-6.3,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '420', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",retailing/vedantfashions/VF04,HOLD
13891690,Motilal Oswal,2026-04-17,Neutral Wipro; target of Rs 215: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260417062220_Wipro-1704026-moti.pdf,20260417115238,"April 16, 2026",2026-04-16,20260416,215,210.2,W,Wipro,Wipro,202.48,-1.84,-0.90,-3.6,6.1,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '215', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",computers-software/wipro/W,HOLD
13891669,Prabhudas Lilladher,2026-04-17,Hold Wipro; target of Rs 200: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260417060037_Wipro-1704026-icici.pdf,20260417113328,"April 16, 2026",2026-04-16,20260416,200,210.2,W,Wipro,Wipro,202.48,-1.84,-0.90,-3.6,-1.2,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '200', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",computers-software/wipro/W,HOLD
13891656,Prabhudas Lilladher,2026-04-17,Buy HDFC Life Insurance Company; target of Rs 835: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260417055719_HDFC-Life-Insurance-1704026-prabhu.pdf,20260417112810,"April 16, 2026",2026-04-16,20260416,835,631.55,HSL01,HDFC Life Insurance Company,HDFC Life,609.75,-6.70,-1.09,-3.4,36.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '835', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",lifehealth-insurance/hdfclifeinsurancecompany/HSL01,BUY
13891639,Prabhudas Lilladher,2026-04-17,Buy HDFC Asset Management Company; target of Rs 3000: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260417052906_HDFC-Asset-Management-1704026-prabhu.pdf,20260417110147,"April 16, 2026",2026-04-16,20260416,3000,2662.6,HAM02,HDFC Asset Management Company ,HDFC AMC,2768.20,-24.20,-0.87,3.9,8.3,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3000', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",finance-investments/hdfcassetmanagementcompany/HAM02,BUY
13891609,ICICI Securities,2026-04-17,Hold Wipro; target of Rs 200: ICICI Securities,https://images.moneycontrol.com/static-mcnews/2026/04/20260417052036_Wipro-1704026-icici.pdf,20260417105114,"April 17, 2026",2026-04-17,20260417,200,204.35,W,Wipro,Wipro,202.48,-1.84,-0.90,-0.9,-1.2,N,,,"{'current': {'recommend_flag': 'H', 'target_price': '200', 'target_price_date': '17/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",computers-software/wipro/W,HOLD
13890704,Motilal Oswal,2026-04-16,Buy Cholamandalam Investment and Finance; target of Rs 1870: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260416073441_Cholamandalam-Inv-1604026-moti.pdf,20260416130539,"April 15, 2026",2026-04-15,20260415,1870,1549.1,CIF01,Cholamandalam Investment and Finance Company,Chola Invest.,1569.30,-9.70,-0.61,1.3,19.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1870', 'target_price_date': '15/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-nbfc/cholamandalaminvestmentfinancecompany/CDB,BUY
13890700,Motilal Oswal,2026-04-16,Buy MTAR Technologies; target of Rs 6000: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260416072725_MTAR-Technologies-1604026-moti.pdf,20260416125944,"April 15, 2026",2026-04-15,20260415,6000,4946.65,MT14,MTAR Technologies,MTAR Tech,4942.00,84.20,1.73,0.0,21.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '6000', 'target_price_date': '15/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",aerospacedefence/mtartechnologies/MT15,BUY
13890692,Motilal Oswal,2026-04-16,Buy Rubicon Research; target of Rs 955: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260416072437_Rubicon-Research-1604026-moti.pdf,20260416125533,"April 15, 2026",2026-04-15,20260415,955,824.55,RRL04,Rubicon Research,Rubicon Res,927.55,28.65,3.19,12.4,2.9,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '955', 'target_price_date': '15/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",pharmaceuticalsdrugs/rubiconresearch/RRL04,BUY
13890684,Motilal Oswal,2026-04-16,Buy ICICI Lombard; target of Rs 2230: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260416072032_ICICI-Lombard-1604026-moti.pdf,20260416125051,"April 15, 2026",2026-04-15,20260415,2230,1859.25,ILG,ICICI Lombard General Insurance Company,ICICI Lombard ,1876.50,-15.10,-0.80,0.9,18.8,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '2230', 'target_price_date': '15/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",multiline-insurancebrokers/icicilombardgeneralinsurancecompany/ILG,BUY
13890647,Prabhudas Lilladher,2026-04-16,Buy Nuvoco Vistas Corporation; target of Rs 474: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260416065140_Nuvoco-Vistas-Corporation-1604026-prabhu.pdf,20260416122158,"April 16, 2026",2026-04-16,20260416,474,310.5,NVC,Nuvoco Vistas Corporation,Nuvoco Vistas,308.20,-3.20,-1.03,-0.7,53.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '474', 'target_price_date': '16/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",cement/nuvocovistascorporation/NVC,BUY
13889481,Emkay Global Financial Services,2026-04-15,Reduce ABB India; target of Rs 6400: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2026/04/20260415073112_ABB-India-1504026-emkay.pdf,20260415144333,"April 14, 2026",2026-04-14,20260414,6400,6829.75,ABB,ABB India,ABB India,7158.00,128.50,1.83,4.8,-10.5,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '6400', 'target_price_date': '14/04/2026', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",infrastructure-general/abbindia/ABB,SELL
13889375,Motilal Oswal,2026-04-15,Buy ICICI Prudential AMC; target of Rs 3850: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260415060217_ICICI-Prudential-AMC-1504026-moti.pdf,20260415124043,"April 14, 2026",2026-04-14,20260414,3850,3351.6,IPA02,ICICI Prudential Asset Management Company,ICICIAMC,3295.70,-43.20,-1.29,-1.6,16.8,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3850', 'target_price_date': '14/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-investment/iciciprudentialassetmanagementcompany/IPA02,BUY
13889323,Motilal Oswal,2026-04-15,Buy ICICI Prudential Life Insurance; target of Rs 650: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260415054248_ICICI-Prudential-Life-Insurance-1504026-moti.pdf,20260415111331,"April 15, 2026",2026-04-15,20260415,650,561.35,IPL01,ICICI Prudential Life Insurance Company,ICICI Prudentia,557.90,-4.10,-0.73,-0.6,16.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '650', 'target_price_date': '15/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-general/iciciprudentiallifeinsurancecompany/IPL01,BUY
13889262,Prabhudas Lilladher,2026-04-15,Buy ICICI Prudential Asset Management Company; target of Rs 3585: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260415043726_ICICI-Prudential-Asset-Management-1504026-prabhu.pdf,20260415100743,"April 14, 2026",2026-04-14,20260414,3585,3351.6,IPA02,ICICI Prudential Asset Management Company,ICICIAMC,3295.70,-43.20,-1.29,-1.6,8.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3585', 'target_price_date': '14/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",finance-investment/iciciprudentialassetmanagementcompany/IPA02,BUY
13888222,Motilal Oswal,2026-04-14,Buy Hero MotoCorp; target of Rs 6205: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260414054612_Hero-MotoCorp-1404026-moti.pdf,20260414111636,"April 13, 2026",2026-04-13,20260413,6205,5246.65,HHM,Hero Motocorp,Hero Motocorp,5282.50,52.00,0.99,0.6,17.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '6205', 'target_price_date': '13/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",auto-23-wheelers/heromotocorp/HHM,BUY
13888210,Prabhudas Lilladher,2026-04-14,Reduce Deepak Nitrite; target of Rs 1354: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260414053548_Deepak-Nitrite-1404026-prabhu.pdf,20260414110823,"April 13, 2026",2026-04-13,20260413,1354,1475.1,DN,Deepak Nitrite,Deepak Nitrite,1535.40,-2.70,-0.18,4.0,-11.8,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '1354', 'target_price_date': '13/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",chemicals/deepaknitrite/DN,SELL
13887535,Motilal Oswal,2026-04-13,Neutral Anand Rathi Wealth; target of Rs 3100: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260413094235_Anand-Rathi-Wealth-1304026-moti.pdf,20260413151548,"April 13, 2026",2026-04-13,20260413,3100,3590.6,ARW,Anand Rathi Wealth,Anand Rathi,3663.90,-25.90,-0.70,2.0,-15.3,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '3100', 'target_price_date': '13/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",finance-investment/anandrathiwealth/ARW,HOLD
13887528,Motilal Oswal,2026-04-13,Buy LT Foods; target of Rs 500: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260413093946_LT-Foods-1304026-moti.pdf,20260413151035,"April 10, 2026",2026-04-10,20260410,500,410.2,LTO,LT Foods,LT Foods,415.65,-6.35,-1.50,1.3,20.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '500', 'target_price_date': '10/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",consumer-food/ltfoods/LTF,BUY
13887520,Geojit Financial Services,2026-04-13,Buy Astral; target of Rs 1912: Geojit Financial Services,https://images.moneycontrol.com/static-mcnews/2026/04/20260413093412_Astral-1304026-geo.pdf,20260413150454,"April 13, 2026",2026-04-13,20260413,1912,1625.85,APT02,Astral Limited,Astral Ltd,1591.40,-13.60,-0.85,-2.1,20.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1912', 'target_price_date': '13/04/2026', 'P_ORGANIZATION': 'Geojit Financial Services'}, 'previous': []}",plastics/astrallimited/APT02,BUY
13887252,ICICI Securities,2026-04-13,Buy Sumitomo Chemicals; target of Rs 515: ICICI Direct,https://images.moneycontrol.com/static-mcnews/2026/04/20260413050213_Sumitomo-Chemicals-1304026-icici.pdf,20260413104852,"April 13, 2026",2026-04-13,20260413,515,422.15,SUMIC54292,SUMITOMO CHEMICAL INDIA LIMITE,SUMITOMO,446.25,3.85,0.87,5.7,15.4,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '515', 'target_price_date': '13/04/2026', 'P_ORGANIZATION': 'ICICI Securities'}, 'previous': []}",pesticidesagrochemicals/sumitomochemicalindialimite/SUMIC54292,BUY
13885360,Emkay Global Financial Services,2026-04-10,Buy Aditya Birla Real Estate; target of Rs 1750: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2026/04/20260410061621_Aditya-Birla-Real-Estate-1004026-emkay.pdf,20260410114919,"April 09, 2026",2026-04-09,20260409,1750,1289.65,CTI,Aditya Birla Real Estate,Aditya Birla Re,1403.60,-16.80,-1.18,8.8,24.6,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '1750', 'target_price_date': '09/04/2026', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",construction-real-estate/adityabirlarealestate/CTI,BUY
13885297,Motilal Oswal,2026-04-10,Buy TCS; target of Rs 3000: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260410050945_TCS-1004026-moti.pdf,20260410104006,"April 09, 2026",2026-04-09,20260409,3000,2587.75,TCS,Tata Consultancy Services,TCS,2579.60,-1.90,-0.07,-0.3,16.2,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3000', 'target_price_date': '09/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",computers-software/tataconsultancyservices/TCS,BUY
13885283,Prabhudas Lilladher,2026-04-10,Buy Tata Consultancy Services; target of Rs 3450: Prabhudas Lilladher,https://images.moneycontrol.com/static-mcnews/2026/04/20260410045842_TCS-1004026-prabhu.pdf,20260410102859,"April 10, 2026",2026-04-10,20260410,3450,2524.35,TCS,Tata Consultancy Services,TCS,2579.60,-1.90,-0.07,2.1,33.7,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3450', 'target_price_date': '10/04/2026', 'P_ORGANIZATION': 'Prabhudas Lilladher'}, 'previous': []}",computers-software/tataconsultancyservices/TCS,BUY
13885226,Choice Institutional Equities,2026-04-10,Buy TCS; target of Rs 3350: Choice Institutional Equities,https://images.moneycontrol.com/static-mcnews/2026/04/20260410040645_TCS-1004026-choice.pdf,20260410093724,"April 10, 2026",2026-04-10,20260410,3350,2524.35,TCS,Tata Consultancy Services,TCS,2579.60,-1.90,-0.07,2.1,29.8,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '3350', 'target_price_date': '10/04/2026', 'P_ORGANIZATION': 'Choice Institutional Equities'}, 'previous': []}",computers-software/tataconsultancyservices/TCS,BUY
13884544,Motilal Oswal,2026-04-09,"Neutral Bosch; target of Rs 35,323: Motilal Oswal",https://images.moneycontrol.com/static-mcnews/2026/04/20260409081109_Bosch-0904026-moti.pdf,20260409134201,"April 09, 2026",2026-04-09,20260409,35323,36760.35,MIC,Bosch,Bosch,37790.00,285.00,0.76,2.8,-6.5,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '35323', 'target_price_date': '09/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",auto-ancillaries/bosch/B05,HOLD
13883254,Motilal Oswal,2026-04-08,Neutral IEX; target of Rs 137: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260408065652_IEX-0804026-moti.pdf,20260408122922,"April 07, 2026",2026-04-07,20260407,137,126.8,IEE,Indian Energy Exchange,IEX,124.99,-10.82,-7.97,-1.4,9.6,N,,,"{'current': {'recommend_flag': 'N', 'target_price': '137', 'target_price_date': '07/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",diversified/indianenergyexchange/IEE,HOLD
13883238,Motilal Oswal,2026-04-08,Buy Coal India; target of Rs 535: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260408062044_Coal-India-0804026-moti.pdf,20260408115123,"April 07, 2026",2026-04-07,20260407,535,462.85,CI29,Coal India,Coal India,441.75,3.00,0.68,-4.5,21.1,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '535', 'target_price_date': '07/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",miningminerals/coalindia/CI11,BUY
13881992,Emkay Global Financial Services,2026-04-07,Reduce Wipro; target of Rs 210: Emkay Global Financial,https://images.moneycontrol.com/static-mcnews/2026/04/20260407062548_Wipro-0704026-emkay.pdf,20260407115611,"April 06, 2026",2026-04-06,20260406,210,197.2,W,Wipro,Wipro,202.48,-1.84,-0.90,2.6,3.7,N,,,"{'current': {'recommend_flag': 'R', 'target_price': '210', 'target_price_date': '06/04/2026', 'P_ORGANIZATION': 'Emkay Global Financial Services'}, 'previous': []}",computers-software/wipro/W,SELL
13880876,Motilal Oswal,2026-04-06,Buy Avenue Supermarts; target of Rs 5000: Motilal Oswal,https://images.moneycontrol.com/static-mcnews/2026/04/20260406055020_Avenue-Supermarts-0604026-moti.pdf,20260406113220,"April 06, 2026",2026-04-06,20260406,5000,4551.35,AS28,Avenue Supermarts,Avenue Supermar,4605.20,-23.30,-0.50,1.1,8.5,N,,,"{'current': {'recommend_flag': 'B', 'target_price': '5000', 'target_price_date': '06/04/2026', 'P_ORGANIZATION': 'Motilal Oswal'}, 'previous': []}",retail/avenuesupermarts/AS19,BUY
