scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
EL01,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1520}, {'name': 'Prabhudas Lilladher', 'target_price': 1800}]",Eris Lifesciences,Eris Life,1432.40,-13.10,-0.91,15.8,pharmaceuticalsdrugs/erislifesciences/EL01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1432.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1520, 'percentages': 6.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1660, 'percentages': 15.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1800, 'percentages': 25.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 25.66, 'minRangePer': 23.81, 'maxRanegPer': 61.88, 'rangeDiffPer': 38.07, 'mindiff_total': 6.11, 'maxdiff_total': 15.88}",#52B974
GL02,2,1,1,0,"[{'name': 'Anand Rathi', 'target_price': 2368}, {'name': 'East India Securities Ltd', 'target_price': 2359}]",Stylam Industries,Stylam Ind,2240.00,-3.60,-0.16,5.5,miscellaneous/stylamindustries/GL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2240, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2359, 'percentages': 5.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2363.5, 'percentages': 5.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2368, 'percentages': 5.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 5.71, 'minRangePer': 92.99, 'maxRanegPer': 96.49, 'rangeDiffPer': 3.5, 'mindiff_total': 5.31, 'maxdiff_total': 5.51}",#52B974
BFC,2,0,2,0,"[{'name': 'Motilal Oswal', 'target_price': 1597}, {'name': 'Prabhudas Lilladher', 'target_price': 1050}]",Bharat Forge,Bharat Forge,1866.20,5.70,0.31,-29.0,castingsforgings/bharatforge/BF03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1050, 'percentages': -43.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1323.5, 'percentages': -29, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1597, 'percentages': -14.4, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1866.2, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 77.73, 'minRangePer': 33.5, 'maxRanegPer': 67.01, 'rangeDiffPer': 33.51, 'mindiff_total': 26.04, 'maxdiff_total': 52.09}",#E3515C
SP,2,1,1,0,"[{'name': 'Deven Choksey', 'target_price': 790}, {'name': 'KRChoksey', 'target_price': 683}]",Supreme Petrochem,Supreme Petro,769.90,-4.90,-0.63,-4.3,petrochemicals/supremepetrochem/SP,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 683, 'percentages': -11.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 736.5, 'percentages': -4.3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 769.9, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 790, 'percentages': 2.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 15.66, 'minRangePer': 50, 'maxRanegPer': 81.22, 'rangeDiffPer': 31.22, 'mindiff_total': 7.83, 'maxdiff_total': 12.72}",#E3515C
AO05,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 1783}, {'name': 'KRChoksey', 'target_price': 2613}]",Acutaas Chemicals,Acutaas Chem,2410.70,49.00,2.07,-8.8,speciality-chemicals/acutaaschemicals/AO05,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1783, 'percentages': -26, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2198, 'percentages': -8.8, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2410.7, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 2613, 'percentages': 8.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 46.55, 'minRangePer': 49.98, 'maxRanegPer': 75.61, 'rangeDiffPer': 25.63, 'mindiff_total': 23.27, 'maxdiff_total': 35.2}",#E3515C
YB,2,0,1,1,"[{'name': 'ICICI Securities', 'target_price': 21}, {'name': 'Emkay Global Financial Services', 'target_price': 17}]",Yes Bank,Yes Bank,19.84,-0.35,-1.73,-4.2,banks-private-sector/yesbank/YB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 17, 'percentages': -14.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 19, 'percentages': -4.2, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 19.84, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 21, 'percentages': 5.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 23.52, 'minRangePer': 50, 'maxRanegPer': 71, 'rangeDiffPer': 21, 'mindiff_total': 11.76, 'maxdiff_total': 16.7}",#E3515C
TP13,2,1,0,1,"[{'name': 'ICICI Securities', 'target_price': 1240}, {'name': 'Geojit Financial Services', 'target_price': 1377}]",Torrent Power,Torrent Power,1606.30,41.30,2.64,-18.5,power-generationdistribution/torrentpower/TP14,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1240, 'percentages': -22.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1308.5, 'percentages': -18.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1377, 'percentages': -14.2, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1606.3, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 29.54, 'minRangePer': 18.68, 'maxRanegPer': 37.37, 'rangeDiffPer': 18.68, 'mindiff_total': 5.52, 'maxdiff_total': 11.04}",#E3515C
CAM,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 4900}, {'name': 'Geojit Financial Services', 'target_price': 4425}]",Computer Age Management Services,CAMS,749.25,-0.90,-0.12,522.2,finance-investment/computeragemanagementservices/CAM,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 749.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 4425, 'percentages': 490.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4662.5, 'percentages': 522.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4900, 'percentages': 553.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 553.98, 'minRangePer': 88.55, 'maxRanegPer': 94.27, 'rangeDiffPer': 5.71, 'mindiff_total': 490.59, 'maxdiff_total': 522.28}",#52B974
BDE,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 7900}, {'name': 'ICICI Securities', 'target_price': 7330}]",Blue Dart Express,Blue Dart,5502.90,111.90,2.08,38.3,couriers/bluedartexpress/BDE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 5502.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 7330, 'percentages': 33.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 7615, 'percentages': 38.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7900, 'percentages': 43.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.56, 'minRangePer': 76.21, 'maxRanegPer': 88.1, 'rangeDiffPer': 11.89, 'mindiff_total': 33.2, 'maxdiff_total': 38.38}",#52B974
SED01,2,2,0,0,"[{'name': 'Anand Rathi', 'target_price': 395}, {'name': 'AnandRathi', 'target_price': 442}]",Suraj Estate Developers,Suraj Estate,239.31,-6.26,-2.55,74.8,construction-real-estate/surajestatedevelopers/SED01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 239.31, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 395, 'percentages': 65, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 418.5, 'percentages': 74.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 442, 'percentages': 84.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 84.69, 'minRangePer': 76.8, 'maxRanegPer': 88.4, 'rangeDiffPer': 11.6, 'mindiff_total': 65.05, 'maxdiff_total': 74.87}",#52B974
MH09,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 2400}, {'name': 'Emkay Global Financial Services', 'target_price': 2050}]",Metropolis Healthcare,Metropolis,475.40,3.70,0.78,368.0,hospitalsmedical-services/metropolishealthcare/MH06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 475.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2050, 'percentages': 331.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2225, 'percentages': 368, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2400, 'percentages': 404.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 404.83, 'minRangePer': 81.81, 'maxRanegPer': 90.9, 'rangeDiffPer': 9.09, 'mindiff_total': 331.21, 'maxdiff_total': 368.02}",#52B974
IIL03,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 19}, {'name': 'KRChoksey', 'target_price': 27}]",AvenuesAI,AvenuesAI,14.78,-0.43,-2.83,55.6,online-services/avenuesai/IIL03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 14.78, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 19, 'percentages': 28.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 23, 'percentages': 55.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 27, 'percentages': 82.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 82.67, 'minRangePer': 34.53, 'maxRanegPer': 67.26, 'rangeDiffPer': 32.73, 'mindiff_total': 28.55, 'maxdiff_total': 55.61}",#52B974
VDC01,2,1,0,1,"[{'name': 'ICICI Securities', 'target_price': 950}, {'name': 'Emkay Global Financial Services', 'target_price': 1150}]",Vijaya Diagnostic Centre,Vijaya Diagnost,1023.40,0.85,0.08,2.5,hospitalhealthcare-services/vijayadiagnosticcentre/VDC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -7.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1023.4, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1050, 'percentages': 2.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 12.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 21.05, 'minRangePer': 36.67, 'maxRanegPer': 49.97, 'rangeDiffPer': 13.29, 'mindiff_total': 7.72, 'maxdiff_total': 10.52}",#52B974
WI,2,0,0,2,"[{'name': 'ICICI Securities', 'target_price': 1100}, {'name': 'Motilal Oswal', 'target_price': 1100}]",Whirlpool of India,Whirlpool,925.60,35.80,4.02,18.8,consumer-goods-white-goods/whirlpoolindia/WI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 925.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1100, 'percentages': 18.8, 'color': 'red'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 18.8, 'color': 'green'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1100, 'percentages': 18.8, 'color': 'blue'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 18.84, 'minRangePer': 100, 'maxRanegPer': 100, 'rangeDiffPer': 0, 'mindiff_total': 18.84, 'maxdiff_total': 18.84}",#52B974
ARI02,2,1,1,0,"[{'name': 'Deven Choksey', 'target_price': 1230}, {'name': 'KRChoksey', 'target_price': 694}]",Anupam Rasayan India,Anupam Rasayan,1309.00,21.00,1.63,-26.5,speciality-chemicals/anupamrasayanindia/ARI02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 694, 'percentages': -46.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 962, 'percentages': -26.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1230, 'percentages': -6, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1309, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 88.61, 'minRangePer': 43.57, 'maxRanegPer': 87.15, 'rangeDiffPer': 43.58, 'mindiff_total': 38.61, 'maxdiff_total': 77.23}",#E3515C
DSL01,2,2,0,0,"[{'name': 'Choice Equity Broking', 'target_price': 230}, {'name': 'LKP Securities Limited', 'target_price': 229}]",Capri Global Capital,Capri Global,185.00,2.87,1.58,24.0,finance-general/capriglobalcapital/MMF05,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 185, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 229, 'percentages': 23.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 229.5, 'percentages': 24, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 230, 'percentages': 24.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 24.32, 'minRangePer': 97.77, 'maxRanegPer': 98.88, 'rangeDiffPer': 1.1, 'mindiff_total': 23.78, 'maxdiff_total': 24.05}",#52B974
WAB,2,1,1,0,"[{'name': 'ICICI Securities', 'target_price': 13600}, {'name': 'AnandRathi', 'target_price': 16000}]",ZF Commercial Vehicle Control Systems India,ZFCVINDIA,15032.00,532.00,3.67,-1.5,auto-ancillaries-others/zfcommercialvehiclecontrolsystemsindia/WAB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13600, 'percentages': -9.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 14800, 'percentages': -1.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 15032, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 16000, 'percentages': 6.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 17.64, 'minRangePer': 50, 'maxRanegPer': 59.63, 'rangeDiffPer': 9.63, 'mindiff_total': 8.82, 'maxdiff_total': 10.52}",#E3515C
PFR,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 90}, {'name': 'Sharekhan', 'target_price': 95}]",Aditya Birla Fashion & Retail,Aditya Birla F,64.78,0.67,1.05,42.7,retail/adityabirlafashionretail/PFR,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 64.78, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 90, 'percentages': 38.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 92.5, 'percentages': 42.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 95, 'percentages': 46.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 46.65, 'minRangePer': 83.45, 'maxRanegPer': 91.72, 'rangeDiffPer': 8.26, 'mindiff_total': 38.93, 'maxdiff_total': 42.79}",#52B974
GD01,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 94}, {'name': 'Sharekhan', 'target_price': 105}]",Gateway Distriparks,Gateway Distri,58.25,-1.06,-1.79,70.8,miscellaneous/gatewaydistriparks/GD01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 58.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 94, 'percentages': 61.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 99.5, 'percentages': 70.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 105, 'percentages': 80.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 80.25, 'minRangePer': 76.47, 'maxRanegPer': 88.23, 'rangeDiffPer': 11.76, 'mindiff_total': 61.37, 'maxdiff_total': 70.81}",#52B974
MMF,2,2,0,0,"[{'name': 'Anand Rathi', 'target_price': 600}, {'name': 'AnandRathi', 'target_price': 720}]",MM Forgings,MM Forgings,485.60,21.35,4.60,35.9,castingsforgings/mmforgings/MMF,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 485.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 600, 'percentages': 23.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 660, 'percentages': 35.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 720, 'percentages': 48.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 48.27, 'minRangePer': 48.78, 'maxRanegPer': 74.39, 'rangeDiffPer': 25.61, 'mindiff_total': 23.55, 'maxdiff_total': 35.91}",#52B974
BJH,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 500}, {'name': 'Motilal Oswal', 'target_price': 500}]",Blue Jet Healthcare,Blue Jet,412.35,-10.30,-2.44,21.2,pharmaceuticalsdrugs/bluejethealthcare/BJH,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 412.35, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 500, 'percentages': 21.2, 'color': 'red'}, {'id': 'max_target_price', 'name': 'High', 'value': 500, 'percentages': 21.2, 'color': 'green'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 500, 'percentages': 21.2, 'color': 'blue'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 21.25, 'minRangePer': 100, 'maxRanegPer': 100, 'rangeDiffPer': 0, 'mindiff_total': 21.25, 'maxdiff_total': 21.25}",#52B974
KPI01,2,2,0,0,"[{'name': 'Mirae Asset Sharekhan', 'target_price': 450}, {'name': 'Sharekhan', 'target_price': 480}]",Birlasoft,Birlasoft,381.60,-9.10,-2.33,21.8,computers-software-mediumsmall/birlasoft/KPI02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 381.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 450, 'percentages': 17.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 465, 'percentages': 21.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 480, 'percentages': 25.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 25.78, 'minRangePer': 69.51, 'maxRanegPer': 84.75, 'rangeDiffPer': 15.23, 'mindiff_total': 17.92, 'maxdiff_total': 21.85}",#52B974
IIFLW54277,2,2,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Ventura', 'target_price': 1058}]",360 ONE WAM,360 ONE WAM,1109.25,-4.05,-0.36,10.7,finance-others/360onewam/IIFLW54277,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1058, 'percentages': -4.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1109.25, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1229, 'percentages': 10.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1400, 'percentages': 26.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.32, 'minRangePer': 14.97, 'maxRanegPer': 50, 'rangeDiffPer': 35.03, 'mindiff_total': 4.84, 'maxdiff_total': 16.16}",#52B974
QC,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 433}, {'name': 'Emkay Global Financial Services', 'target_price': 800}]",Quess Corp,Quess Corp,193.28,-4.08,-2.07,218.9,engineering/quesscorp/QC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 193.28, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 433, 'percentages': 124, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 616.5, 'percentages': 218.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 800, 'percentages': 313.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 313.9, 'minRangePer': 39.5, 'maxRanegPer': 69.75, 'rangeDiffPer': 30.25, 'mindiff_total': 124.02, 'maxdiff_total': 218.96}",#52B974
PF15,2,0,2,0,"[{'name': 'Motilal Oswal', 'target_price': 1750}, {'name': 'ICICI Securities', 'target_price': 1840}]",PB Fintech,PB Fintech,1616.80,16.20,1.01,11.0,multiline-insurancebrokers/pbfintech/PF14,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1616.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1750, 'percentages': 8.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1795, 'percentages': 11, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1840, 'percentages': 13.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 13.8, 'minRangePer': 59.63, 'maxRanegPer': 79.85, 'rangeDiffPer': 20.21, 'mindiff_total': 8.23, 'maxdiff_total': 11.02}",#52B974
K04,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1530}, {'name': 'Prabhudas Lilladher', 'target_price': 1844}]",R R Kabel,R R Kabel,1469.20,-6.40,-0.43,14.8,cables/rrkabel/K04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1469.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1530, 'percentages': 4.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1687, 'percentages': 14.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1844, 'percentages': 25.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 25.51, 'minRangePer': 16.18, 'maxRanegPer': 58.09, 'rangeDiffPer': 41.91, 'mindiff_total': 4.13, 'maxdiff_total': 14.82}",#52B974
IC,2,0,1,1,"[{'name': 'Motilal Oswal', 'target_price': 370}, {'name': 'ICICI Securities', 'target_price': 422}]",India Cements,India Cements,416.50,0.90,0.22,-4.9,cement-major/indiacements/IC,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 370, 'percentages': -11.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 396, 'percentages': -4.9, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 416.5, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 422, 'percentages': 1.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 14.05, 'minRangePer': 49.96, 'maxRanegPer': 89.39, 'rangeDiffPer': 39.43, 'mindiff_total': 7.02, 'maxdiff_total': 12.56}",#E3515C
BHFL,2,1,1,0,"[{'name': 'Motilal Oswal', 'target_price': 100}, {'name': 'ICICI Securities', 'target_price': 125}]",Bajaj Housing Finance,Bajaj Housing,89.53,-2.27,-2.47,25.6,finance-housing/bajajhousingfinance/BHFL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 89.53, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 100, 'percentages': 11.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 112.5, 'percentages': 25.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 125, 'percentages': 39.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 39.61, 'minRangePer': 29.51, 'maxRanegPer': 64.75, 'rangeDiffPer': 35.23, 'mindiff_total': 11.69, 'maxdiff_total': 25.65}",#52B974
