Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,HDF01,HDFC Bank,Stock,Very Bearish,766.80,-21.55,"05 Jan, 2026",977.50,May 22 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Very Bearish,"1,164.00",-9.44,"22 Apr, 2026","1,285.30",May 22 | 15:59
NIFTY 50,SBI,SBI,Stock,Very Bearish,949.20,-6.88,"08 May, 2026","1,019.30",May 22 | 15:59
NIFTY 50,PGC,Power Grid Corp,Stock,Bearish,294.30,-3.92,"12 May, 2026",306.30,May 22 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Bearish,941.00,-3.58,"11 May, 2026",975.95,May 22 | 15:58
NIFTY 50,BE03,Bharat Elec,Stock,Very Bearish,416.55,-3.57,"11 May, 2026",431.95,May 22 | 15:59
NIFTY 50,TCS,TCS,Stock,Very Bearish,"2,317.30",-3.32,"24 Apr, 2026","2,396.90",May 22 | 15:59
NIFTY 50,TI01,Titan Company,Stock,Bearish,"4,079.80",-2.99,"11 May, 2026","4,205.60",May 22 | 15:58
NIFTY 50,MM,M&M,Stock,Very Bearish,"3,081.30",-2.98,"12 May, 2026","3,176.00",May 22 | 15:59
NIFTY 50,ICI02,ICICI Bank,Stock,Bearish,"1,264.30",-2.14,"28 Apr, 2026","1,292.00",May 22 | 15:59
NIFTY 50,HL,HUL,Stock,Very Bearish,"2,203.60",-2.01,"14 May, 2026","2,248.70",May 22 | 15:59
NIFTY 50,Z01,Eternal,Stock,Very Bearish,241.95,-1.59,"11 May, 2026",245.87,May 22 | 15:59
NIFTY 50,MU01,Maruti Suzuki,Stock,Very Bearish,"12,987.00",-1.40,"12 May, 2026","13,172.00",May 22 | 15:54
NIFTY 50,JFS,Jio Financial,Stock,Bearish,238.19,-0.89,"11 May, 2026",240.33,May 22 | 15:59
NIFTY 50,RI,Reliance,Stock,Bearish,"1,354.50",-0.70,"12 May, 2026","1,364.00",May 22 | 15:59
NIFTY 50,ITC,ITC,Stock,Very Bearish,301.70,0.00,"22 May, 2026",301.70,May 22 | 15:59
NIFTY 50,EM,Eicher Motors,Stock,Very Bearish,"6,981.50",0.14,"13 May, 2026","6,971.50",May 22 | 15:59
NIFTY 50,UTC,UltraTechCement,Stock,Bearish,"11,569.00",0.46,"12 May, 2026","11,516.00",May 22 | 15:54
NIFTY 50,BAF,Bajaj Finance,Stock,Bearish,916.55,1.37,"12 May, 2026",904.20,May 22 | 15:59
NIFTY 50,LT,Larsen,Stock,Bearish,"3,926.60",1.82,"12 May, 2026","3,856.50",May 22 | 15:58
NIFTY BANK,PNB05,PNB,Stock,Very Bearish,102.66,-15.42,"04 Mar, 2026",121.37,May 22 | 15:59
NIFTY BANK,UBI01,Union Bank,Stock,Very Bearish,160.72,-5.73,"28 Apr, 2026",170.48,May 22 | 15:59
NIFTY BANK,CB06,Canara Bank,Stock,Very Bearish,128.23,-4.77,"30 Apr, 2026",134.65,May 22 | 15:59
NIFTY BANK,BOB,Bank of Baroda,Stock,Bearish,265.40,-0.91,"28 Apr, 2026",267.83,May 22 | 15:59
NIFTY MIDCAP100,SL23,Swiggy,Stock,Very Bearish,249.95,-25.15,"18 Feb, 2026",333.95,May 22 | 15:59
NIFTY MIDCAP100,SCP03,SBI Card,Stock,Very Bearish,620.20,-20.02,"26 Feb, 2026",775.40,May 22 | 15:58
NIFTY MIDCAP100,KJI01,Kalyan Jeweller,Stock,Very Bearish,352.40,-13.05,"24 Apr, 2026",405.30,May 22 | 15:59
NIFTY MIDCAP100,CF06,Coromandel Int,Stock,Very Bearish,"1,819.40",-8.82,"24 Apr, 2026","1,995.30",May 22 | 15:59
NIFTY MIDCAP100,BS,Blue Star,Stock,Very Bearish,"1,657.20",-8.05,"05 May, 2026","1,802.30",May 22 | 15:53
NIFTY MIDCAP100,V,Voltas,Stock,Very Bearish,"1,268.10",-7.83,"05 May, 2026","1,375.90",May 22 | 15:59
NIFTY MIDCAP100,IB04,Indian Bank,Stock,Bearish,825.95,-7.83,"28 Apr, 2026",896.10,May 22 | 15:59
NIFTY MIDCAP100,SI48,Supreme Ind,Stock,Very Bearish,"3,556.00",-7.48,"19 Mar, 2026","3,843.40",May 22 | 15:59
NIFTY MIDCAP100,AL,Ashok Leyland,Stock,Bearish,158.21,-5.56,"28 Apr, 2026",167.52,May 22 | 15:59
NIFTY MIDCAP100,JF04,Jubilant Food,Stock,Very Bearish,436.65,-5.18,"11 May, 2026",460.50,May 22 | 15:59
NIFTY MIDCAP100,BT09,APL Apollo,Stock,Very Bearish,"1,880.50",-4.83,"28 Apr, 2026","1,976.00",May 22 | 15:59
NIFTY MIDCAP100,HI01,Havells India,Stock,Very Bearish,"1,200.90",-4.71,"23 Apr, 2026","1,260.30",May 22 | 15:59
NIFTY MIDCAP100,RVN,Rail Vikas,Stock,Very Bearish,271.10,-4.31,"12 May, 2026",283.30,May 22 | 15:59
NIFTY MIDCAP100,PII,PI Industries,Stock,Very Bearish,"2,781.00",-4.14,"20 May, 2026","2,901.20",May 22 | 15:58
NIFTY MIDCAP100,MRF,MRF,Stock,Very Bearish,"126,785.00",-4.06,"24 Apr, 2026","132,145.00",May 22 | 15:59
NIFTY MIDCAP100,CS17,Cochin Shipyard,Stock,Bearish,"1,532.10",-3.91,"15 May, 2026","1,594.50",May 22 | 15:59
NIFTY MIDCAP100,WEL01,Waaree Energies,Stock,Bearish,"2,997.50",-3.89,"30 Apr, 2026","3,118.80",May 22 | 15:59
NIFTY MIDCAP100,MMF04,M&M Financial,Stock,Very Bearish,299.55,-3.06,"20 May, 2026",309.00,May 22 | 15:57
NIFTY MIDCAP100,BOI,Bank of India,Stock,Very Bearish,139.92,-3.00,"28 Apr, 2026",144.25,May 22 | 15:59
NIFTY MIDCAP100,EI,Exide Ind,Stock,Bearish,339.75,-2.66,"15 May, 2026",349.05,May 22 | 15:55
NIFTY MIDCAP100,IEI01,Info Edge,Stock,Bearish,960.95,-2.44,"24 Apr, 2026",984.95,May 22 | 15:57
NIFTY MIDCAP100,HHM,Hero Motocorp,Stock,Very Bearish,"4,966.00",-2.29,"12 May, 2026","5,082.50",May 22 | 15:59
NIFTY MIDCAP100,LEI,LG Electronics ,Stock,Bearish,"1,490.50",-2.19,"18 May, 2026","1,523.90",May 22 | 15:59
NIFTY MIDCAP100,LFH,L&T Finance,Stock,Very Bearish,270.15,-2.00,"20 May, 2026",275.65,May 22 | 15:58
NIFTY MIDCAP100,BDL01,Bharat Dynamics,Stock,Very Bearish,"1,312.50",-1.63,"12 May, 2026","1,334.20",May 22 | 15:57
NIFTY MIDCAP100,N07,NHPC,Stock,Very Bearish,78.36,-1.05,"11 May, 2026",79.19,May 22 | 15:59
NIFTY MIDCAP100,LIC,LIC Housing Fin,Stock,Bearish,539.20,-0.70,"19 May, 2026",543.00,May 22 | 15:55
NIFTY MIDCAP100,IRC,IRCTC,Stock,Very Bearish,530.25,-0.70,"12 May, 2026",534.00,May 22 | 15:58
NIFTY MIDCAP100,AL16,Alkem Lab,Stock,Very Bearish,"5,404.50",0.00,"22 May, 2026","5,404.50",May 22 | 15:53
NIFTY MIDCAP100,OC10,One 97 Comm,Stock,Bearish,"1,112.40",0.00,"22 May, 2026","1,112.40",May 22 | 15:59
NIFTY MIDCAP100,DI,Dabur India,Stock,Very Bearish,451.05,0.03,"20 May, 2026",450.90,May 22 | 15:58
NIFTY MIDCAP100,TIC,Tata Inv Corp,Stock,Bearish,668.70,0.13,"12 May, 2026",667.85,May 22 | 15:54
NIFTY MIDCAP100,SI10,UPL,Stock,Very Bearish,632.00,0.93,"12 May, 2026",626.15,May 22 | 15:54
NIFTY MIDCAP100,GP11,Godrej Prop,Stock,Bearish,"1,732.90",1.20,"12 May, 2026","1,712.40",May 22 | 15:58
NIFTY MIDCAP100,HUD,HUDCO,Stock,Bearish,205.36,2.09,"18 May, 2026",201.16,May 22 | 15:58
NIFTY MIDCAP100,IREDAL,Indian Renew,Stock,Bearish,129.01,3.46,"12 May, 2026",124.69,May 22 | 15:59
NIFTY NEXT 50,BPC,BPCL,Stock,Bearish,295.60,-17.06,"04 Mar, 2026",356.40,May 22 | 15:59
NIFTY NEXT 50,IOC,IOC,Stock,Bearish,139.47,-13.49,"09 Mar, 2026",161.22,May 22 | 15:59
NIFTY NEXT 50,TML02,Tata Motors Com,Stock,Very Bearish,382.95,-8.45,"28 Apr, 2026",418.30,May 22 | 15:58
NIFTY NEXT 50,TCL06,Tata Capital,Stock,Very Bearish,299.70,-8.01,"07 May, 2026",325.80,May 22 | 15:59
NIFTY NEXT 50,LI09,LTM,Stock,Very Bearish,"4,007.80",-6.41,"24 Apr, 2026","4,282.30",May 22 | 15:59
NIFTY NEXT 50,GCP,Godrej Consumer,Stock,Very Bearish,"1,027.50",-5.91,"28 Apr, 2026","1,092.00",May 22 | 15:57
NIFTY NEXT 50,AS28,Avenue Supermar,Stock,Bearish,"4,117.00",-5.55,"05 May, 2026","4,358.70",May 22 | 15:59
NIFTY NEXT 50,REC02,REC,Stock,Very Bearish,336.95,-4.15,"11 May, 2026",351.55,May 22 | 15:58
NIFTY NEXT 50,TVS,TVS Motor,Stock,Very Bearish,"3,417.50",-4.03,"12 May, 2026","3,561.00",May 22 | 15:57
NIFTY NEXT 50,MDS01,Mazagon,Stock,Very Bearish,"2,469.10",-3.77,"11 May, 2026","2,565.80",May 22 | 15:58
NIFTY NEXT 50,BI,Britannia,Stock,Very Bearish,"5,331.50",-3.41,"08 May, 2026","5,520.00",May 22 | 15:59
NIFTY NEXT 50,GAC,Ambuja Cements,Stock,Bearish,436.35,-1.77,"30 Apr, 2026",444.20,May 22 | 15:56
NIFTY NEXT 50,CIF01,Chola Invest.,Stock,Very Bearish,"1,539.80",-1.36,"12 May, 2026","1,561.00",May 22 | 15:58
NIFTY NEXT 50,IRF,Indian Railway,Stock,Very Bearish,98.19,-1.18,"12 May, 2026",99.36,May 22 | 15:58
NIFTY NEXT 50,MC08,United Spirits,Stock,Very Bearish,"1,282.10",-0.64,"06 May, 2026","1,290.30",May 22 | 15:58
NIFTY NEXT 50,MF19,Muthoot Finance,Stock,Bearish,"3,296.70",-0.44,"15 May, 2026","3,311.40",May 22 | 15:59
NIFTY NEXT 50,PFC02,Power Finance,Stock,Bearish,430.55,0.17,"18 May, 2026",429.80,May 22 | 15:59
NIFTY NEXT 50,TPC,Tata Power,Stock,Very Bearish,408.90,1.10,"13 May, 2026",404.45,May 22 | 15:59
NIFTY NEXT 50,SC12,Shree Cements,Stock,Bearish,"24,785.00",1.27,"18 May, 2026","24,475.00",May 22 | 15:44
NIFTY NEXT 50,MIC,Bosch,Stock,Bearish,"36,065.00",2.43,"21 May, 2026","35,210.00",May 22 | 15:58
NIFTY NEXT 50,SG,Vedanta,Stock,Bearish,329.95,21.51,"30 Apr, 2026",271.55,May 22 | 15:59
NIFTY 500,IDB,IDBI Bank,Stock,Very Bearish,72.65,-26.62,"09 Mar, 2026",99.00,May 22 | 15:59
NIFTY 500,ACC,ACC,Stock,Very Bearish,"1,360.00",-26.51,"28 Nov, 2025","1,850.60",May 22 | 15:57
NIFTY 500,PLL01,Pine Labs,Stock,Bearish,142.84,-24.03,"12 May, 2026",188.01,May 22 | 15:58
NIFTY 500,UBB,United Brewerie,Stock,Very Bearish,"1,315.20",-18.65,"16 Mar, 2026","1,616.70",May 22 | 15:59
NIFTY 500,STV01,Sun TV Network,Stock,Very Bearish,486.70,-16.98,"29 Apr, 2026",586.25,May 22 | 15:59
NIFTY 500,MC,Ramco Cements,Stock,Very Bearish,914.55,-16.85,"02 Mar, 2026","1,099.90",May 22 | 15:57
NIFTY 500,MRP,MRPL,Stock,Very Bearish,148.98,-13.43,"27 Apr, 2026",172.10,May 22 | 15:58
NIFTY 500,PE06,PG Electroplast,Stock,Very Bearish,467.00,-12.79,"07 May, 2026",535.50,May 22 | 15:58
NIFTY 500,AT,Apollo Tyres,Stock,Very Bearish,371.80,-12.28,"24 Apr, 2026",423.85,May 22 | 15:59
NIFTY 500,CBO01,Central Bank,Stock,Very Bearish,31.27,-12.26,"11 May, 2026",35.64,May 22 | 15:59
NIFTY 500,KEC03,KEC Intl,Stock,Very Bearish,485.05,-12.08,"12 May, 2026",551.70,May 22 | 15:57
NIFTY 500,KPI01,Birlasoft,Stock,Very Bearish,328.20,-11.54,"28 Apr, 2026",371.00,May 22 | 15:58
NIFTY 500,BE08,Brigade Ent,Stock,Very Bearish,672.15,-10.34,"11 May, 2026",749.65,May 22 | 15:58
NIFTY 500,NCC01,NCC,Stock,Very Bearish,146.17,-9.88,"14 May, 2026",162.20,May 22 | 15:58
NIFTY 500,CTI,Aditya Birla Re,Stock,Very Bearish,"1,249.70",-9.31,"11 May, 2026","1,378.00",May 22 | 15:55
NIFTY 500,FIC,Zensar Tech,Stock,Very Bearish,488.80,-8.81,"24 Apr, 2026",536.00,May 22 | 15:58
NIFTY 500,KT06,KFin Tech,Stock,Very Bearish,817.60,-8.72,"30 Apr, 2026",895.70,May 22 | 15:59
NIFTY 500,BDE,Blue Dart,Stock,Very Bearish,"4,851.50",-7.74,"11 May, 2026","5,258.50",May 22 | 15:50
NIFTY 500,JKI,JK Tyre & Ind,Stock,Very Bearish,367.60,-7.48,"24 Apr, 2026",397.30,May 22 | 15:58
NIFTY 500,EID,EID Parry,Stock,Very Bearish,778.95,-6.96,"29 Apr, 2026",837.20,May 22 | 15:56
NIFTY 500,E,Escorts Kubota,Stock,Very Bearish,"2,931.40",-6.84,"08 May, 2026","3,146.60",May 22 | 15:52
NIFTY 500,E05,Emami,Stock,Very Bearish,402.90,-6.82,"12 May, 2026",432.40,May 22 | 15:59
NIFTY 500,SM09,Swan Corp,Stock,Very Bearish,317.85,-6.61,"11 May, 2026",340.35,May 22 | 15:59
NIFTY 500,GDGIL,Go Digit,Stock,Very Bearish,309.50,-6.48,"17 Mar, 2026",330.95,May 22 | 15:49
NIFTY 500,C07,Ceat,Stock,Bearish,"3,256.60",-6.32,"24 Apr, 2026","3,476.20",May 22 | 15:55
NIFTY 500,HSA01,Bayer CropScien,Stock,Very Bearish,"4,382.50",-6.28,"27 Apr, 2026","4,676.30",May 22 | 15:55
NIFTY 500,TFS02,Travel Food Ser,Stock,Very Bearish,"1,130.60",-6.27,"11 May, 2026","1,206.20",May 22 | 15:59
NIFTY 500,DCM02,DCM Shriram,Stock,Very Bearish,"1,111.90",-6.11,"13 May, 2026","1,184.20",May 22 | 15:50
NIFTY 500,DIL03,DOMS Industries,Stock,Very Bearish,"2,203.90",-5.90,"08 May, 2026","2,342.20",May 22 | 15:53
NIFTY 500,NST01,Newgen Software,Stock,Very Bearish,437.60,-5.88,"12 May, 2026",464.95,May 22 | 15:58
NIFTY 500,TI30,Tega Industries,Stock,Very Bearish,"1,603.00",-5.69,"23 Apr, 2026","1,699.80",May 22 | 15:56
NIFTY 500,CIS01,C E Info,Stock,Very Bearish,860.75,-5.61,"20 May, 2026",911.95,May 22 | 15:59
NIFTY 500,SF20,Sundaram Fin,Stock,Very Bearish,"4,493.50",-5.50,"24 Apr, 2026","4,754.90",May 22 | 15:58
NIFTY 500,AIL08,Afcons Infra,Stock,Very Bearish,300.25,-5.45,"18 May, 2026",317.55,May 22 | 15:58
NIFTY 500,SP,Supreme Petro,Stock,Very Bearish,691.90,-5.39,"05 May, 2026",731.30,May 22 | 15:49
NIFTY 500,ML07,Poonawalla Fin,Stock,Very Bearish,399.75,-5.28,"12 May, 2026",422.05,May 22 | 15:57
NIFTY 500,BI01,Bata India,Stock,Very Bearish,688.20,-5.02,"29 Apr, 2026",724.55,May 22 | 15:58
NIFTY 500,UCL02,Urban Company,Stock,Bearish,120.03,-4.78,"11 May, 2026",126.06,May 22 | 15:59
NIFTY 500,FBF,Five-Star Busin,Stock,Bearish,445.60,-4.51,"13 May, 2026",466.65,May 22 | 15:54
NIFTY 500,JCA,Jyoti CNC Auto,Stock,Very Bearish,668.00,-4.43,"13 Apr, 2026",698.95,May 22 | 15:59
NIFTY 500,BT,FM,Stock,Bearish,"19,878.00",-4.20,"23 Apr, 2026","20,750.00",May 22 | 15:57
NIFTY 500,HFF,Home First,Stock,Very Bearish,"1,063.40",-4.04,"12 May, 2026","1,108.20",May 22 | 15:55
NIFTY 500,IPL01,ICICI Prudentia,Stock,Very Bearish,520.05,-3.96,"12 May, 2026",541.50,May 22 | 15:53
NIFTY 500,R06,RITES,Stock,Very Bearish,203.95,-3.71,"12 May, 2026",211.80,May 22 | 15:59
NIFTY 500,BHFL,Bajaj Housing,Stock,Very Bearish,83.07,-3.70,"11 May, 2026",86.26,May 22 | 15:57
NIFTY 500,JMS,JM Financial,Stock,Very Bearish,128.98,-3.61,"15 May, 2026",133.81,May 22 | 15:52
NIFTY 500,IDA,Intellect Desig,Stock,Bearish,697.95,-3.54,"12 May, 2026",723.55,May 22 | 15:59
NIFTY 500,GI,GlaxoSmithKline,Stock,Very Bearish,"2,306.90",-3.47,"18 May, 2026","2,389.80",May 22 | 15:58
NIFTY 500,IG04,IGL,Stock,Very Bearish,155.51,-3.22,"11 May, 2026",160.69,May 22 | 15:58
NIFTY 500,II22,Indiamart Inter,Stock,Bearish,"2,030.00",-3.08,"04 May, 2026","2,094.50",May 22 | 15:57
NIFTY 500,HFSL,HDB Financial,Stock,Bearish,654.30,-3.06,"15 May, 2026",674.95,May 22 | 15:58
NIFTY 500,IW,Inox Wind,Stock,Very Bearish,94.31,-3.02,"13 May, 2026",97.25,May 22 | 15:59
NIFTY 500,UCO,UCO Bank,Stock,Very Bearish,24.74,-2.90,"12 May, 2026",25.48,May 22 | 15:58
NIFTY 500,ZT,Zee Entertain,Stock,Very Bearish,82.13,-2.89,"18 May, 2026",84.57,May 22 | 15:59
NIFTY 500,PVR,PVR INOX,Stock,Very Bearish,979.80,-2.79,"18 May, 2026","1,007.90",May 22 | 15:56
NIFTY 500,CDS,CDSL,Stock,Very Bearish,"1,204.10",-2.76,"04 May, 2026","1,238.30",May 22 | 15:59
NIFTY 500,AI01,Trident,Stock,Very Bearish,24.40,-2.67,"12 May, 2026",25.07,May 22 | 15:59
NIFTY 500,RCO01,Railtel,Stock,Bearish,320.10,-2.60,"14 May, 2026",328.65,May 22 | 15:55
NIFTY 500,IOB,IOB,Stock,Very Bearish,33.43,-2.51,"11 May, 2026",34.29,May 22 | 15:56
NIFTY 500,SIL22,SignatureGlobal,Stock,Very Bearish,820.10,-2.49,"18 May, 2026",841.00,May 22 | 15:49
NIFTY 500,JS07,Jindal Stainles,Stock,Very Bearish,736.65,-2.40,"08 May, 2026",754.80,May 22 | 15:57
NIFTY 500,PTC02,PTC Industries,Stock,Very Bearish,"15,882.00",-2.28,"18 May, 2026","16,252.00",May 22 | 15:48
NIFTY 500,ARB,Amara Raja Batt,Stock,Bearish,820.65,-2.26,"13 May, 2026",839.60,May 22 | 15:59
NIFTY 500,LTO,LT Foods,Stock,Very Bearish,396.45,-2.23,"12 May, 2026",405.50,May 22 | 15:59
NIFTY 500,II21,Ircon Internati,Stock,Very Bearish,140.90,-2.13,"12 May, 2026",143.96,May 22 | 15:59
NIFTY 500,TII,Chola Fin Hold,Stock,Bearish,"1,598.40",-2.02,"20 May, 2026","1,631.30",May 22 | 15:58
NIFTY 500,WI,Whirlpool,Stock,Very Bearish,845.75,-1.86,"12 May, 2026",861.80,May 22 | 15:58
NIFTY 500,HTC02,TataTeleservice,Stock,Bearish,42.19,-1.84,"11 May, 2026",42.98,May 22 | 15:59
NIFTY 500,SIL25,Sagility,Stock,Very Bearish,41.24,-1.81,"15 May, 2026",42.00,May 22 | 15:59
NIFTY 500,AI72,AFFLE 3I,Stock,Bearish,"1,431.20",-1.72,"18 May, 2026","1,456.20",May 22 | 15:59
NIFTY 500,SF35,SBFC Finance,Stock,Very Bearish,91.17,-1.71,"12 May, 2026",92.76,May 22 | 15:58
NIFTY 500,CHL02,Canara HSBC,Stock,Bearish,139.05,-1.59,"30 Apr, 2026",141.30,May 22 | 15:56
NIFTY 500,S14,SJVN,Stock,Very Bearish,73.09,-1.56,"12 May, 2026",74.25,May 22 | 15:59
NIFTY 500,OCL,Dalmia Bharat,Stock,Very Bearish,"1,795.60",-1.54,"08 May, 2026","1,823.60",May 22 | 15:59
NIFTY 500,JRRL,Jain Resource,Stock,Very Bearish,384.85,-1.52,"19 May, 2026",390.80,May 22 | 15:59
NIFTY 500,CRI,CRISIL,Stock,Very Bearish,"4,085.50",-1.46,"05 May, 2026","4,146.20",May 22 | 15:53
NIFTY 500,LTS,L&T Technology,Stock,Very Bearish,"3,419.30",-1.36,"14 May, 2026","3,466.60",May 22 | 15:59
NIFTY 500,CST,Clean Science,Stock,Bearish,756.70,-1.30,"15 May, 2026",766.65,May 22 | 15:55
NIFTY 500,ISP,Gillette India,Stock,Very Bearish,"7,783.50",-1.26,"12 May, 2026","7,882.50",May 22 | 15:56
NIFTY 500,SD6,Sobha,Stock,Bearish,"1,376.90",-1.25,"12 May, 2026","1,394.30",May 22 | 15:57
NIFTY 500,SNP,HBL Eng,Stock,Bearish,774.65,-1.24,"14 May, 2026",784.40,May 22 | 15:59
NIFTY 500,BLS,BLS Internation,Stock,Bearish,267.70,-1.14,"12 May, 2026",270.80,May 22 | 15:57
NIFTY 500,SBL04,Leela Palaces,Stock,Very Bearish,415.75,-0.96,"05 May, 2026",419.80,May 22 | 15:53
NIFTY 500,ICI,JSW Dulux,Stock,Very Bearish,"2,897.00",-0.92,"14 May, 2026","2,923.80",May 22 | 15:40
NIFTY 500,MG02,Mahanagar Gas,Stock,Very Bearish,"1,054.80",-0.90,"12 May, 2026","1,064.40",May 22 | 15:51
NIFTY 500,RP,Reliance Power,Stock,Bearish,27.08,-0.81,"12 May, 2026",27.30,May 22 | 15:58
NIFTY 500,AW01,AWL Agri,Stock,Bearish,195.14,-0.81,"20 May, 2026",196.73,May 22 | 15:59
NIFTY 500,KTI05,Kaynes Tech,Stock,Very Bearish,"3,321.40",-0.45,"14 May, 2026","3,336.50",May 22 | 15:59
NIFTY 500,P,Pfizer,Stock,Very Bearish,"4,670.80",-0.36,"20 May, 2026","4,687.60",May 22 | 15:51
NIFTY 500,MSW,Motherson SWI,Stock,Very Bearish,39.66,-0.35,"12 May, 2026",39.80,May 22 | 15:59
NIFTY 500,SP42,Cohance Life,Stock,Bearish,418.55,-0.32,"21 May, 2026",419.90,May 22 | 15:55
NIFTY 500,KC06,Kajaria Ceramic,Stock,Bearish,"1,059.20",-0.30,"05 May, 2026","1,062.40",May 22 | 15:56
NIFTY 500,GIC12,General Insuran,Stock,Bearish,381.45,-0.25,"12 May, 2026",382.40,May 22 | 15:58
NIFTY 500,DI23,Devyani,Stock,Bearish,114.40,-0.21,"21 May, 2026",114.64,May 22 | 15:59
NIFTY 500,CC10,CCL Products,Stock,Bearish,"1,064.90",0.00,"22 May, 2026","1,064.90",May 22 | 15:58
NIFTY 500,BFI01,Bikaji Foods,Stock,Very Bearish,653.20,0.00,"22 May, 2026",653.20,May 22 | 15:54
NIFTY 500,EL01,Eris Life,Stock,Bearish,"1,343.80",0.00,"22 May, 2026","1,343.80",May 22 | 15:56
