MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.71,13.62,0.09,0.66,756253332,13.62,13.99,13.53
,CENTRALBK,CENTRALBK,CENTRALBK,31.22,33.92,-2.7,-7.96,117475305,32.3,32.35,31.21
,JSWCEMENT,JSWCEMENT,JSWCEMENT,136.8,127.46,9.34,7.33,108481624,130.1,142.5,130.1
,YESBANK,YESBANK,YESBANK,21.88,21.57,0.31,1.44,87040517,21.6,21.97,21.42
,OLAELEC,OLAELEC,OLAELEC,35.92,35.51,0.41,1.15,78171002,35.89,36.83,35.32
,HONASA,HONASA,HONASA,379.9,360.5,19.4,5.38,68973967,385.0,402.8,379.05
,TATSILV,TATSILV,TATSILV,25.63,25.54,0.09,0.35,65328190,25.56,25.86,25.56
,JPPOWER,JPPOWER,JPPOWER,18.78,18.56,0.22,1.19,61153759,18.79,18.93,18.63
,SUZLON,SUZLON,SUZLON,53.9,52.87,1.03,1.95,60760806,53.17,53.95,53.0
,TATAGOLD,TATAGOLD,TATAGOLD,15.32,15.34,-0.02,-0.13,47278521,15.34,15.38,15.26
,HFCL,HFCL,HFCL,148.26,141.75,6.51,4.59,44851554,142.74,148.98,141.12
,IRB,IRB,IRB,22.04,22.84,-0.8,-3.5,43987278,22.79,22.93,21.91
,SAMMAANCAP,SAMMAANCAP,SAMMAANCAP,162.0,154.26,7.74,5.02,43392866,156.05,162.65,152.29
,WIPRO,WIPRO,WIPRO,202.97,199.74,3.23,1.62,40014399,200.0,205.4,198.83
,RPOWER,RPOWER,RPOWER,27.01,27.26,-0.25,-0.92,37751721,26.7,27.58,26.26
,PINELABS,PINELABS,PINELABS,141.99,148.32,-6.33,-4.27,36817039,153.45,153.95,140.3
,FCL,FCL,FCL,33.44,31.59,1.85,5.86,36506566,31.9,33.52,31.1
,EXICOM,EXICOM,EXICOM,154.33,137.91,16.42,11.91,36112798,143.89,163.2,133.29
,MOTHERSON,MOTHERSON,MOTHERSON,136.3,137.0,-0.7,-0.51,34327232,137.3,139.01,134.3
,PCJEWELLER,PCJEWELLER,PCJEWELLER,8.39,8.29,0.1,1.21,33379291,8.3,8.45,8.2
