scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1285.40,32.10,2.56,11.4,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -1.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1285.4, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1432.3, 'percentages': 11.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1610, 'percentages': 25.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.77, 'minRangePer': 4.51, 'maxRanegPer': 47.7, 'rangeDiffPer': 43.19, 'mindiff_total': 1.21, 'maxdiff_total': 12.77}",#52B974
MU01,12,11,0,1,Maruti Suzuki India,Maruti Suzuki,12987.00,-23.00,-0.18,18.9,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 12987, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 2.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15445.6, 'percentages': 18.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 46.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 46.3, 'minRangePer': 6.02, 'maxRanegPer': 40.88, 'rangeDiffPer': 34.86, 'mindiff_total': 2.79, 'maxdiff_total': 18.93}",#52B974
UTC,11,10,1,0,UltraTech Cement,UltraTechCement,11569.00,95.00,0.83,4.5,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13, 'percentages': -99.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11569, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 12095.4, 'percentages': 4.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 31.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 116900, 'minRangePer': 76.04, 'maxRanegPer': 79.5, 'rangeDiffPer': 3.45, 'mindiff_total': 88892.3, 'maxdiff_total': 92941.53}",#52B974
BAF,7,4,2,1,Bajaj Finance,Bajaj Finance,916.55,8.90,0.98,326.2,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 916.55, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': 3.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1041.4, 'percentages': 13.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 25.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 25.47, 'minRangePer': 14.29, 'maxRanegPer': 53.47, 'rangeDiffPer': 39.18, 'mindiff_total': 3.64, 'maxdiff_total': 13.62}",#52B974
IT,11,10,1,0,Infosys,Infosys,1174.50,-6.70,-0.57,44.9,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1174.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 10.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1702.5, 'percentages': 44.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 83.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 83.39, 'minRangePer': 12.8, 'maxRanegPer': 53.9, 'rangeDiffPer': 41.09, 'mindiff_total': 10.68, 'maxdiff_total': 44.95}",#52B974
PS15,10,7,0,3,Persistent Systems,Persistent,4970.30,-48.70,-0.97,20.4,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4900, 'percentages': -1.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4970.3, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5989, 'percentages': 20.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 32.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 34.69, 'minRangePer': 4.12, 'maxRanegPer': 64.05, 'rangeDiffPer': 59.93, 'mindiff_total': 1.43, 'maxdiff_total': 22.22}",#52B974
C,10,8,1,1,Cipla,Cipla,1399.20,-2.70,-0.19,14.5,pharmaceuticals/cipla/C,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1307, 'percentages': -6.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1399.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1602.7, 'percentages': 14.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 29.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 38.33, 'minRangePer': 18.39, 'maxRanegPer': 59.01, 'rangeDiffPer': 40.61, 'mindiff_total': 7.05, 'maxdiff_total': 22.62}",#52B974
HL,10,10,0,0,Hindustan Unilever,HUL,2203.60,24.60,1.13,23.6,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2203.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2454, 'percentages': 11.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2725.1, 'percentages': 23.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2870, 'percentages': 30.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.24, 'minRangePer': 37.56, 'maxRanegPer': 78.24, 'rangeDiffPer': 40.67, 'mindiff_total': 11.36, 'maxdiff_total': 23.66}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,766.80,7.65,1.01,95.4,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 766.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 26.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 36, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 43.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.45, 'minRangePer': 60.06, 'maxRanegPer': 82.96, 'rangeDiffPer': 22.89, 'mindiff_total': 26.1, 'maxdiff_total': 36.05}",#52B974
TM4,9,7,1,1,Tech Mahindra,Tech Mahindra,1422.20,2.20,0.15,22.4,computers-software/techmahindra/TM4,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1390, 'percentages': -2.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1422.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1741.1, 'percentages': 22.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1964, 'percentages': 38, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 41.29, 'minRangePer': 5.59, 'maxRanegPer': 61.15, 'rangeDiffPer': 55.56, 'mindiff_total': 2.31, 'maxdiff_total': 25.25}",#52B974
