Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekHigh,APL07,APL07,Accretion Pharm,/pharmaceuticals-drugs/accretionpharmaceuticals/APL07,129.0,"02 Jun, 2026|15:59"
52WeekHigh,ASH02,ASH02,ACME Solar,/power-generation-distribution/acmesolarholdings/ASH02,306.0,"02 Jun, 2026|16:03"
52WeekHigh,ATL05,ATL04,Adisoft Tech,/miscellaneous/adisofttechnologies/ATL04,267.0,"02 Jun, 2026|16:03"
52WeekHigh,AIL10,AIL10,Aditya Infotech,/diversified/adityainfotech/AIL10,3144.0,"02 Jun, 2026|16:03"
52WeekHigh,AEL04,AEL03,Aimtron Electro,/electronics-components/aimtronelectronics/AEL03,1170.5,"02 Jun, 2026|15:54"
52WeekHigh,ASE,ASE,Ambalal Sarabha,/pharmaceuticals/ambalalsarabhaienterprise/ASE,36.0,"02 Jun, 2026|16:03"
52WeekHigh,SET,SET,ANTELOPUS,/oil-drilling-exploration/antelopusselanenergy/SET,822.1,"02 Jun, 2026|15:59"
52WeekHigh,AMS,AMS,Apollo Micro Sy,/aerospace-defence/apollomicrosystems/AMS,402.85,"02 Jun, 2026|16:03"
52WeekHigh,AM,A18,Arvind,/textiles-denim/arvind/A18,479.5,"02 Jun, 2026|16:03"
52WeekHigh,AFL04,AFL04,Aye Finance,/finance-nbfc/ayefinance/AFL04,147.91,"02 Jun, 2026|16:03"
52WeekHigh,BA05,BA05,Balaji Amines,/chemicals/balajiamines/BA05,1748.0,"02 Jun, 2026|16:03"
52WeekHigh,BCP01,BGV,Bliss GVS,/pharmaceuticals/blissgvspharma/BGV,398.8,"02 Jun, 2026|16:03"
52WeekHigh,CUDML,CUDML,Cash Ur Drive,/media/cashurdrivemarketing/CUDML,160.0,"02 Jun, 2026|15:45"
52WeekHigh,DDEL,DDEL,DEE Development,/iron-steel/deedevelopmentengineers/DDEL,651.8,"02 Jun, 2026|15:59"
52WeekHigh,EN,EN,E2E Networks,/it-services-consulting/e2enetworks/EN,4280.0,"02 Jun, 2026|16:03"
52WeekHigh,EEL02,EEL02,Ecoline Exim,/packaging-sacks-bags/ecolineexim/EEL02,159.5,"02 Jun, 2026|15:57"
52WeekHigh,EIRL,EIRL,Effwa Infra R,/infrastructure/effwainfraresearch/EIRL,283.95,"02 Jun, 2026|15:46"
52WeekHigh,FC06,FC02,Fineotex Chem,/speciality-chemicals/fineotexchemical/FC02,40.73,"02 Jun, 2026|16:03"
52WeekHigh,HFC,HFC,HFCL,/telecommunications-equipment/hfcl/HFC,180.0,"02 Jun, 2026|16:03"
52WeekHigh,HTP,HP08,Hitech Corp,/plastics/hitechcorporation/HP08,279.7,"02 Jun, 2026|15:47"
52WeekHigh,IFC,IFC02,IFCI,/finance-term-lending-institutions/ifci/IFC02,67.0,"02 Jun, 2026|16:03"
52WeekHigh,IWS,IWS,Indiabulls,/trading/indiabulls/IWS,23.18,"02 Jun, 2026|15:59"
52WeekHigh,IBC,IBC,Indo Borax,/chemicals/indoboraxchemicals/IBC,338.0,"02 Jun, 2026|16:03"
52WeekHigh,ICI07,ICI07,Indo Count,/textiles-spinning-cotton-blended/indocountindustries/ICI07,334.4,"02 Jun, 2026|16:03"
52WeekHigh,JPC,JPC,Jainik Power,/aluminium-aluminium-products/jainikpowercables/JPC,154.8,"02 Jun, 2026|15:40"
52WeekHigh,JBM,JBM,Jay BharatMarut,/auto-ancillaries/jaybharatmaruti/JBM,114.9,"02 Jun, 2026|16:03"
52WeekHigh,KMI,KMI,Kernex Micro,/computers-software-medium-small/kernexmicrosystemsindia/KMI,1828.1,"02 Jun, 2026|16:03"
