MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TCS,TCS,TCS,2320.0,2457.4,2316.2,2446.9,2297.4,149.50,6.51,11306127
IT,IT,Infosys,1232.5,1278.9,1232.5,1270.8,1202.5,68.30,5.68,36032600
HCL02,HCL02,HCL Tech,1210.0,1257.0,1202.2,1243.5,1195.1,48.40,4.05,7663067
AE01,AE13,Adani Enterpris,2885.0,2975.0,2865.2,2968.1,2909.4,58.70,2.02,2066890
TM4,TM4,Tech Mahindra,1562.9,1589.0,1554.0,1571.4,1543.2,28.20,1.83,4169279
MPS,MPS,Adani Ports,1745.2,1817.8,1745.2,1814.5,1783.5,31.00,1.74,2256569
W,W,Wipro,208.0,210.18,206.51,209.84,206.41,3.43,1.66,42476874
TEL,TM03,TMPV,379.6,391.9,377.3,390.2,384.9,5.30,1.38,12789321
TI01,TI01,Titan Company,4017.4,4088.0,3986.0,4078.1,4024.6,53.50,1.33,522015
ITC,ITC,ITC,279.5,283.6,277.1,283.25,279.65,3.60,1.29,20206131
L,T04,Trent,4055.4,4245.3,4055.4,4210.4,4157.3,53.10,1.28,753549
JFS,JFS,Jio Financial,233.75,238.5,232.26,237.64,234.95,2.69,1.14,10183097
MHI,MHI,Max Healthcare,925.6,953.7,919.8,948.7,938.45,10.25,1.09,3784019
API,AP31,Asian Paints,2626.1,2672.1,2607.9,2660.7,2632.4,28.30,1.08,1026319
Z01,Z,Eternal,244.05,252.5,242.7,250.75,248.1,2.65,1.07,33811873
TT,TT,TATA Cons. Prod,1126.5,1164.1,1124.2,1154.7,1143.3,11.40,1.00,2873292
MM,MM,M&M,2913.1,3008.7,2913.1,2998.3,2970.2,28.10,0.95,4045354
JVS,JSW01,JSW Steel,1297.5,1316.9,1290.2,1310.8,1299.4,11.40,0.88,1602109
HDF01,HDF01,HDFC Bank,737.0,753.6,733.15,748.25,742.7,5.55,0.75,47314447
MU01,MS24,Maruti Suzuki,12700.0,13051.0,12700.0,13022.0,12946.0,76.00,0.59,586599
EM,EM,Eicher Motors,7069.0,7165.0,6950.0,7141.5,7100.5,41.00,0.58,452665
NI,NI,Nestle,1385.0,1403.5,1368.1,1398.7,1391.8,6.90,0.50,1860526
HL,HU,HUL,2079.0,2097.0,2065.7,2093.7,2084.3,9.40,0.45,2148903
H,HI,Hindalco,1141.0,1161.0,1136.4,1146.3,1141.3,5.00,0.44,5325199
KMF,KMB,Kotak Mahindra,373.0,381.55,372.2,379.05,377.4,1.65,0.44,14834956
IA05,IA04,Interglobe Avi,4420.0,4480.2,4389.2,4466.1,4453.3,12.80,0.29,1093115
ONG,ONG,ONGC,263.15,266.2,261.05,265.05,264.3,0.75,0.28,16831714
SBI,SBI,SBI,950.95,961.3,939.9,956.65,954.1,2.55,0.27,15911760
BTV,BA08,Bharti Airtel,1785.0,1825.0,1777.4,1814.2,1810.6,3.60,0.20,10791294
BE03,BE03,Bharat Elec,405.8,409.6,400.3,407.85,407.2,0.65,0.16,15004796
TIS,TIS,Tata Steel,209.01,213.46,208.57,210.6,210.57,0.03,0.01,29358964
