MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.14,13.95,0.19,1.36,541502060,14.0,14.2,13.81
,JPPOWER,JPPOWER,JPPOWER,19.02,18.79,0.23,1.22,275677313,18.73,19.57,18.57
,NHPC,NHPC,NHPC,71.93,77.2,-5.27,-6.83,212433185,74.73,75.0,71.82
,YESBANK,YESBANK,YESBANK,22.85,23.01,-0.16,-0.7,165063885,22.92,23.02,22.47
,IFCI,IFCI,IFCI,71.89,67.22,4.67,6.95,105743147,67.0,72.2,66.61
,SUZLON,SUZLON,SUZLON,54.68,53.93,0.75,1.39,103408726,52.85,54.77,52.56
,NMDC,NMDC,NMDC,95.0,92.37,2.63,2.85,102137637,92.79,97.24,92.3
,OLAELEC,OLAELEC,OLAELEC,39.82,39.53,0.29,0.73,98959590,38.5,40.0,38.08
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.23,9.24,-0.01,-0.11,68299508,9.15,9.34,8.95
,HFCL,HFCL,HFCL,189.0,182.28,6.72,3.69,64857457,180.0,191.39,176.5
,GTLINFRA,GTLINFRA,GTLINFRA,1.44,1.42,0.02,1.41,62673674,1.43,1.45,1.39
,NSLNISP,NSLNISP,NSLNISP,52.3,50.5,1.8,3.56,57381090,50.7,53.75,50.32
,ITBEES,ITBEES,ITBEES,34.51,33.13,1.38,4.17,52695766,33.32,34.65,33.32
,HCC,HCC,HCC,23.44,22.29,1.15,5.16,48015961,22.2,23.54,21.82
,TATSILV,TATSILV,TATSILV,25.53,25.31,0.22,0.87,47890764,25.4,25.65,25.03
,HDFCBANK,HDFCBANK,HDFCBANK,749.15,742.7,6.45,0.87,47314447,737.0,753.6,733.15
,NBCC,NBCC,NBCC,104.1,104.4,-0.3,-0.29,46173461,104.59,106.86,102.03
,TATAGOLD,TATAGOLD,TATAGOLD,15.1,14.95,0.15,1.0,44278903,14.99,15.12,14.88
,ASHOKLEY,ASHOKLEY,ASHOKLEY,149.15,149.78,-0.63,-0.42,43162735,145.5,150.14,145.5
,APOLLO,APOLLO,APOLLO,439.0,404.15,34.85,8.62,42775590,402.85,442.0,401.45
