Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,HDF01,HDFC Bank,Stock,Very Bearish,754.20,-22.84,"05 Jan, 2026",977.50,Jun 04 | 15:59
NIFTY 50,HL,HUL,Stock,Very Bearish,"2,079.40",-7.53,"14 May, 2026","2,248.70",Jun 04 | 15:59
NIFTY 50,ITC,ITC,Stock,Very Bearish,280.30,-7.09,"22 May, 2026",301.70,Jun 04 | 15:59
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bearish,284.60,-7.08,"12 May, 2026",306.30,Jun 04 | 15:59
NIFTY 50,TCS,TCS,Stock,Very Bearish,"2,241.00",-6.50,"24 Apr, 2026","2,396.90",Jun 04 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Very Bearish,915.80,-6.16,"11 May, 2026",975.95,Jun 04 | 15:59
NIFTY 50,NTP,NTPC,Stock,Bearish,366.40,-5.30,"29 May, 2026",386.90,Jun 04 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Very Bearish,409.90,-5.10,"11 May, 2026",431.95,Jun 04 | 15:59
NIFTY 50,MM,M&M,Stock,Very Bearish,"3,016.10",-5.03,"12 May, 2026","3,176.00",Jun 04 | 15:58
NIFTY 50,UTC,UltraTechCement,Stock,Very Bearish,"10,997.00",-4.51,"12 May, 2026","11,516.00",Jun 04 | 15:59
NIFTY 50,RI,Reliance,Stock,Very Bearish,"1,303.70",-4.42,"12 May, 2026","1,364.00",Jun 04 | 15:59
NIFTY 50,SBI,SBI,Stock,Bearish,979.25,-3.93,"08 May, 2026","1,019.30",Jun 04 | 15:59
NIFTY 50,BAF,Bajaj Finance,Stock,Very Bearish,874.40,-3.73,"29 May, 2026",908.25,Jun 04 | 15:59
NIFTY 50,SLI03,SBI Life Insura,Stock,Very Bearish,"1,764.90",-3.56,"29 May, 2026","1,830.10",Jun 04 | 15:59
NIFTY 50,HSL01,HDFC Life,Stock,Very Bearish,573.75,-3.54,"29 May, 2026",594.80,Jun 04 | 15:58
NIFTY 50,MHI,Max Healthcare,Stock,Very Bearish,966.20,-3.46,"25 May, 2026","1,000.85",Jun 04 | 15:58
NIFTY 50,ICI02,ICICI Bank,Stock,Very Bearish,"1,251.70",-3.12,"28 Apr, 2026","1,292.00",Jun 04 | 15:59
