MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TI01,TI01,Titan Company,4075.0,4273.8,4052.3,4231.0,4088.8,142.20,3.48,1761933
Z01,Z,Eternal,244.5,258.65,244.45,254.35,247.0,7.35,2.98,36690161
CI29,CI11,Coal India,473.0,484.45,472.85,481.65,472.3,9.35,1.98,16059802
C,C,Cipla,1365.0,1404.9,1354.0,1398.7,1375.2,23.50,1.71,1548692
AE01,AE13,Adani Enterpris,2920.0,2983.0,2918.1,2972.8,2925.6,47.20,1.61,1722991
ITC,ITC,ITC,277.0,280.65,275.05,280.3,277.0,3.30,1.19,22017634
TM4,TM4,Tech Mahindra,1460.0,1499.7,1453.1,1487.3,1472.3,15.00,1.02,2061503
BA06,BA10,Bajaj Auto,10240.0,10452.0,10178.0,10362.0,10259.0,103.00,1.00,539031
SBI,SBI,SBI,969.9,985.8,961.1,979.25,970.45,8.80,0.91,18875883
BE03,BE03,Bharat Elec,405.0,411.55,404.0,409.9,406.6,3.30,0.81,9119774
ICI02,ICI02,ICICI Bank,1232.2,1262.3,1232.2,1251.7,1242.0,9.70,0.78,19461560
TT,TT,TATA Cons. Prod,1135.0,1163.4,1135.0,1149.3,1144.0,5.30,0.46,1711734
TEL,TM03,TMPV,396.2,401.2,391.0,399.7,398.15,1.55,0.39,12067304
DRL,DRL,Dr Reddys Labs,1257.3,1274.9,1248.4,1267.5,1263.3,4.20,0.33,944045
STF,STF,Shriram Finance,907.95,919.9,903.05,915.8,912.95,2.85,0.31,3666582
JFS,JFS,Jio Financial,234.5,237.7,233.65,235.74,235.03,0.71,0.30,9053339
MM,MM,M&M,2985.0,3067.1,2974.2,3016.1,3011.1,5.00,0.17,2788572
MU01,MS24,Maruti Suzuki,12990.0,13264.0,12949.0,13064.0,13044.0,20.00,0.15,465070
KMF,KMB,Kotak Mahindra,378.5,384.0,377.9,381.5,381.0,0.50,0.13,13889236
W,W,Wipro,203.0,205.09,202.1,204.32,204.1,0.22,0.11,40659957
HDF01,HDF01,HDFC Bank,749.15,757.3,745.0,754.2,753.65,0.55,0.07,42673538
MHI,MHI,Max Healthcare,965.0,969.3,953.1,966.2,965.55,0.65,0.07,1513891
GI01,GI01,Grasim,3100.1,3138.8,3085.8,3103.5,3101.6,1.90,0.06,957529
