MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.9,15.52,-0.62,-3.99,888431120,15.7,15.7,14.82
,PCJEWELLER,PCJEWELLER,PCJEWELLER,13.8,13.87,-0.07,-0.5,530933799,13.95,14.35,13.68
,OLAELEC,OLAELEC,OLAELEC,39.11,37.31,1.8,4.82,180771099,37.31,40.51,37.31
,IFCI,IFCI,IFCI,85.2,88.96,-3.76,-4.23,106219079,89.34,90.4,84.6
,IRB,IRB,IRB,19.94,19.07,0.87,4.56,78742444,19.9,20.6,19.28
,SHAREINDIA,SHAREINDIA,SHAREINDIA,195.42,189.46,5.96,3.15,58611177,191.48,212.33,191.01
,TCC,TCC,TCC,55.73,51.5,4.23,8.21,56803097,52.2,58.97,51.81
,UTKARSHBNK,UTKARSHBNK,UTKARSHBNK,14.7,15.9,-1.2,-7.55,53894436,15.75,15.9,14.01
,SWANCORP,SWANCORP,SWANCORP,295.95,277.65,18.3,6.59,53152302,276.7,315.35,274.5
,YESBANK,YESBANK,YESBANK,22.3,22.42,-0.12,-0.54,47990386,22.4,22.48,22.24
,SUZLON,SUZLON,SUZLON,44.22,45.45,-1.23,-2.71,43668900,45.44,45.68,44.1
,TATAGOLD,TATAGOLD,TATAGOLD,14.84,14.79,0.05,0.34,42926312,14.88,14.92,14.82
,TATSILV,TATSILV,TATSILV,22.73,22.6,0.13,0.58,39043618,22.97,22.99,22.66
,IBULLSLTD,IBULLSLTD,IBULLSLTD,24.49,25.05,-0.56,-2.24,37845470,25.0,25.46,24.29
,SMCGLOBAL,SMCGLOBAL,SMCGLOBAL,84.6,83.93,0.67,0.8,35904423,84.0,95.0,82.5
,DAVANGERE,DAVANGERE,DAVANGERE,1.92,1.75,0.17,9.71,34419354,1.75,1.92,1.75
,ELITECON,ELITECON,ELITECON,7.77,7.45,0.32,4.3,33059819,7.08,7.82,7.08
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,5.82,5.97,-0.15,-2.51,32925809,5.99,5.99,5.78
,AHCL,AHCL,AHCL,17.78,16.28,1.5,9.21,31629564,16.41,18.0,16.05
,MRPL,MRPL,MRPL,181.0,184.46,-3.46,-1.88,31180630,184.98,191.9,176.01
