MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.21,14.4,-0.19,-1.32,958236360,14.8,14.85,14.03
,OLAELEC,OLAELEC,OLAELEC,47.0,44.43,2.57,5.78,494797034,45.83,49.05,44.62
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,7.97,6.7,1.27,18.96,181809082,6.76,8.02,6.71
,YESBANK,YESBANK,YESBANK,23.38,23.0,0.38,1.65,100528684,23.06,23.53,23.06
,GTLINFRA,GTLINFRA,GTLINFRA,1.54,1.51,0.03,1.99,99904354,1.52,1.56,1.49
,PINELABS,PINELABS,PINELABS,152.38,142.75,9.63,6.75,71971522,144.4,154.64,141.86
,JPPOWER,JPPOWER,JPPOWER,18.58,18.51,0.07,0.38,69948844,18.65,18.8,18.39
,HFCL,HFCL,HFCL,177.2,177.87,-0.67,-0.38,66709753,173.0,184.7,171.1
,SUZLON,SUZLON,SUZLON,55.12,54.43,0.69,1.27,64855680,54.6,55.39,54.47
,CANBK,CANBK,CANBK,137.8,131.91,5.89,4.47,57740162,131.4,137.8,131.4
,TATAGOLD,TATAGOLD,TATAGOLD,14.73,14.58,0.15,1.03,57323657,14.94,14.99,14.66
,FILATFASH,FILATFASH,FILATFASH,0.2,0.19,0.01,5.26,0,0.19,0.2,0.18
,MOREPENLAB,MOREPENLAB,MOREPENLAB,48.76,42.87,5.89,13.74,50122925,43.15,49.5,43.06
,THOMASCOOK,THOMASCOOK,THOMASCOOK,114.14,104.82,9.32,8.89,48043157,105.91,114.85,105.3
,IFCI,IFCI,IFCI,77.0,73.8,3.2,4.34,47703896,74.03,77.39,73.69
,TATSILV,TATSILV,TATSILV,23.59,23.08,0.51,2.21,44879137,23.52,23.7,23.08
,ZEEL,ZEEL,ZEEL,107.09,111.09,-4.0,-3.6,42715992,111.11,111.9,106.66
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,73.7,71.43,2.27,3.18,42291787,72.33,74.5,72.05
,RPOWER,RPOWER,RPOWER,27.86,27.25,0.61,2.24,42150173,27.6,27.9,26.9
,TATASTEEL,TATASTEEL,TATASTEEL,203.49,202.72,0.77,0.38,42111455,203.0,204.0,200.34
