Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"2,979.90",42.80,"10 Apr, 2026","2,086.80",Jun 09 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,826.40",25.67,"08 Apr, 2026","1,453.30",Jun 09 | 15:56
NIFTY 50,API,Asian Paints,Stock,Very Bullish,"2,708.10",14.72,"10 Apr, 2026","2,360.70",Jun 09 | 15:58
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,524.00",13.93,"09 Apr, 2026","7,481.50",Jun 09 | 15:58
NIFTY 50,GI01,Grasim,Stock,Very Bullish,"3,095.50",12.15,"20 Apr, 2026","2,760.10",Jun 09 | 15:57
NIFTY 50,TEL,TMPV,Stock,Very Bullish,387.80,8.76,"15 May, 2026",356.55,Jun 09 | 15:59
NIFTY 50,CI29,Coal India,Stock,Very Bullish,466.90,3.61,"23 Apr, 2026",450.65,Jun 09 | 15:59
NIFTY 50,SBI,SBI,Stock,Bullish,"1,002.70",2.11,"08 Jun, 2026",981.95,Jun 09 | 15:59
NIFTY 50,EM,Eicher Motors,Stock,Very Bullish,"7,203.00",0.00,"09 Jun, 2026","7,203.00",Jun 09 | 15:57
NIFTY 50,NI,Nestle,Stock,Bullish,"1,410.40",0.00,"09 Jun, 2026","1,410.40",Jun 09 | 15:57
NIFTY 50,UTI10,Axis Bank,Stock,Very Bullish,"1,292.40",0.00,"09 Jun, 2026","1,292.40",Jun 09 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Bullish,"4,537.60",0.00,"09 Jun, 2026","4,537.60",Jun 09 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bullish,23.37,17.14,"16 Apr, 2026",19.95,Jun 09 | 15:59
NIFTY BANK,IIB,IndusInd Bank,Stock,Very Bullish,922.80,9.84,"15 Apr, 2026",840.10,Jun 09 | 15:59
NIFTY BANK,FB,Federal Bank,Stock,Very Bullish,315.10,8.69,"20 May, 2026",289.90,Jun 09 | 15:58
NIFTY BANK,IDF01,IDFC First Bank,Stock,Very Bullish,73.69,6.09,"25 May, 2026",69.46,Jun 09 | 15:59
NIFTY BANK,UBI01,Union Bank,Stock,Bullish,170.44,2.24,"03 Jun, 2026",166.70,Jun 09 | 15:59
NIFTY BANK,PNB05,PNB,Stock,Bullish,109.65,0.00,"09 Jun, 2026",109.65,Jun 09 | 15:59
NIFTY BANK,BOB,Bank of Baroda,Stock,Bullish,273.75,0.00,"09 Jun, 2026",273.75,Jun 09 | 15:59
NIFTY BANK,CB06,Canara Bank,Stock,Bullish,137.51,0.00,"09 Jun, 2026",137.51,Jun 09 | 15:59
NIFTY MIDCAP100,IC8,Vodafone Idea,Stock,Very Bullish,14.14,48.37,"16 Apr, 2026",9.53,Jun 09 | 15:59
NIFTY MIDCAP100,S11,Oracle Fin Serv,Stock,Bullish,"9,639.50",37.37,"06 Apr, 2026","7,017.00",Jun 09 | 15:53
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,424.40",37.12,"01 Apr, 2026","1,038.80",Jun 09 | 15:52
NIFTY MIDCAP100,VSN,Tata Comm,Stock,Very Bullish,"1,975.80",30.93,"10 Apr, 2026","1,509.00",Jun 09 | 15:59
NIFTY MIDCAP100,GEC,GE Vernova T&D,Stock,Very Bullish,"4,931.00",29.50,"18 Mar, 2026","3,807.70",Jun 09 | 15:59
NIFTY MIDCAP100,PI41,Polycab,Stock,Very Bullish,"9,615.50",26.51,"08 Apr, 2026","7,600.50",Jun 09 | 15:58
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Bullish,"3,500.70",25.35,"10 Apr, 2026","2,792.70",Jun 09 | 15:55
NIFTY MIDCAP100,ADG01,Adani Total Gas,Stock,Very Bullish,752.15,17.87,"21 May, 2026",638.10,Jun 09 | 15:59
NIFTY MIDCAP100,KEI,KEI Industries,Stock,Very Bullish,"5,281.00",17.17,"08 Apr, 2026","4,507.20",Jun 09 | 15:56
NIFTY MIDCAP100,BL03,Biocon,Stock,Bullish,416.35,13.06,"05 May, 2026",368.25,Jun 09 | 15:56
NIFTY MIDCAP100,EI,Exide Ind,Stock,Very Bullish,392.95,7.29,"26 May, 2026",366.25,Jun 09 | 15:59
NIFTY MIDCAP100,PEL07,Premier Energie,Stock,Very Bullish,"1,086.70",7.05,"21 May, 2026","1,015.10",Jun 09 | 15:54
NIFTY MIDCAP100,PI35,Page Industries,Stock,Very Bullish,"38,905.00",5.66,"15 May, 2026","36,820.00",Jun 09 | 15:51
NIFTY MIDCAP100,GI27,GMR Airports,Stock,Very Bullish,102.61,4.88,"27 May, 2026",97.84,Jun 09 | 15:59
NIFTY MIDCAP100,TIIND54076,Tube Investment,Stock,Very Bullish,"3,105.50",4.53,"20 May, 2026","2,970.90",Jun 09 | 15:59
NIFTY MIDCAP100,BFL,MphasiS,Stock,Very Bullish,"2,340.50",4.30,"25 May, 2026","2,244.00",Jun 09 | 15:59
NIFTY MIDCAP100,JE02,JSW Energy,Stock,Bullish,570.40,4.00,"21 May, 2026",548.45,Jun 09 | 15:58
NIFTY MIDCAP100,IB04,Indian Bank,Stock,Bullish,874.95,3.91,"05 Jun, 2026",842.05,Jun 09 | 15:59
