MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
MHI,MHI,Max Healthcare,965.5,1010.5,960.0,1007.45,977.25,30.20,3.09,5444557
PGC,PGC,Power Grid Corp,283.0,292.1,282.6,290.3,285.65,4.65,1.63,8748933
TM4,TM4,Tech Mahindra,1469.1,1511.1,1459.0,1503.4,1483.5,19.90,1.34,2467960
BE03,BE03,Bharat Elec,399.0,415.5,399.0,412.95,408.2,4.75,1.16,12017495
NI,NI,Nestle,1375.0,1412.5,1373.0,1398.9,1386.2,12.70,0.92,1107621
BTV,BA08,Bharti Airtel,1775.1,1820.1,1771.0,1813.3,1798.2,15.10,0.84,6324919
AHE,AHE,Apollo Hospital,8211.0,8490.0,8211.0,8358.5,8304.5,54.00,0.65,539009
SBI,SBI,SBI,966.0,988.65,965.15,981.95,977.7,4.25,0.43,12895416
SPI,SPI,Sun Pharma,1780.7,1803.5,1773.5,1788.8,1782.2,6.60,0.37,3098542
NTP,NTP,NTPC,358.95,365.35,355.15,362.4,361.65,0.75,0.21,14933986
