MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.76,11.89,0.87,7.32,1473925447,12.18,12.96,12.04
,GTLINFRA,GTLINFRA,GTLINFRA,1.42,1.28,0.14,10.94,244112896,1.35,1.49,1.33
,TATAGOLD,TATAGOLD,TATAGOLD,15.42,14.61,0.81,5.54,201910028,15.71,16.34,15.19
,TATSILV,TATSILV,TATSILV,27.36,25.58,1.78,6.96,182683676,26.79,27.69,26.7
,SAIL,SAIL,SAIL,201.35,176.09,25.26,14.34,173466903,176.31,202.35,176.31
,YESBANK,YESBANK,YESBANK,22.12,22.06,0.06,0.27,112430701,22.05,22.55,21.92
,GOLDBEES,GOLDBEES,GOLDBEES,131.8,124.61,7.19,5.77,103923323,131.1,134.4,129.43
,GROWW,GROWW,GROWW,188.8,183.09,5.71,3.12,102264541,185.0,194.61,184.56
,TEXRAIL,TEXRAIL,TEXRAIL,119.8,105.71,14.09,13.33,101924758,115.0,124.73,113.16
,SUZLON,SUZLON,SUZLON,53.25,51.52,1.73,3.36,93140759,51.31,53.74,51.31
,SILVERBEES,SILVERBEES,SILVERBEES,269.9,252.01,17.89,7.1,73426411,262.1,274.8,262.1
,HFCL,HFCL,HFCL,152.97,147.78,5.19,3.51,72932114,149.0,154.7,146.0
,VEDL,VEDL,VEDL,323.95,305.05,18.9,6.2,72680545,311.95,325.5,308.8
,IFCI,IFCI,IFCI,64.86,61.07,3.79,6.21,68370477,61.5,66.25,61.37
,JPPOWER,JPPOWER,JPPOWER,17.65,17.52,0.13,0.74,66824953,17.51,17.95,17.44
,PCJEWELLER,PCJEWELLER,PCJEWELLER,8.56,8.47,0.09,1.06,51276070,8.22,8.62,8.15
,ADANIPOWER,ADANIPOWER,ADANIPOWER,214.2,209.63,4.57,2.18,49608338,209.0,217.95,208.9
,TATASTEEL,TATASTEEL,TATASTEEL,219.9,212.0,7.9,3.73,46231533,213.24,220.91,213.07
,SAGILITY,SAGILITY,SAGILITY,43.11,43.09,0.02,0.05,44703069,43.7,44.3,41.95
,OLAELEC,OLAELEC,OLAELEC,36.16,35.13,1.03,2.93,44235574,35.17,36.19,34.86
