MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
EM,EM,Eicher Motors,7125.0,7157.0,6863.0,6971.5,7126.0,-154.50,-2.17,668271
MM,MM,M&M,3176.0,3189.6,3103.6,3111.8,3176.0,-64.20,-2.02,2692484
PGC,PGC,Power Grid Corp,304.25,305.4,295.65,301.5,306.3,-4.80,-1.57,23775882
IT,IT,Infosys,1136.6,1142.6,1121.0,1123.1,1140.3,-17.20,-1.51,6664111
TT,TT,TATA Cons. Prod,1249.1,1277.9,1233.0,1235.0,1253.0,-18.00,-1.44,2412317
BA06,BA10,Bajaj Auto,10370.5,10455.0,10220.0,10262.0,10397.0,-135.00,-1.30,367905
TM4,TM4,Tech Mahindra,1392.9,1399.9,1371.6,1375.0,1392.9,-17.90,-1.29,2142904
TCS,TCS,TCS,2306.0,2309.2,2269.0,2272.8,2300.3,-27.50,-1.20,3171843
SPI,SPI,Sun Pharma,1845.7,1860.0,1820.0,1824.8,1845.7,-20.90,-1.13,1972365
STF,STF,Shriram Finance,925.2,938.4,915.0,920.55,930.45,-9.90,-1.06,10747950
W,W,Wipro,190.67,191.3,187.31,187.8,189.57,-1.77,-0.93,17242394
BF04,BF04,Bajaj Finserv,1748.9,1758.0,1726.0,1728.9,1744.8,-15.90,-0.91,666278
Z01,Z,Eternal,238.1,241.8,236.39,237.82,239.98,-2.16,-0.90,31615154
BAF,BAF,Bajaj Finance,902.0,907.4,890.05,896.15,904.2,-8.05,-0.89,7422952
NTP,NTP,NTPC,392.0,394.05,385.8,390.45,392.7,-2.25,-0.57,12322076
MU01,MS24,Maruti Suzuki,13187.0,13285.0,12986.0,13103.0,13172.0,-69.00,-0.52,307027
SBI,SBI,SBI,978.0,981.2,961.2,970.1,974.6,-4.50,-0.46,17584580
RI,RI,Reliance,1361.4,1372.4,1352.4,1358.8,1364.0,-5.20,-0.38,13797989
ICI02,ICI02,ICICI Bank,1238.3,1249.2,1227.2,1235.6,1240.3,-4.70,-0.38,19490295
DRL,DRL,Dr Reddys Labs,1245.6,1303.8,1230.0,1265.3,1270.0,-4.70,-0.37,9276074
UTI10,AB16,Axis Bank,1256.1,1275.3,1247.5,1255.7,1260.1,-4.40,-0.35,6045406
HCL02,HCL02,HCL Tech,1146.3,1154.6,1137.1,1143.2,1145.8,-2.60,-0.23,2635034
AHE,AHE,Apollo Hospital,7981.0,8112.0,7981.0,8004.5,8022.5,-18.00,-0.22,329337
CI29,CI11,Coal India,463.25,473.6,459.5,462.25,463.05,-0.80,-0.17,12091924
HDF01,HDF01,HDFC Bank,752.0,759.95,747.35,749.6,750.45,-0.85,-0.11,28960919
