MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
IA05,IA04,Interglobe Avi,4565.0,4597.5,4433.7,4449.1,4615.5,-166.40,-3.61,1904534
JFS,JFS,Jio Financial,246.0,246.0,236.7,238.84,246.86,-8.02,-3.25,21124622
LT,LT,Larsen,3988.0,3988.0,3885.6,3896.2,4005.9,-109.70,-2.74,4415151
STF,STF,Shriram Finance,1010.1,1015.0,990.45,996.3,1023.2,-26.90,-2.63,7668209
Z01,Z,Eternal,242.5,244.0,236.7,237.89,243.62,-5.73,-2.35,38062318
HDF01,HDF01,HDFC Bank,815.0,819.0,793.1,797.7,816.1,-18.40,-2.25,48879392
KMF,KMB,Kotak Mahindra,377.0,378.7,369.45,371.9,380.15,-8.25,-2.17,12422256
ICI02,ICI02,ICICI Bank,1299.9,1308.0,1275.9,1281.3,1309.2,-27.90,-2.13,22923062
SBI,SBI,SBI,1060.1,1064.35,1038.3,1040.95,1061.45,-20.50,-1.93,24772948
L,T04,Trent,3908.0,3938.5,3841.2,3850.7,3905.0,-54.30,-1.39,749640
MM,MM,M&M,3179.9,3199.9,3131.0,3166.8,3210.1,-43.30,-1.35,3039565
UTC,UTC01,UltraTechCement,11425.0,11562.0,11390.0,11448.0,11603.0,-155.00,-1.34,330553
RI,RI,Reliance,1346.0,1350.0,1326.3,1330.0,1347.8,-17.80,-1.32,20725390
BAF,BAF,Bajaj Finance,902.0,913.4,891.4,903.25,915.05,-11.80,-1.29,9457820
HSL01,HSL01,HDFC Life,592.9,599.5,584.4,591.2,598.3,-7.10,-1.19,3912249
TI01,TI01,Titan Company,4475.0,4497.4,4414.1,4439.8,4492.5,-52.70,-1.17,1385274
UTI10,AB16,Axis Bank,1322.3,1338.6,1312.8,1318.5,1333.0,-14.50,-1.09,6542529
IT,IT,Infosys,1329.9,1337.5,1314.0,1331.6,1346.2,-14.60,-1.08,14894607
BF04,BF04,Bajaj Finserv,1784.6,1792.5,1757.0,1767.7,1784.6,-16.90,-0.95,1510841
HL,HU,HUL,2145.5,2162.9,2115.0,2133.2,2145.6,-12.40,-0.58,2506245
GI01,GI01,Grasim,2740.1,2772.5,2723.0,2740.5,2756.2,-15.70,-0.57,788928
API,AP31,Asian Paints,2275.0,2289.6,2252.0,2269.6,2282.4,-12.80,-0.56,1980060
TEL,TM03,TMPV,334.5,339.2,330.45,333.25,334.75,-1.50,-0.45,11110200
MPS,MPS,Adani Ports,1437.0,1456.2,1415.2,1447.4,1453.3,-5.90,-0.41,3159307
W,W,Wipro,203.71,204.16,201.63,202.87,203.42,-0.55,-0.27,14540807
SLI03,SLI03,SBI Life Insura,1907.0,1930.0,1881.1,1904.0,1907.6,-3.60,-0.19,1330082
AE01,AE13,Adani Enterpris,2039.8,2065.0,2010.3,2040.5,2043.8,-3.30,-0.16,2481188
BTV,BA08,Bharti Airtel,1869.9,1869.9,1846.1,1859.4,1861.6,-2.20,-0.12,10113053
MU01,MS24,Maruti Suzuki,13570.0,13773.0,13330.0,13589.0,13602.0,-13.00,-0.10,549914
