MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
AE01,AE13,Adani Enterpris,3165.0,3165.0,2859.1,2859.1,3168.5,-309.40,-9.76,12872435
MPS,MPS,Adani Ports,1710.0,1711.4,1593.1,1593.1,1707.5,-114.40,-6.70,9621819
ITC,ITC,ITC,266.0,266.55,255.5,255.5,266.0,-10.50,-3.95,24575845
BTV,BA08,Bharti Airtel,1880.0,1895.5,1811.9,1811.9,1882.4,-70.50,-3.75,16921326
TEL,TM03,TMPV,318.4,318.9,308.85,308.85,319.4,-10.55,-3.30,9986158
HL,HU,HUL,2001.1,2008.6,1967.4,1967.4,2010.4,-43.00,-2.14,1800025
BAF,BAF,Bajaj Finance,1069.4,1073.0,1052.0,1057.0,1079.9,-22.90,-2.12,7002192
H,HI,Hindalco,1029.9,1029.9,1005.4,1015.45,1037.4,-21.95,-2.12,5759006
JVS,JSW01,JSW Steel,1323.8,1326.8,1303.3,1307.7,1334.9,-27.20,-2.04,1981744
DRL,DRL,Dr Reddys Labs,1178.0,1178.1,1154.4,1154.4,1178.0,-23.60,-2.00,2001757
HDF01,HDF01,HDFC Bank,723.05,739.75,704.15,709.0,720.3,-11.30,-1.57,78157067
MM,MM,M&M,3320.0,3365.0,3282.0,3282.0,3334.0,-52.00,-1.56,3613080
EM,EM,Eicher Motors,8000.0,8030.0,7941.5,7953.5,8059.0,-105.50,-1.31,742794
TI01,TI01,Titan Company,5159.0,5159.0,5088.0,5102.4,5169.2,-66.80,-1.29,630695
UTC,UTC01,UltraTechCement,11550.0,11560.0,11415.0,11450.0,11589.0,-139.00,-1.20,381057
SLI03,SLI03,SBI Life Insura,1760.0,1761.1,1739.0,1740.5,1761.1,-20.60,-1.17,796284
TIS,TIS,Tata Steel,185.35,185.82,181.4,184.35,186.5,-2.15,-1.15,36802869
KMF,KMB,Kotak Mahindra,421.0,425.05,419.4,419.4,423.7,-4.30,-1.01,18992797
C,C,Cipla,1418.0,1426.1,1409.2,1409.2,1423.5,-14.30,-1.00,977929
PGC,PGC,Power Grid Corp,266.05,266.05,263.15,263.55,266.05,-2.50,-0.94,11553385
IT,IT,Infosys,1138.6,1143.9,1111.1,1133.8,1144.0,-10.20,-0.89,8808120
HSL01,HSL01,HDFC Life,545.0,546.95,538.8,543.35,548.0,-4.65,-0.85,3683600
NTP,NTP,NTPC,330.1,330.45,323.5,327.4,330.05,-2.65,-0.80,18400774
TM4,TM4,Tech Mahindra,1640.0,1640.9,1609.1,1628.0,1640.9,-12.90,-0.79,2975369
RI,RI,Reliance,1278.7,1297.6,1271.0,1277.0,1287.0,-10.00,-0.78,34871137
L,T04,Trent,2895.9,2901.2,2865.1,2879.9,2898.0,-18.10,-0.62,976926
TT,TT,TATA Cons. Prod,1036.4,1045.1,1028.0,1037.5,1040.7,-3.20,-0.31,1686812
HCL02,HCL02,HCL Tech,1316.6,1322.6,1297.7,1312.2,1316.1,-3.90,-0.30,3125051
ONG,ONG,ONGC,233.8,234.95,231.7,231.8,232.25,-0.45,-0.19,11732655
LT,LT,Larsen,4035.1,4044.9,3976.0,4044.9,4045.8,-0.90,-0.02,1553171
