MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.33,14.68,-0.35,-2.38,419238465,14.78,14.92,14.33
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.93,10.94,-0.01,-0.09,353825112,10.88,11.14,10.69
,ETERNAL,ETERNAL,ETERNAL,328.1,328.0,0.1,0.03,272151922,328.8,332.95,315.8
,GROWW,GROWW,GROWW,193.7,191.46,2.24,1.17,235495223,192.0,195.0,190.03
,OLAELEC,OLAELEC,OLAELEC,40.9,38.98,1.92,4.93,178357536,39.0,42.25,38.31
,GATECH,GATECH,GATECH,1.11,1.06,0.05,4.72,0,1.11,1.11,1.1
,RTNPOWER,RTNPOWER,RTNPOWER,7.56,7.95,-0.39,-4.91,126879538,7.97,8.13,7.39
,BAJAJHIND,BAJAJHIND,BAJAJHIND,22.55,21.67,0.88,4.06,112387038,21.75,23.1,21.04
,LENSKART,LENSKART,LENSKART,663.0,636.15,26.85,4.22,111714980,646.0,674.9,640.95
,ZEEL,ZEEL,ZEEL,93.74,101.51,-7.77,-7.65,109254600,101.0,101.18,86.9
,YESBANK,YESBANK,YESBANK,22.83,22.1,0.73,3.3,102020136,22.07,22.83,21.98
,ASHOKA,ASHOKA,ASHOKA,119.74,112.65,7.09,6.29,98468036,117.7,129.0,116.91
,HDFCBANK,HDFCBANK,HDFCBANK,709.0,720.3,-11.3,-1.57,78157067,723.05,739.75,704.15
,MANALIPETC,MANALIPETC,MANALIPETC,84.0,73.36,10.64,14.5,73402171,75.0,84.8,73.62
,TATAGOLD,TATAGOLD,TATAGOLD,14.99,15.36,-0.37,-2.41,71879880,15.36,15.36,14.72
,SAGILITY,SAGILITY,SAGILITY,47.05,46.34,0.71,1.53,64918282,46.5,47.49,45.85
,ALOKINDS,ALOKINDS,ALOKINDS,8.71,9.24,-0.53,-5.74,63642007,9.3,9.3,8.37
,SUZLON,SUZLON,SUZLON,47.52,46.79,0.73,1.56,59911853,46.79,47.52,45.92
,GMRAIRPORT,GMRAIRPORT,GMRAIRPORT,93.63,98.31,-4.68,-4.76,59724643,97.85,98.0,93.63
,SHIPROCKET,SHIPROCKET,SHIPROCKET,139.8,125.4,14.4,11.48,55899452,124.74,141.99,124.05
