Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,Z01,Eternal,Stock,Very Bullish,318.00,25.39,"16 Jun, 2026",253.60,Aug 17 | 15:59
NIFTY 50,TI01,Titan Company,Stock,Very Bullish,"5,068.50",18.33,"15 Jun, 2026","4,283.50",Aug 17 | 15:59
NIFTY 50,BA06,Bajaj Auto,Stock,Very Bullish,"11,663.00",16.21,"06 Jul, 2026","10,036.50",Aug 17 | 15:51
NIFTY 50,BAF,Bajaj Finance,Stock,Bullish,"1,089.30",15.60,"15 Jun, 2026",942.30,Aug 17 | 15:59
NIFTY 50,BF04,Bajaj Finserv,Stock,Bullish,"2,005.00",12.50,"22 Jun, 2026","1,782.20",Aug 17 | 15:56
NIFTY 50,STF,Shriram Finance,Stock,Very Bullish,"1,122.00",12.13,"15 Jun, 2026","1,000.65",Aug 17 | 15:58
NIFTY 50,EM,Eicher Motors,Stock,Very Bullish,"8,050.00",8.72,"15 Jul, 2026","7,404.50",Aug 17 | 15:55
NIFTY 50,H,Hindalco,Stock,Very Bullish,"1,049.90",8.19,"30 Jul, 2026",970.40,Aug 17 | 15:58
NIFTY 50,TM4,Tech Mahindra,Stock,Bullish,"1,610.00",7.01,"13 Jul, 2026","1,504.50",Aug 17 | 15:57
NIFTY 50,MM,M&M,Stock,Very Bullish,"3,390.40",6.64,"17 Jul, 2026","3,179.20",Aug 17 | 15:59
NIFTY 50,LT,Larsen,Stock,Very Bullish,"4,086.70",3.75,"31 Jul, 2026","3,938.90",Aug 17 | 15:59
NIFTY 50,JVS,JSW Steel,Stock,Bullish,"1,277.80",1.65,"20 Jul, 2026","1,257.00",Aug 17 | 15:59
NIFTY 50,SBI,SBI,Stock,Bullish,"1,061.20",1.55,"03 Aug, 2026","1,045.00",Aug 17 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Bullish,"5,275.50",0.87,"27 Jul, 2026","5,230.00",Aug 17 | 15:58
NIFTY 50,KMF,Kotak Mahindra,Stock,Bullish,392.70,0.64,"29 Jul, 2026",390.20,Aug 17 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Bullish,412.45,0.48,"13 Aug, 2026",410.50,Aug 17 | 15:59
NIFTY 50,GI01,Grasim,Stock,Bullish,"3,250.50",-0.29,"03 Aug, 2026","3,260.00",Aug 17 | 15:55
NIFTY 50,AHE,Apollo Hospital,Stock,Bullish,"8,825.50",-1.06,"14 Aug, 2026","8,920.50",Aug 17 | 15:58
NIFTY 50,BTV,Bharti Airtel,Stock,Very Bullish,"1,969.30",-1.14,"14 Aug, 2026","1,992.10",Aug 17 | 15:59
NIFTY IT,NII02,COFORGE,Stock,Very Bullish,"1,806.00",18.16,"27 Jul, 2026","1,528.40",Aug 17 | 15:59
NIFTY IT,LI09,LTM,Stock,Very Bullish,"4,700.00",16.42,"10 Jul, 2026","4,037.20",Aug 17 | 15:57
NIFTY IT,PS15,Persistent,Stock,Very Bullish,"5,570.00",10.21,"10 Jul, 2026","5,053.90",Aug 17 | 15:57
NIFTY IT,BFL,MphasiS,Stock,Very Bullish,"2,510.00",7.60,"27 Jul, 2026","2,332.70",Aug 17 | 15:54
NIFTY IT,S11,Oracle Fin Serv,Stock,Very Bullish,"11,789.00",6.31,"27 Jul, 2026","11,089.00",Aug 17 | 15:54
NIFTY MEDIA,GCI,Saregama India,Stock,Bullish,523.40,36.11,"14 May, 2026",384.55,Aug 17 | 15:58
NIFTY MEDIA,NT03,Nazara,Stock,Very Bullish,350.10,25.06,"10 Jun, 2026",279.95,Aug 17 | 15:59
NIFTY MEDIA,PVR,PVR INOX,Stock,Very Bullish,"1,192.00",19.05,"03 Jul, 2026","1,001.25",Aug 17 | 15:56
NIFTY MEDIA,C13,DB Corp,Stock,Very Bullish,212.13,1.76,"15 Jul, 2026",208.47,Aug 17 | 15:53
NIFTY ENERGY,APP03,Hitachi Energy,Stock,Very Bullish,"35,450.00",8.74,"07 Aug, 2026","32,600.00",Aug 17 | 15:59
NIFTY ENERGY,OI13,Oil India,Stock,Very Bullish,474.65,8.57,"15 Jul, 2026",437.20,Aug 17 | 15:59
NIFTY ENERGY,S,Siemens,Stock,Very Bullish,"3,943.00",7.80,"16 Jul, 2026","3,657.60",Aug 17 | 15:59
NIFTY ENERGY,BHE,BHEL,Stock,Very Bullish,435.95,6.56,"13 Jul, 2026",409.10,Aug 17 | 15:59
NIFTY ENERGY,ABB,ABB India,Stock,Very Bullish,"7,660.00",6.32,"15 Jul, 2026","7,204.50",Aug 17 | 15:59
NIFTY ENERGY,CI01,Castrol,Stock,Bullish,187.55,1.50,"21 Jul, 2026",184.78,Aug 17 | 15:59
NIFTY ENERGY,CES,CESC,Stock,Bullish,170.22,1.42,"14 Aug, 2026",167.83,Aug 17 | 15:59
NIFTY ENERGY,CG,CG Power ,Stock,Bullish,898.80,1.38,"13 Aug, 2026",886.55,Aug 17 | 15:59
NIFTY ENERGY,PLN,Petronet LNG,Stock,Very Bullish,281.80,1.04,"30 Jul, 2026",278.90,Aug 17 | 15:58
NIFTY ENERGY,MG02,Mahanagar Gas,Stock,Very Bullish,"1,129.10",0.48,"06 Aug, 2026","1,123.70",Aug 17 | 15:59
NIFTY PVTBANK,IDF01,IDFC First Bank,Stock,Very Bullish,85.05,22.44,"25 May, 2026",69.46,Aug 17 | 15:59
NIFTY PVTBANK,FB,Federal Bank,Stock,Bullish,354.10,22.15,"20 May, 2026",289.90,Aug 17 | 15:59
NIFTY PVTBANK,RB02,RBL Bank,Stock,Very Bullish,381.50,2.79,"29 Jul, 2026",371.15,Aug 17 | 15:59
